p,q,r,output
PersonX opposes asking PersonY to the dance,immature for going with a group,xReact,1
PersonX opposes asking PersonY to the dance,to take someone else,xWant,1
PersonX opposes asking PersonY to the dance,not embarrass themselves,xWant,1
PersonX opposes asking PersonY to the dance,find another person to ask to dance,xWant,1
PersonX opposes asking PersonY to the dance,avoid person y,xWant,1
PersonX on no condition goes next door,scared,xAttr,1
PersonX on no condition goes next door,intimidated,xAttr,1
PersonX on no condition goes next door,sick,xAttr,1
PersonX on no condition goes next door,unwell,xAttr,1
PersonX on no condition goes next door,recieves knock on door,xEffect,1
PersonX on no condition goes next door,avoids conflict,xEffect,1
PersonX on no condition goes next door,sweats,xEffect,1
PersonX on no condition goes next door,shakes,xEffect,1
PersonX on no condition goes next door,to be home alone,xIntent,1
PersonX on no condition goes next door,to stay safe,xIntent,1
PersonX on no condition goes next door,safe,xReact,1
PersonX on no condition goes next door,comfortable,xReact,1
PersonX on no condition goes next door,tired,xReact,1
PersonX on no condition goes next door,disappointed,xReact,1
PersonX on no condition goes next door,to stay put,xWant,1
PersonX on no condition goes next door,listen to order,xWant,1
PersonX on no condition goes next door,to be alone,xWant,1
PersonX on no condition goes next door,to stay in bed,xWant,1
PersonX stops meeting a girl,gets introduced to someone else,oEffect,1
PersonX stops meeting a girl,gets asked to a date,oEffect,1
PersonX stops meeting a girl,they get left alone,oEffect,1
PersonX stops meeting a girl,they need to find a new friend,oEffect,1
PersonX stops meeting a girl,upset,oReact,1
PersonX stops meeting a girl,spiteful,oReact,1
PersonX stops meeting a girl,get revenge,oWant,1
PersonX stops meeting a girl,ask why the meetings stopped,oWant,1
PersonX stops meeting a girl,to find another companion,oWant,1
PersonX stops meeting a girl,to be left alone,oWant,1
PersonX stops meeting a girl,single,xAttr,1
PersonX stops meeting a girl,heat broken,xAttr,1
PersonX stops meeting a girl,uninterested,xAttr,1
PersonX stops meeting a girl,hard-hearted,xAttr,1
PersonX stops meeting a girl,gets criticized,xEffect,1
PersonX stops meeting a girl,gets made fun of,xEffect,1
PersonX stops meeting a girl,they are by themself,xEffect,1
PersonX stops meeting a girl,they don't have a girl in their life,xEffect,1
PersonX stops meeting a girl,to avoid the girl,xIntent,1
PersonX stops meeting a girl,to find someone else,xIntent,1
PersonX stops meeting a girl,to have been meeting a girl,xNeed,1
PersonX stops meeting a girl,to have met a female,xNeed,1
PersonX stops meeting a girl,stopped liking a woman,xNeed,1
PersonX stops meeting a girl,satisfied,xReact,1
PersonX stops meeting a girl,happy,xReact,1
PersonX stops meeting a girl,guilty,xReact,1
PersonX stops meeting a girl,fed up,xReact,1
PersonX stops meeting a girl,avoid the girl and potential awkwardness,xWant,1
PersonX stops meeting a girl,find a new girl,xWant,1
PersonX stops meeting a girl,to find another companion,xWant,1
PersonX stops meeting a girl,to go it alone,xWant,1
PersonX not by any means has PersonX's baby,sad,oReact,1
PersonX not by any means has PersonX's baby,lonely,oReact,1
PersonX not by any means has PersonX's baby,to get their baby from person x,oWant,1
PersonX not by any means has PersonX's baby,to go out now that they have a babysitter,oWant,1
PersonX not by any means has PersonX's baby,alone,xAttr,1
PersonX not by any means has PersonX's baby,angry,xAttr,1
PersonX not by any means has PersonX's baby,reticent,xAttr,1
PersonX not by any means has PersonX's baby,independent,xAttr,1
PersonX not by any means has PersonX's baby,to avoid kids,xIntent,1
PersonX not by any means has PersonX's baby,to be left alone,xIntent,1
PersonX not by any means has PersonX's baby,to avoid sex,xNeed,1
PersonX not by any means has PersonX's baby,to be on the pill,xNeed,1
PersonX not by any means has PersonX's baby,annoyed,xReact,1
PersonX not by any means has PersonX's baby,confused,xReact,1
PersonX not by any means has PersonX's baby,irresponsible,xReact,1
PersonX not by any means has PersonX's baby,insufficient,xReact,1
PersonX not by any means has PersonX's baby,to give the baby back,xWant,1
PersonX not by any means has PersonX's baby,to babysit the baby,xWant,1
PersonX not by any means has PersonX's baby,to stay on birth control,xWant,1
PersonX not by any means has PersonX's baby,to stay alone,xWant,1
PersonX is unafraid it would hurt,brave,xAttr,1
PersonX is unafraid it would hurt,strong,xAttr,1
PersonX is unafraid it would hurt,powerful,xAttr,1
PersonX is unafraid it would hurt,stoic,xAttr,1
PersonX is unafraid it would hurt,to get a plan,xIntent,1
PersonX is unafraid it would hurt,require a procedure,xNeed,1
PersonX is unafraid it would hurt,engage in something possibly painful,xNeed,1
PersonX is unafraid it would hurt,to get a plan,xReact,1
PersonX is unafraid it would hurt,GET HURT,xReact,1
PersonX is unafraid it would hurt,hurt,xReact,1
PersonX is unafraid it would hurt,peaceful,xReact,1
PersonX is unafraid it would hurt,to be fearless,xWant,1
PersonX is unafraid it would hurt,to show strength,xWant,1
PersonX is unafraid it would hurt,to get it over with,xWant,1
PersonX is unafraid it would hurt,to go home,xWant,1
PersonX opposes getting PersonX's own apartment,lazy,xAttr,1
PersonX opposes getting PersonX's own apartment,dependent,xAttr,1
PersonX opposes getting PersonX's own apartment,Shrewd,xAttr,1
PersonX opposes getting PersonX's own apartment,Careful,xAttr,1
PersonX opposes getting PersonX's own apartment,learns to live alone,xEffect,1
PersonX opposes getting PersonX's own apartment,learns to pay bills,xEffect,1
PersonX opposes getting PersonX's own apartment,to save money,xIntent,1
PersonX opposes getting PersonX's own apartment,to buy a house instead,xIntent,1
PersonX opposes getting PersonX's own apartment,to be with family,xIntent,1
PersonX opposes getting PersonX's own apartment,poor,xReact,1
PersonX opposes getting PersonX's own apartment,indecisive,xReact,1
PersonX opposes getting PersonX's own apartment,calm,xReact,1
PersonX opposes getting PersonX's own apartment,frugal,xReact,1
PersonX opposes getting PersonX's own apartment,to stay where he is,xWant,1
PersonX opposes getting PersonX's own apartment,to not have to pay rent,xWant,1
PersonX opposes getting PersonX's own apartment,to reject the offers,xWant,1
PersonX opposes getting PersonX's own apartment,to look for a trailer,xWant,1
PersonX is under no circumstances camping with PersonX's friends,bodies warm up,oEffect,1
PersonX is under no circumstances camping with PersonX's friends,full stomachs from meal,oEffect,1
PersonX is under no circumstances camping with PersonX's friends,camp without PersonX,oEffect,1
PersonX is under no circumstances camping with PersonX's friends,have a great time camping,oEffect,1
PersonX is under no circumstances camping with PersonX's friends,disappointed,oReact,1
PersonX is under no circumstances camping with PersonX's friends,bummed,oReact,1
PersonX is under no circumstances camping with PersonX's friends,to convince PersonX,oWant,1
PersonX is under no circumstances camping with PersonX's friends,to invite others,oWant,1
PersonX is under no circumstances camping with PersonX's friends,unfriendly,xAttr,1
PersonX is under no circumstances camping with PersonX's friends,unwell,xAttr,1
PersonX is under no circumstances camping with PersonX's friends,unsociable,xAttr,1
PersonX is under no circumstances camping with PersonX's friends,non-outdoorsy,xAttr,1
PersonX is under no circumstances camping with PersonX's friends,gets left behind,xEffect,1
PersonX is under no circumstances camping with PersonX's friends,gets attacked by bear,xEffect,1
PersonX is under no circumstances camping with PersonX's friends,to be alone,xIntent,1
PersonX is under no circumstances camping with PersonX's friends,to stay home,xIntent,1
PersonX is under no circumstances camping with PersonX's friends,to have been asked to camp with friends,xNeed,1
PersonX is under no circumstances camping with PersonX's friends,to have wanted to camp alone,xNeed,1
PersonX is under no circumstances camping with PersonX's friends,to discuss with friends,xNeed,1
PersonX is under no circumstances camping with PersonX's friends,to make friends,xNeed,1
PersonX is under no circumstances camping with PersonX's friends,annoyed,xReact,1
PersonX is under no circumstances camping with PersonX's friends,frustrated,xReact,1
PersonX is under no circumstances camping with PersonX's friends,lonely,xReact,1
PersonX is under no circumstances camping with PersonX's friends,busy,xReact,1
PersonX is under no circumstances camping with PersonX's friends,find a different spot to camp,xWant,1
PersonX is under no circumstances camping with PersonX's friends,wait another time before camping,xWant,1
PersonX is under no circumstances camping with PersonX's friends,to give in,xWant,1
PersonX is under no circumstances camping with PersonX's friends,to rest at home,xWant,1
PersonX is barely playing basketball with PersonY's friends,Disrespected,oReact,1
PersonX is barely playing basketball with PersonY's friends,Disregarded,oReact,1
PersonX is barely playing basketball with PersonY's friends,boring,xAttr,1
PersonX is barely playing basketball with PersonY's friends,lazy,xAttr,1
PersonX is barely playing basketball with PersonY's friends,interesting,xAttr,1
PersonX is barely playing basketball with PersonY's friends,tired,xAttr,1
PersonX is barely playing basketball with PersonY's friends,lethargic,xAttr,1
PersonX is barely playing basketball with PersonY's friends,muscles sore,xEffect,1
PersonX is barely playing basketball with PersonY's friends,leg is in pain,xEffect,1
PersonX is barely playing basketball with PersonY's friends,To be selfish with the ball,xIntent,1
PersonX is barely playing basketball with PersonY's friends,To play by themselves,xIntent,1
PersonX is barely playing basketball with PersonY's friends,to be a good friend,xIntent,1
PersonX is barely playing basketball with PersonY's friends,to stay in shape,xIntent,1
PersonX is barely playing basketball with PersonY's friends,to get a work,xNeed,1
PersonX is barely playing basketball with PersonY's friends,Entitled,xReact,1
PersonX is barely playing basketball with PersonY's friends,Proud,xReact,1
PersonX is barely playing basketball with PersonY's friends,tired,xReact,1
PersonX is barely playing basketball with PersonY's friends,sore,xReact,1
PersonX is barely playing basketball with PersonY's friends,go home,xWant,1
PersonX is barely playing basketball with PersonY's friends,read a book at home,xWant,1
PersonX is barely playing basketball with PersonY's friends,to honest,xWant,1
PersonX is barely playing basketball with PersonY's friends,to stay away,xWant,1
PersonX not at all sells PersonX's goods,to get a plan,oReact,1
PersonX not at all sells PersonX's goods,incompetent,xAttr,1
PersonX not at all sells PersonX's goods,lazy,xAttr,1
PersonX not at all sells PersonX's goods,unskilled,xAttr,1
PersonX not at all sells PersonX's goods,has more goods,xEffect,1
PersonX not at all sells PersonX's goods,has less money,xEffect,1
PersonX not at all sells PersonX's goods,to get a plan,xIntent,1
PersonX not at all sells PersonX's goods,put their goods on sale,xNeed,1
PersonX not at all sells PersonX's goods,decide to sell their goods,xNeed,1
PersonX not at all sells PersonX's goods,to get a plan,xReact,1
PersonX not at all sells PersonX's goods,brok,xReact,1
PersonX not at all sells PersonX's goods,lazy,xReact,1
PersonX not at all sells PersonX's goods,to give up the shop,xWant,1
PersonX not at all sells PersonX's goods,to give things away,xWant,1
PersonX not at all sells PersonX's goods,convice people to buy person X's goods,xWant,1
PersonX not at all sells PersonX's goods,To lower the price of Person X's goods,xWant,1
PersonX resists speaking english,prepared to learn another language too,oReact,1
PersonX resists speaking english,ready to help PersonX,oReact,1
PersonX resists speaking english,foreign,xAttr,1
PersonX resists speaking english,different,xAttr,1
PersonX resists speaking english,hostile,xAttr,1
PersonX resists speaking english,deaf,xAttr,1
PersonX resists speaking english,becomes mute,xEffect,1
PersonX resists speaking english,gets left alone,xEffect,1
PersonX resists speaking english,they miss out on a job opportunity,xEffect,1
PersonX resists speaking english,to learn new languages,xIntent,1
PersonX resists speaking english,to practice their new language,xIntent,1
PersonX resists speaking english,to speak Spanish,xIntent,1
PersonX resists speaking english,to be different,xIntent,1
PersonX resists speaking english,to know another language besides english,xNeed,1
PersonX resists speaking english,be put in a situation where using english would be risky,xNeed,1
PersonX resists speaking english,be speaking another language than English,xNeed,1
PersonX resists speaking english,be in a situation where speaking English could cause concern for someone,xNeed,1
PersonX resists speaking english,more fluent in the new language,xReact,1
PersonX resists speaking english,like they want to move abroad,xReact,1
PersonX resists speaking english,like a foreigner,xReact,1
PersonX resists speaking english,misunderstood,xReact,1
PersonX resists speaking english,avoid situatioion turning bad,xWant,1
PersonX resists speaking english,move on with day,xWant,1
PersonX resists speaking english,speak English (elsewhere),xWant,1
PersonX resists speaking english,continue speaking the language other than English,xWant,1
PersonX under no circumstances leans towards PersonY,noticed,oReact,1
PersonX under no circumstances leans towards PersonY,included,oReact,1
PersonX under no circumstances leans towards PersonY,personal space,oWant,1
PersonX under no circumstances leans towards PersonY,personx to move away,oWant,1
PersonX under no circumstances leans towards PersonY,turned off,xAttr,1
PersonX under no circumstances leans towards PersonY,self-reliant,xAttr,1
PersonX under no circumstances leans towards PersonY,respectful,xAttr,1
PersonX under no circumstances leans towards PersonY,well-behaved,xAttr,1
PersonX under no circumstances leans towards PersonY,loses friend,xEffect,1
PersonX under no circumstances leans towards PersonY,cries,xEffect,1
PersonX under no circumstances leans towards PersonY,stands straight,xEffect,1
PersonX under no circumstances leans towards PersonY,stands up,xEffect,1
PersonX under no circumstances leans towards PersonY,to be close,xIntent,1
PersonX under no circumstances leans towards PersonY,to get noticed,xIntent,1
PersonX under no circumstances leans towards PersonY,to stay upright,xIntent,1
PersonX under no circumstances leans towards PersonY,to not touch Y,xIntent,1
PersonX under no circumstances leans towards PersonY,warm,xReact,1
PersonX under no circumstances leans towards PersonY,affectionate,xReact,1
PersonX under no circumstances leans towards PersonY,stiff,xReact,1
PersonX under no circumstances leans towards PersonY,concerned,xReact,1
PersonX under no circumstances leans towards PersonY,to avoid persony,xWant,1
PersonX under no circumstances leans towards PersonY,not be close to them,xWant,1
PersonX disowns a boat,seasick,xAttr,1
PersonX disowns a boat,broke,xAttr,1
PersonX disowns a boat,a landlubber,xAttr,1
PersonX disowns a boat,aquaphobic,xAttr,1
PersonX disowns a boat,thinks about buying a car,xEffect,1
PersonX disowns a boat,stresses about going to the ocean,xEffect,1
PersonX disowns a boat,gets no boat to use,xEffect,1
PersonX disowns a boat,becomes free from paying the maintenance cost of the boat,xEffect,1
PersonX disowns a boat,to sell the boat,xIntent,1
PersonX disowns a boat,to make money,xIntent,1
PersonX disowns a boat,to get a plan,xIntent,1
PersonX disowns a boat,to have a boat,xNeed,1
PersonX disowns a boat,to need money,xNeed,1
PersonX disowns a boat,to own a boat,xNeed,1
PersonX disowns a boat,to use the boat,xNeed,1
PersonX disowns a boat,happy,xReact,1
PersonX disowns a boat,prosperous,xReact,1
PersonX disowns a boat,to get a plan,xReact,1
PersonX disowns a boat,to sell the boat,xWant,1
PersonX disowns a boat,to get a new boat,xWant,1
PersonX disowns a boat,to scrap the boat,xWant,1
PersonX under no circumstances bears PersonY children,gets taken to court,oEffect,1
PersonX under no circumstances bears PersonY children,gets sued,oEffect,1
PersonX under no circumstances bears PersonY children,is also childless,oEffect,1
PersonX under no circumstances bears PersonY children,wants to have kids with PersonX,oEffect,1
PersonX under no circumstances bears PersonY children,disappointed,oReact,1
PersonX under no circumstances bears PersonY children,sad,oReact,1
PersonX under no circumstances bears PersonY children,inadequate,oReact,1
PersonX under no circumstances bears PersonY children,date someone else,oWant,1
PersonX under no circumstances bears PersonY children,avoid having children also,oWant,1
PersonX under no circumstances bears PersonY children,child-free,xAttr,1
PersonX under no circumstances bears PersonY children,sterile,xAttr,1
PersonX under no circumstances bears PersonY children,determined,xAttr,1
PersonX under no circumstances bears PersonY children,unnurturing,xAttr,1
PersonX under no circumstances bears PersonY children,gets handed divorce papers,xEffect,1
PersonX under no circumstances bears PersonY children,gets accused of failure to perform,xEffect,1
PersonX under no circumstances bears PersonY children,is childless,xEffect,1
PersonX under no circumstances bears PersonY children,is prepared to remain childless,xEffect,1
PersonX under no circumstances bears PersonY children,to not be a parent,xIntent,1
PersonX under no circumstances bears PersonY children,does not like PersonY,xIntent,1
PersonX under no circumstances bears PersonY children,to be independent,xIntent,1
PersonX under no circumstances bears PersonY children,to keep appearance,xIntent,1
PersonX under no circumstances bears PersonY children,take birth control,xNeed,1
PersonX under no circumstances bears PersonY children,tell personY they don't want children,xNeed,1
PersonX under no circumstances bears PersonY children,to use birth control,xNeed,1
PersonX under no circumstances bears PersonY children,to love another person,xNeed,1
PersonX under no circumstances bears PersonY children,relieved,xReact,1
PersonX under no circumstances bears PersonY children,content,xReact,1
PersonX under no circumstances bears PersonY children,free,xReact,1
PersonX under no circumstances bears PersonY children,pretty,xReact,1
PersonX under no circumstances bears PersonY children,independent,xReact,1
PersonX under no circumstances bears PersonY children,avoid being a parent,xWant,1
PersonX under no circumstances bears PersonY children,maintain independence,xWant,1
PersonX under no circumstances bears PersonY children,to avoid person,xWant,1
PersonX under no circumstances bears PersonY children,to ignore them,xWant,1
PersonX under no circumstances bears PersonY children,to part with them,xWant,1
PersonX dislikes PersonX's name,rude,xAttr,1
PersonX dislikes PersonX's name,cruel,xAttr,1
PersonX dislikes PersonX's name,Sad,xAttr,1
PersonX dislikes PersonX's name,Annoyed,xAttr,1
PersonX dislikes PersonX's name,thinks of changing name,xEffect,1
PersonX dislikes PersonX's name,tells a lie,xEffect,1
PersonX dislikes PersonX's name,disappointed,xReact,1
PersonX dislikes PersonX's name,frustrated,xReact,1
PersonX dislikes PersonX's name,to change name,xWant,1
PersonX dislikes PersonX's name,to complain to their parents,xWant,1
PersonX dislikes PersonX's name,to change their name,xWant,1
PersonX dislikes PersonX's name,a different name,xWant,1
PersonX stops driving to PersonY,gets stressed out,oEffect,1
PersonX stops driving to PersonY,loses a friend,oEffect,1
PersonX stops driving to PersonY,disappointed,oReact,1
PersonX stops driving to PersonY,ignored,oReact,1
PersonX stops driving to PersonY,lonely,oReact,1
PersonX stops driving to PersonY,rejected,oReact,1
PersonX stops driving to PersonY,ask where PersonX is,oWant,1
PersonX stops driving to PersonY,to find out why X  is no longer coming around,oWant,1
PersonX stops driving to PersonY,to buy X a new car,oWant,1
PersonX stops driving to PersonY,to start visiting X at X's place,oWant,1
PersonX stops driving to PersonY,lazy,xAttr,1
PersonX stops driving to PersonY,unreliable,xAttr,1
PersonX stops driving to PersonY,contrary,xAttr,1
PersonX stops driving to PersonY,unaccommodating,xAttr,1
PersonX stops driving to PersonY,gets lost,xEffect,1
PersonX stops driving to PersonY,is exhausted,xEffect,1
PersonX stops driving to PersonY,saves gas,xEffect,1
PersonX stops driving to PersonY,saves money,xEffect,1
PersonX stops driving to PersonY,to drive somewhere else,xIntent,1
PersonX stops driving to PersonY,to go home,xIntent,1
PersonX stops driving to PersonY,to avoid PersonY,xIntent,1
PersonX stops driving to PersonY,to concentrate on themselves for a while,xIntent,1
PersonX stops driving to PersonY,be driving to PersonY,xNeed,1
PersonX stops driving to PersonY,be in a car,xNeed,1
PersonX stops driving to PersonY,to lose his license,xNeed,1
PersonX stops driving to PersonY,to crash his car,xNeed,1
PersonX stops driving to PersonY,to stop wanting to see Y,xNeed,1
PersonX stops driving to PersonY,conflicted,xReact,1
PersonX stops driving to PersonY,ambiguous,xReact,1
PersonX stops driving to PersonY,isolated,xReact,1
PersonX stops driving to PersonY,independent,xReact,1
PersonX stops driving to PersonY,drive somewhere else,xWant,1
PersonX stops driving to PersonY,tell PersonY they're not coming,xWant,1
PersonX stops driving to PersonY,to take a test to reinstate his license,xWant,1
PersonX stops driving to PersonY,to start using cabs,xWant,1
PersonX stops driving to PersonY,to break things off with Y,xWant,1
PersonX rarely lets go of PersonY,gets followed,oEffect,1
PersonX rarely lets go of PersonY,gets hugged,oEffect,1
PersonX rarely lets go of PersonY,manipulated,oReact,1
PersonX rarely lets go of PersonY,subordinate,oReact,1
PersonX rarely lets go of PersonY,to get a plan,oReact,1
PersonX rarely lets go of PersonY,let play,oReact,1
PersonX rarely lets go of PersonY,to hug PersonX,oWant,1
PersonX rarely lets go of PersonY,to tell PersonX it's okay to let go,oWant,1
PersonX rarely lets go of PersonY,to slip away,oWant,1
PersonX rarely lets go of PersonY,find a retreat,oWant,1
PersonX rarely lets go of PersonY,affectionate,xAttr,1
PersonX rarely lets go of PersonY,caring,xAttr,1
PersonX rarely lets go of PersonY,clingy,xAttr,1
PersonX rarely lets go of PersonY,insecure,xAttr,1
PersonX rarely lets go of PersonY,wants to help,xEffect,1
PersonX rarely lets go of PersonY,stays calm,xEffect,1
PersonX rarely lets go of PersonY,gets yelled at,xEffect,1
PersonX rarely lets go of PersonY,gets slapped,xEffect,1
PersonX rarely lets go of PersonY,to control Y,xIntent,1
PersonX rarely lets go of PersonY,keep tabs on Y,xIntent,1
PersonX rarely lets go of PersonY,to get a plan,xIntent,1
PersonX rarely lets go of PersonY,to hold onto PersonY,xNeed,1
PersonX rarely lets go of PersonY,to get close to PersonY,xNeed,1
PersonX rarely lets go of PersonY,dominant,xReact,1
PersonX rarely lets go of PersonY,superior,xReact,1
PersonX rarely lets go of PersonY,to get a plan,xReact,1
PersonX rarely lets go of PersonY,to squeeze PersonY,xWant,1
PersonX rarely lets go of PersonY,to tell PersonY they like them,xWant,1
PersonX rarely lets go of PersonY,to keep an eye on them,xWant,1
PersonX rarely lets go of PersonY,avoid them escaping,xWant,1
PersonX denies that they buy PersonY's tickets,have a run-in with PersonX about lying,oEffect,1
PersonX denies that they buy PersonY's tickets,have to find PersonY to hear the truth,oEffect,1
PersonX denies that they buy PersonY's tickets,rejected,oReact,1
PersonX denies that they buy PersonY's tickets,embarrassed,oReact,1
PersonX denies that they buy PersonY's tickets,grateful,oReact,1
PersonX denies that they buy PersonY's tickets,excited,oReact,1
PersonX denies that they buy PersonY's tickets,conscientious,xAttr,1
PersonX denies that they buy PersonY's tickets,heedful,xAttr,1
PersonX denies that they buy PersonY's tickets,unwavering,xAttr,1
PersonX denies that they buy PersonY's tickets,certain,xAttr,1
PersonX denies that they buy PersonY's tickets,buys tickets,xEffect,1
PersonX denies that they buy PersonY's tickets,apologizes for forgetting,xEffect,1
PersonX denies that they buy PersonY's tickets,is thought to be a liar by others,xEffect,1
PersonX denies that they buy PersonY's tickets,is asked to tell the truth,xEffect,1
PersonX denies that they buy PersonY's tickets,to save money,xIntent,1
PersonX denies that they buy PersonY's tickets,to not go with PersonY,xIntent,1
PersonX denies that they buy PersonY's tickets,to hide that they spent money,xIntent,1
PersonX denies that they buy PersonY's tickets,to not get in trouble for spending too much,xIntent,1
PersonX denies that they buy PersonY's tickets,fair,xReact,1
PersonX denies that they buy PersonY's tickets,relieved,xReact,1
PersonX denies that they buy PersonY's tickets,guilty,xReact,1
PersonX denies that they buy PersonY's tickets,coy,xReact,1
PersonX becomes unconcerned,confident,xAttr,1
PersonX becomes unconcerned,careless,xAttr,1
PersonX becomes unconcerned,lazy,xAttr,1
PersonX becomes unconcerned,relaxes muscles,xEffect,1
PersonX becomes unconcerned,smiles,xEffect,1
PersonX becomes unconcerned,behaves friendly to others,xEffect,1
PersonX becomes unconcerned,acts friendly,xEffect,1
PersonX becomes unconcerned,to get a plan,xIntent,1
PersonX becomes unconcerned,get a gift,xNeed,1
PersonX becomes unconcerned,to get a plan,xReact,1
PersonX becomes unconcerned,disengaged,xReact,1
PersonX becomes unconcerned,uninterested,xReact,1
PersonX becomes unconcerned,take a relaxing day for themselves,xWant,1
PersonX becomes unconcerned,work on a fun hobby,xWant,1
PersonX becomes unconcerned,get a gift,xWant,1
PersonX rarely takes another wife,loyal,xAttr,1
PersonX rarely takes another wife,TRUE,xAttr,1
PersonX rarely takes another wife,scrupulous,xAttr,1
PersonX rarely takes another wife,honest,xAttr,1
PersonX rarely takes another wife,thinks about dating others,xEffect,1
PersonX rarely takes another wife,stresses what his current wife may think,xEffect,1
PersonX rarely takes another wife,respectful,xReact,1
PersonX rarely takes another wife,mannered,xReact,1
PersonX rarely takes another wife,faithful,xReact,1
PersonX rarely takes another wife,caring,xReact,1
PersonX rarely takes another wife,stay commited,xWant,1
PersonX rarely takes another wife,take wife out for dinner,xWant,1
PersonX rarely takes another wife,to stay alone,xWant,1
PersonX rarely takes another wife,to be single forever,xWant,1
PersonX is in no way a basketball player,will have to find someone else to play basketball with,oEffect,1
PersonX is in no way a basketball player,won't be able to play basketball,oEffect,1
PersonX is in no way a basketball player,Weak,xAttr,1
PersonX is in no way a basketball player,Short,xAttr,1
PersonX is in no way a basketball player,Lazy,xAttr,1
PersonX is in no way a basketball player,Unathletic,xAttr,1
PersonX is in no way a basketball player,Uncoordinated,xAttr,1
PersonX is in no way a basketball player,loses game,xEffect,1
PersonX is in no way a basketball player,misses basket,xEffect,1
PersonX is in no way a basketball player,unskilled,xReact,1
PersonX is in no way a basketball player,anxious,xReact,1
PersonX is in no way a basketball player,embarassed,xReact,1
PersonX is in no way a basketball player,humiliated,xReact,1
PersonX is in no way a basketball player,play a different sport,xWant,1
PersonX is in no way a basketball player,avoid sports,xWant,1
PersonX is in no way a basketball player,to find another way to get some exercise,xWant,1
PersonX is in no way a basketball player,to learn how to play basketball anyway,xWant,1
PersonX is barely dating for a year,a part of a good relationship,oReact,1
PersonX is barely dating for a year,comfortable with their partner,oReact,1
PersonX is barely dating for a year,exciting,xAttr,1
PersonX is barely dating for a year,adventurous,xAttr,1
PersonX is barely dating for a year,spontaneous,xAttr,1
PersonX is barely dating for a year,ambitious,xAttr,1
PersonX is barely dating for a year,formal,xAttr,1
PersonX is barely dating for a year,gains knowledge,xEffect,1
PersonX is barely dating for a year,takes time for self,xEffect,1
PersonX is barely dating for a year,gets a phone call,xEffect,1
PersonX is barely dating for a year,gets dumped,xEffect,1
PersonX is barely dating for a year,ask other person to go out,xNeed,1
PersonX is barely dating for a year,pick up other person,xNeed,1
PersonX is barely dating for a year,happy in their relationship,xReact,1
PersonX is barely dating for a year,their personal life is going well,xReact,1
PersonX is barely dating for a year,unloved,xReact,1
PersonX is barely dating for a year,a little lonely,xReact,1
PersonX is barely dating for a year,to get out and date more,xWant,1
PersonX is barely dating for a year,move to another town that is more friendly,xWant,1
PersonX hardly ever bribes PersonY with candy,gets sugar high,oEffect,1
PersonX hardly ever bribes PersonY with candy,gets stomachache,oEffect,1
PersonX hardly ever bribes PersonY with candy,does not get cavity,oEffect,1
PersonX hardly ever bribes PersonY with candy,is not hyper,oEffect,1
PersonX hardly ever bribes PersonY with candy,satisfied,oReact,1
PersonX hardly ever bribes PersonY with candy,important,oReact,1
PersonX hardly ever bribes PersonY with candy,friendly,xAttr,1
PersonX hardly ever bribes PersonY with candy,nice,xAttr,1
PersonX hardly ever bribes PersonY with candy,adorable,xAttr,1
PersonX hardly ever bribes PersonY with candy,funny,xAttr,1
PersonX hardly ever bribes PersonY with candy,gets yelled at by partner,xEffect,1
PersonX hardly ever bribes PersonY with candy,gets slapped,xEffect,1
PersonX hardly ever bribes PersonY with candy,is asked for more candy,xEffect,1
PersonX hardly ever bribes PersonY with candy,is yelled at,xEffect,1
PersonX hardly ever bribes PersonY with candy,to be genuine,xIntent,1
PersonX hardly ever bribes PersonY with candy,to be honest,xIntent,1
PersonX hardly ever bribes PersonY with candy,to know person y,xNeed,1
PersonX hardly ever bribes PersonY with candy,to need a favor from person y,xNeed,1
PersonX hardly ever bribes PersonY with candy,good,xReact,1
PersonX hardly ever bribes PersonY with candy,honest,xReact,1
PersonX hardly ever bribes PersonY with candy,skimming,xReact,1
PersonX hardly ever bribes PersonY with candy,canning,xReact,1
PersonX hardly ever bribes PersonY with candy,hang out with person y,xWant,1
PersonX hardly ever bribes PersonY with candy,take advantage of person y kindness,xWant,1
PersonX hardly ever bribes PersonY with candy,to be a good person,xWant,1
PersonX hardly ever bribes PersonY with candy,not use tactics,xWant,1
PersonX fails to call security,glad to be outside,oReact,1
PersonX fails to call security,ready to leave,oReact,1
PersonX fails to call security,incompetent,xAttr,1
PersonX fails to call security,inept,xAttr,1
PersonX fails to call security,inactive,xAttr,1
PersonX fails to call security,unreliable,xAttr,1
PersonX fails to call security,hesitant,xAttr,1
PersonX fails to call security,to handle the problem himself,xIntent,1
PersonX fails to call security,to exit the building,xIntent,1
PersonX fails to call security,to deal with the issue himself,xIntent,1
PersonX fails to call security,get help from someone else,xIntent,1
PersonX fails to call security,work as security officer,xNeed,1
PersonX fails to call security,be distracted,xNeed,1
PersonX fails to call security,to witness a crime,xNeed,1
PersonX fails to call security,to see something dangerous,xNeed,1
PersonX fails to call security,sure he took the safest action,xReact,1
PersonX fails to call security,happy everyone is out of the building,xReact,1
PersonX fails to call security,cautious,xReact,1
PersonX fails to call security,careful,xReact,1
PersonX fails to call security,gets fired,xWant,1
PersonX fails to call security,gets injured,xWant,1
PersonX fails to call security,stay out of it,xWant,1
PersonX fails to call security,mind their own business,xWant,1
PersonX is by no means PersonY's boyfriend,argue with personX,oEffect,1
