p,q,r,output
PersonX doesn't restrain themselves from completing PersonY's assignment,clueless,xIntent,0
Person X detests and avoids person Y,don't avoid person x,xNeed,0
PersonX doesn't fail to use PersonY's car,rude,xWant,0
PersonX rarely hands it to PersonY,headstrong,xAttr,0
PersonX restrains themselves from eating pumpkin pie,Doesn't cut x's hair,xAttr,0
PersonX never gets a girlfriend,to do good,xWant,0
PersonX hires nobody,know person y,xAttr,0
PersonX doesn't decide to refuse help to PersonY.,cries out in pain,xNeed,0
PersonX doesn't spend some time without PersonY,uncaring,xWant,0
PersonX discontinues calling PersonY's wife,inhibit personY's progress,xNeed,0
PersonX unties PersonY's shoes,not imperceptible,xIntent,0
PersonX avoids PersonX's son.,confused,xWant,0
"PersonX doesn't dine alone, without PersonY",ungenerous,xNeed,0
PersonX doesn't have trouble with throwing PersonY out,to get hearing aids,xReact,0
PersonX never wears PersonY's helmet,to cause trouble,xReact,0
PersonX dislikes tricks,not faithful,xWant,0
PersonX doesn't deny that they have a hard day at work,to be with their own friends,xAttr,0
PersonX disestablishes PersonX's identity,Doesn't become nice,xAttr,0
PersonX disengages PersonY in conversation,not beautiful,xNeed,0
PersonX no longer lays PersonY off,Don't make things even,oReact,0
PersonX opposes writing PersonY letter,loses,xWant,0
PersonX doesn't get a ride home without PersonY,to make room for their own stuff,xAttr,0
Person X never cuts their hair.,guilty,xWant,0
PersonX rarely didn't fail,make a judgment on treatment,xReact,0
PersonX doesn't restrain themselves from eating pumpkin pie,cuts x's hair,xAttr,0
PersonX forbids themselves from divorcing PersonX's wife,to chat with family,xReact,0
PersonX refuses to answer PersonY's inquiry.,feels inadequate,xEffect,0
PersonX doesn't cease putting PersonY's hands up,conniving,xAttr,0
PersonX no longer doesn't lay PersonY off,to know person y's friend,xAttr,0
PersonX stops evaluating PersonY's performance,don't save their money,xNeed,0
PersonX doesn't refuse to speak of PersonY,keep being lonley,xReact,0
PersonX spends little time with personY,don't show gratitude to person x for helping,xWant,0
PersonX not by any means doesn't turn PersonY's back on PersonY,unskilled,xIntent,0
PersonX never purchases tickets,Don't decide to stop,xAttr,0
PersonX doesn't persuade PersonY to stop,stymied,oReact,0
PersonX doesn't forbid themselves from divorcing PersonX's wife,to get away,xAttr,0
PersonX isn't hardly cleaning PersonY's apartment,does not learn,xEffect,0
PersonX doesn't take it uneasy,indignant,xReact,0
PersonX denies PersonY satisfaction,don't stay alone,oReact,0
PersonX doesn't refuse to touch PersonY.,to ask about personY,oWant,0
"PersonX dines alone, without PersonY",kind,oWant,0
PersonX doesn't unwrap PersonY's legs.,relieved that there's no shark,xIntent,0
PersonX resists lying next to PersonY,don't get back at PersonY,xEffect,0
PersonX doesn't have no fun,impotent,xAttr,0
Person X is unable to fix my car,Doesn't have to work harder,xAttr,0
PersonX unzips PersonY's jacket,unskilled,oEffect,0
PersonX discontinues doing PersonY's research,Don't make friends,xNeed,0
PersonX doesn't fail to add PersonY,to avoid Y,xWant,0
PersonX is on no condition invited to a party,not inconsiderate,xReact,0
PersonX refuses to get out of PersonY's car,to take out their money,xEffect,0
PersonX never doesn't leave the house.,Nervous,xReact,0
PersonX makes PersonX's mom unhappy,ashamed,xNeed,0
PersonX doesn't refuse to sit at PersonY's table,to be free,xReact,0
PersonX by no means doesn't say maybe,comfortable,oWant,0
PersonX dislikes personY,not Relieve,xWant,0
PersonX doesn't disinvest PersonX's money,stubborn,xReact,0
PersonX under no circumstances lets PersonY sleep,don't avoid people,xEffect,0
PersonX doesn't refuse to go there,unfriendly,xEffect,0
PersonX rarely gives PersonY another chance,gets mad at PersonX,xIntent,0
PersonX doesn't deny that they see a shark,blushes,xReact,0
PersonX refuses to talk to PersonY.,Don't decide to ignore the course,xIntent,0
PersonX makes PersonY feel like a failure.,Isn't grateful,oReact,0
Person X doesn't dislike Person Y's hair,good,xWant,0
PersonX doesn't displease PersonY's partner,build up some courage,xWant,0
PersonX doesn't refuse to drive down the street,put on a different outfit,xAttr,0
PersonX undresses PersonX,not frustrated,xNeed,0
PersonX fails to keep pace with PersonY.,upset,xReact,0
PersonX refuses to want PersonY to leave,not sad,xIntent,0
PersonX resists biting PersonY's tongue,a loner,xWant,0
PersonX doesn't stop pulling PersonY into a hug,to leave personx,xIntent,0
PersonX doesn't refuse to bring PersonY to the hospital,grateful,oWant,0
PersonX would avoid PersonY,to have a disagreement,xAttr,0
PersonX on no condition throws a huge party,don't fix her own car,xReact,0
PersonX completely avoids PersonY,not quite,xEffect,0
PersonX doesn't lack dinner together,get a great deal,xWant,0
PersonX unwinds the cord,to text X,xReact,0
PersonX not by any means kills PersonY's husband,to appologize and make a converstation,xWant,0
PersonX refuses to invite PersonY's girlfriend,to cry,xNeed,0
PersonX no longer cheers loudly,Don't avoid playing basketball regularly,xNeed,0
PersonX has problem with asking PersonX's crush,to help PersonY,oReact,0
PersonX doesn't have no talents to sell to others.,impatient,xWant,0
PersonX ceases putting PersonY's hands up,not lonely,oWant,0
PersonX doesn't stop pulling PersonY into a hug,to go on a date,xWant,0
PersonX doesn't refuse to contact PersonY,ignores PersonX,xAttr,0
PersonX in no way doesn't give PersonY the best,to do physical labor,xAttr,0
PersonX doesn't deny that they have a hard day at work,unaccommodating,xIntent,0
Person X avoids Person Y's friends.,Don't stay at home,oReact,0
PersonX has no kids,not selfish,xReact,0
PersonX no longer doesn't lift PersonY's head,learns to sew,xIntent,0
Person X dislikes Person Y's hair,To be give a chance,oWant,0
PersonX no longer goes to PersonY's friend's house,gets scolded,xWant,0
PersonX restrains themselves from eating pumpkin pie,cuts x's hair,xAttr,0
PersonX doesn't spend less money,angry,xIntent,0
PersonX never wants to see PersonY again.,not unaccommodating,oWant,0
PersonX disengages PersonY in conversation,don't work,oWant,0
PersonX fails to bring PersonY a spare key,Don't have alone time,oWant,0
PersonX refuses to acknowledge PersonY,Don't be single,xAttr,0
PersonX doesn't displease PersonY's partner,understanding,xReact,0
PersonX refuses to speak to PersonY when PersonY calls.,not passive,oEffect,0
PersonX has never had a date.,Doesn't stay indoor,xAttr,0
PersonX by no means doesn't return PersonY's phone,to ask PersonX what is wrong,xReact,0
PersonX creates no opportunity,not Reject,xAttr,0
PersonX urges PersonY to refuse,not angered,xIntent,0
PersonX doesn't hire no one,to go home and cry,oWant,0
PersonX doesn't refuse to help PersonY.,blessed,xWant,0
PersonX stops evaluating PersonY's performance,to eat breakfast,xNeed,0
PersonX avoids PersonY,don't hide their feelings,oWant,0
PersonX opposes paying PersonY wages,to save,xAttr,0
PersonX opposes PersonY's weight,to walk away,oEffect,0
PersonX doesn't want nothing to do with PersonY,to lash out at people,xIntent,0
PersonX avoids PersonY's affairs,consciousness fades in and out,oReact,0
PersonX never saw PersonY again,not Abandon,xAttr,0
PersonX not at all doesn't look PersonY straight in the eye,shameful,xNeed,0
PersonX doesn't refuse to wait in the line.,unsure,xNeed,0
PersonX  opposes PersonY's stance,to avoid trouble,xIntent,0
PersonX pays PersonY disrespects,interested,xNeed,0
PersonX  opposes PersonY's stance,don't avoid trouble,xIntent,0
PersonX doesn't dislike a boy,unsociable,xAttr,0
PersonX sends PersonY no money,don't stay calm,oReact,0
PersonX prevents themselves from swerving off the road,make personX more comfortable,xIntent,0
PersonX hardly likes PersonY,contemplate helping,xReact,0
PersonX stops turning in homework,to pay them self,xAttr,0
PersonX doesn't restrain themselves from buying PersonY ice cream,prudent,xAttr,0
PersonX has problem with letting PersonY win,to get some exercise,xWant,0
PersonX never wears PersonY's helmet,don't continue their research,xIntent,0
PersonX doesn't oppose PersonY,aggressive,xAttr,0
PersonX stops the attack,not useless,xNeed,0
PersonX has no talents to sell to others.,joyous,xWant,0
PersonX disproves PersonX's innocence,giving up,xWant,0
PersonX avoids PersonY's gestures,to give cookies to others,xReact,0
PersonX doesn't disjoin the army,gets disoriented,xNeed,0
PersonX hires nobody,not helpful,xIntent,0
PersonX feels unexhausted,Don't leave on time for class,xEffect,0
PersonX avoids eye contact with PersonY,cheap,oWant,0
PersonX decides to refuse help to PersonY.,disciplined,xReact,0
PersonX on no condition drops PersonY's arms,not thoughtful,xAttr,0
PersonX is avoiding PersonY.,not faithful,xWant,0
PersonX barely ever calls PersonY's boyfriend,to go up to PersonY,xIntent,0
PersonX not by any means gives PersonY the information,avoid going out,xWant,0
PersonX doesn't discontinue calling PersonY's wife,to avoid culpability,xWant,0
PersonX by no means doesn't crash the car,unhappy,xReact,0
PersonX ceases putting PersonY's hands up,Don't go to sleep,xAttr,0
PersonX denies that they see a shark,Doesn't get in legal trouble,xReact,0
PersonX urges PersonY to refuse,not Deject,xReact,0
PersonX spends less money,don't apologize,xAttr,0
PersonX doesn't fail to end the relationship,lonely,xWant,0
PersonX stops PersonY program.,Doesn't get hurt,oEffect,0
PersonX doesn't refuse to touch PersonY.,to be secretive,xNeed,0
PersonX no longer doesn't go to PersonY's friend's house,rejected,xReact,0
PersonX doesn't deny PersonY's friends.,irritated,xReact,0
PersonX disengages PersonY's attention,call her,xReact,0
PersonX wouldn't avoid PersonY,yawns,xWant,0
PersonX undresses PersonX,antisocial,xWant,0
PersonX not at all doesn't persuade PersonY to leave,Avoid person Y,xAttr,0
PersonX doesn't dishonor PersonY,rude,oWant,0
PersonX resists biting PersonY's tongue,not Spoil,oEffect,0
PersonX refuses to give PersonY permission.,not good,xWant,0
PersonX denies that they write stories,to be pretty,xAttr,0
PersonX overcooks spaghetti.,to assign a new assignment,xAttr,0
PersonX denys PersonY treatment,don't avoid sweating,xAttr,0
PersonX will never return.,not Dislike,xNeed,0
PersonX avoids wanting to leave PersonY,not sad,xNeed,0
PersonX avoids talking to PersonY.,to stay away from danger,xAttr,0
PersonX disagrees to try it,Force to move closer to personY,xReact,0
PersonX doesn't fail PersonY's father.,remain uninvolved,xReact,0
PersonX seldomly doesn't feel PersonY's pulse,responsible,xEffect,0
PersonX is unable to relax,recieves a thank you,xWant,0
PersonX doesn't resist seeing eye to eye,lazy,xReact,0
PersonX never takes PersonY to see,keep being lonley,xAttr,0
PersonX fails to add PersonY,not smug,xIntent,0
PersonX displeases PersonX's father,don't get it over with,xReact,0
PersonX doesn't avoid PersonX's son.,cries,xEffect,0
PersonX is rarely driving PersonY nuts,not Satisfy,oReact,0
PersonX avoids PersonY's affairs,breaths better,oEffect,0
PersonX leaves without paying.,anxious,xIntent,0
PersonX isn't in no way angry at PersonY,turn music on,oEffect,0
PersonX stops calling PersonY friend,not mean,xNeed,0
PersonX under no circumstances doesn't touch PersonY's face,grateful,xIntent,0
PersonX has problem with giving PersonY a book,unkind,xIntent,0
PersonX is on no condition invited to a party,Don't apologize,xEffect,0
PersonX avoids wanting to leave PersonY,not Selfish,xReact,0
PersonX rarely invites PersonY's friend,not afraid,xWant,0
PersonX unpacks PersonY's stuff.,be alone,xIntent,0
PersonX hardly ever gets a job,don't have a phone,xNeed,0
PersonX isn't barely proud of PersonY's work,to do something,xReact,0
PersonX resists giving PersonY a clue,not Control,xIntent,0
PersonX persuades PersonY to stop,joy,oEffect,0
PersonX doesn't persuade PersonY to stop,depressed,xWant,0
PersonX refuses to visit PersonY,don't learn how to be happy,xAttr,0
PersonX doesn't refuse to talk to PersonY.,give up hope,oWant,0
PersonX is by no means PersonY's passion,to not be called by anyone,xWant,0
PersonX avoids Person Y,avoid personY,xNeed,0
PersonX doesn't disjoin the army,to disappear,xIntent,0
PersonX by no means returns PersonY's phone,worried,oWant,0
PersonX doesn't refuse to help PersonY.,not hard working,oWant,0
PersonX doesn't create no opportunity,to insult the partner,xWant,0
PersonX avoids a fight,becomes nice,xReact,0
PersonX avoids taking pictures,active,xIntent,0
PersonX denies PersonY service.,receive an explanation,oWant,0
PersonX has met PersonY's parents.,not pushy,oReact,0
PersonX doesn't leave without paying.,calm,xWant,0
PersonX avoids PersonY.,Don't avoid the agreement,oEffect,0
PersonX cuts no hair,avoid escalating a situation,xWant,0
PersonX has no interest in skateboards,not hopeless,xAttr,0
PersonX disestablishes PersonX's identity,comfortable,xReact,0
PersonX doesn't want to avoid time with PersonY.,wants to be left alone,oWant,0
PersonX stops reducing PersonX's costs,becomes upset at themselves,xEffect,0
PersonX no longer lays PersonY off,not mischevious,oEffect,0
PersonX refuses to wait in the line.,don't watch tv,xWant,0
PersonX doesn't stop PersonY from studying,good,xIntent,0
PersonX avoids PersonX's mom,not independent,xNeed,0
PersonX cuts no hair,Don't avoid escalating a situation,xWant,0
PersonX doesn't dismantle PersonY's organization,to avoid responsibility,xWant,0
PersonX doesn't avoid PersonY a lot.,happy,oReact,0
PersonX resists giving PersonY employment,disinterested,xIntent,0
PersonX not by any means doesn't go to PersonY's car,uncomfortable,xReact,0
PersonX refuses to drive down the street,bored,xWant,0
PersonX opposes securing PersonY's release,Doesn't keep an employee,oWant,0
PersonX doesn't disagree to PersonY agreement,observe PersonY's work,xAttr,0
PersonX not at all looks PersonY straight in the eye,Doesn't continue getting harrassed,xWant,0
PersonX has never had a date.,to do interviews,xAttr,0
PersonX has problem with letting PersonY win,ostracized,oEffect,0
PersonX unwinds the cord,to not have to spend money on other people,xAttr,0
PersonX disagrees with PersonY's point of view,don't ask sorry to personY,xWant,0
PersonX doesn't make PersonY feel like a failure.,to hide something from PersonY,oWant,0
PersonX never listens to PersonY's favorite song.,try to find a job,xReact,0
PersonX had a uninteresting night.,to have a shaggy look,xReact,0
PersonX does nothing on PersonY's behalf,don't hate person x's wife,xAttr,0
PersonX doesn't have no fun,cries,xReact,0
PersonX not at all looks PersonY straight in the eye,excited,xEffect,0
PersonX does nothing on PersonY's behalf,be looked in the eye,oEffect,0
PersonX isn't ungrateful to everyone,uncommunicative,xAttr,0
PersonX doesn't avoid PersonY's eyes,lonely,xIntent,0
PersonX stops reducing PersonX's costs,to practice each day to ensure success,xAttr,0
PersonX doesn't avoid PersonX's boss,be asked for information,oEffect,0
PersonX is unable to relax,to risk,xWant,0
PersonX doesn't refuse to want PersonY to leave,like they want more tobacco,xIntent,0
PersonX disobeys PersonY's commands,cold,xIntent,0
PersonX unloads PersonY's car.,they don't get the item,xAttr,0
PersonX wants nothing to do with PersonY,not Accomplish,xWant,0
PersonX wouldn't avoid PersonY,to have a disagreement,xAttr,0
PersonX hardly ever doesn't call customer service,fails,xReact,0
PersonX doesn't get a ride home without PersonY,to do another activity,xNeed,0
PersonX refuses to give up,to encourage person x to join them,xEffect,0
PersonX by no means doesn't go fishing with PersonY's father,to avoid horses,oEffect,0
PersonX makes PersonY feel like a failure.,Resents person person x,xReact,0
PersonX hardly ever pushes PersonY on the ground,Don't avoid a problem,oEffect,0
PersonX doesn't avoid moving back home,imperceptible,xReact,0
Person X doesn't have no means of making income,love having fun themselves,xEffect,0
PersonX barely doesn't do something nice for PersonY,rude,xReact,0
PersonX unties PersonY's hair,not selfish,xEffect,0
PersonX doesn't avoid PersonY.,to be alone,xReact,0
PersonX never wants to see PersonY again.,Gets thank,xAttr,0
PersonX wouldn't avoid PersonY,go out and find something to do,xReact,0
PersonX doesn't avoid comedy shows.,lazy,xReact,0
PersonX has no interest in skateboards,hopeless,xAttr,0
PersonX stops pulling PersonY into a hug,not Relieve,xAttr,0
PersonX on no condition drops PersonY's arms,Can start a new relationship,xReact,0
PersonX isn't by no means a really nice guy,tired,xAttr,0
PersonX has no interest in skateboards,not careful,xWant,0
PersonX prevents PersonY from winning,to avoid talking to person y,xReact,0
PersonX barely ever invites everyone,don't save their money,xEffect,0
PersonX denies PersonY service.,has more free time,xAttr,0
PersonX never listens to PersonY's favorite song.,is buried,oWant,0
PersonX resists giving PersonY a clue,irritated,xWant,0
PersonX doesn't unload all PersonY's things.,watchful,xAttr,0
PersonX pays PersonY disrespects,a new friend,xEffect,0
PersonX hardly ever kisses PersonY tenderly,to get to know person y,xReact,0
PersonX doesn't hire no one,hope that Y really did not see them,xWant,0
PersonX sees no friends,hopeful,xWant,0
PersonX disengages PersonY in conversation,to take off the jacket,xIntent,0
PersonX doesn't discontinue turning PersonY's head,stubborn,xAttr,0
PersonX doesn't disengage PersonY's attention,to get revenge,oEffect,0
PersonX is usually somber and rarely laughs,Isn't able to go anywhere they want,xAttr,0
PersonX doesn't avoid PersonY.,go in a store,xAttr,0
PersonX refuses to give PersonY lessons,sneaky,oEffect,0
PersonX has never won anything.,a thief,xEffect,0
PersonX gets a ride home without PersonY,to be around other people,xEffect,0
PersonX stops accomplishing PersonY's work,restless,oEffect,0
PersonX stops racing PersonY's friend,not uncharismatic,xWant,0
PersonX hires nobody,not uncrafty,xAttr,0
PersonX fails to add PersonY,selfish,xIntent,0
PersonX doesn't allow PersonY to leave without incident,becomes grateful toward person x,xWant,0
PersonX resists baking a pie,correct,xNeed,0
PersonX no longer doesn't approach PersonY's crush,gets yelled at,xWant,0
PersonX wants nothing to do with PersonY,don't stay away from people who do tricks,xReact,0
PersonX disagrees to try it,be found,xWant,0
PersonX avoids PersonY's friends,choosy,xAttr,0
PersonX allows PersonY to leave without incident,Gets scream at,xReact,0
PersonX unties PersonY's hair,They get the item,xNeed,0
PersonX doesn't have no influence on PersonY decisions.,to help PersonX's children move out,xWant,0
PersonX doesn't resist running toward PersonY,to ask them to be their girlfriends,xReact,0
PersonX doesn't refuse to touch PersonY.,offended,xAttr,0
PersonX stops redoing PersonY's kitchen,To not don't inflate PersonY's ego,xWant,0
PersonX didn't deny there was a problem,to hold tight,xEffect,0
PersonX rarely hands it to PersonY,to make a decision,xWant,0
PersonX needs to avoid PersonY,to safe,xAttr,0
PersonX rarely hands it to PersonY,don't disrespect person y,oReact,0
PersonX by no means doesn't say maybe,to appear sexy,xIntent,0
PersonX never has fun.,not Dislike,xNeed,0
PersonX avoids PersonY.,rude,xIntent,0
PersonX displaces the flowers,to avoid a fight,xWant,0
PersonX doesn't stop pulling PersonY into a hug,send them a card,oReact,0
PersonX avoids PersonY's gestures,active,xAttr,0
PersonX no longer cheers loudly,not Rude,xNeed,0
PersonX doesn't fail the test,it is difficult,xNeed,0
PersonX isn't hardly dating PersonY,gets goosebumps,xAttr,0
PersonX avoids PersonY.,Wear out,xEffect,0
PersonX doesn't resist giving PersonY employment,confused,xEffect,0
PersonX isn't unable to influence PersonY's ways,mean,xWant,0
PersonX discontinues bringing PersonY inside,gives the confusion eyes,xEffect,0
PersonX has problem with seeing what was wrong with PersonY,don't feel alone,xWant,0
PersonX overcooks spaghetti.,Don't be alone,xWant,0
PersonX isn't under no circumstances a really nice guy,victorious,xAttr,0
PersonX unzips PersonY's jacket,don't perform water torture,oEffect,0
PersonX is under no circumstances a really nice guy,to be rebellious,xAttr,0
PersonX disagrees with PersonY's point of view,non-confrontational,xNeed,0
PersonX doesn't avoid PersonX's mother,to get a hint across,xAttr,0
PersonX doesn't dislike PersonY's food,mean,xAttr,0
PersonX is on no condition invited to a party,is yelled at,xWant,0
PersonX has no influence on PersonY decisions.,not Reject,xAttr,0
PersonX in no way gives PersonY the best,don't start work in their field,xReact,0
PersonX makes no noise,don't rest,xAttr,0
PersonX no longer lays PersonY off,to thank personx,xReact,0
Person could never find a time to ask.,preoccupied,xWant,0
PersonX refuses to dance with PersonY.,to shame PersonY,oWant,0
PersonX isn't by no means PersonY's passion,apathetic,xWant,0
PersonX opposes PersonY,aggressive,xAttr,0
PersonX is on no condition invited to a party,abandoned,xAttr,0
PersonX avoids PersonY's closet,sells books from class,xWant,0
PersonX doesn't discontinue doing PersonY's research,puts away unpacked stuff,xIntent,0
PersonX doesn't discourage PersonY.,nice,xWant,0
PersonX prevents themselves from swerving off the road,leave when PersonY shows up,xAttr,0
PersonX hardly ever sees PersonY,Didn't cheat out what they are owed,xWant,0
PersonX has problem with seizing PersonY by the arm,to be alone to work on some things,oWant,0
PersonX dislikes PersonY's friend.,rude,xWant,0
PersonX has problem with seeing what was wrong with PersonY,don't go on a date,xAttr,0
PersonX ceases telling PersonY to meet,slighting,xReact,0
PersonX isn't scarcely playing catch,glad they could rest,xNeed,0
PersonX in unaware of PersonY,to have a job to offer,xWant,0
PersonX isn't scarcely in a lot of trouble,to start the party up,xEffect,0
PersonX has no talents to sell to others.,not awkward,xReact,0
PersonX doesn't deny that they pick up PersonY's bag,gets yelled at,xIntent,0
PersonX denies PersonY satisfaction,Not like,xIntent,0
PersonX denies PersonY from food.,to drive on vacation,oWant,0
PersonX avoids PersonY's gestures,don't be more confident,xAttr,0
PersonX allows PersonY to leave without incident,not thoughtless,xReact,0
PersonX is in no way late for class,to stay away from person y,xWant,0
PersonX prevents themselves from swerving off the road,Don't leave when PersonY shows up,xAttr,0
PersonX doesn't have problem with seizing PersonY by the arm,cheap,xEffect,0
PersonX doesn't do nothing on PersonY's behalf,to hate person x's wife,xAttr,0
PersonX hardly ever kisses PersonY tenderly,is also charmed by him,xReact,0
PersonX doesn't avoid PersonY.,to meet the parents,oWant,0
PersonX dislikes PersonY's friend.,Don't find useful information,xReact,0
PersonX avoids finding a date,get declared dead,xAttr,0
PersonX isn't on no condition invited to a party,to be good,xReact,0
PersonX doesn't dislike to cook,disinterested,xIntent,0
PersonX doesn't have no influence on PersonY decisions.,disgusted,xAttr,0
PersonX doesn't have trouble with ringing PersonY's bell,frustrated,xReact,0
PersonX doesn't refuse to speak to PersonY when PersonY calls.,has had enough of PersonY's wishy-washy-ness,oWant,0
PersonX doesn't fail to quit PersonX's day job,to punch PersonX,xNeed,0
PersonX refuses to answer PersonY's inquiry.,don't finish the project,xEffect,0
PersonX asks PersonY nothing,not sad,xReact,0
PersonX doesn't refuse to call on PersonY,embarrassed,xAttr,0
PersonX doesn't refuse to speak of PersonY,to talk to someone else,xWant,0
PersonX opposes securing PersonY's release,not obstinate,xIntent,0
PersonX pays PersonY disrespects,a new friend,xEffect,0
PersonX doesn't stop turning in homework,helpful,xAttr,0
PersonX doesn't bring no one,is rude to others,xWant,0
PersonX no longer cheers loudly,not Aggreieve,xWant,0
PersonX unzips PersonY's jacket,to perform water torture,oEffect,0
PersonX discontinues kissing PersonY's hands,anti social,xReact,0
PersonX thinks PersonY incapable of learning.,Is look down on,xReact,0
PersonX discontinues PersonX's education,to show respect,xAttr,0
PersonX denies that they have a hard day at work,not unaccommodating,xIntent,0
PersonX doesn't discontinue doing PersonY's research,to save money,xAttr,0
PersonX discontinues turning PersonY's head,infatuated,xNeed,0
PersonX refuses to provide his insurance information,not unambitious,xNeed,0
PersonX refuses to touch PersonY,not considerate,xWant,0
PersonX has problem with surprising PersonX's parents,receives calls,xWant,0
PersonX doesn't refuse to help PersonY with chores,loses friend,xWant,0
PersonX denies PersonY notice,Don't get access to the organization,xReact,0
PersonX doesn't undress PersonX,controlling,xWant,0
PersonX rarely doesn't give PersonY some tips,open the boxes,xReact,0
PersonX disengages PersonY in conversation,beautiful,xNeed,0
PersonX no longer doesn't cheer loudly,avoid playing basketball regularly,xNeed,0
PersonX  opposes PersonY's stance,to apologize,oWant,0
PersonX refuses to touch PersonY,not Irritate,xWant,0
PersonX spends some time in the absence of PersonY,scared,xAttr,0
PersonX hires nobody,loyal,xAttr,0
PersonX barely ever doesn't invite everyone,know of personY,xNeed,0
PersonX doesn't refuse to invite PersonY's girlfriend,find another crush,oWant,0
PersonX never doesn't act in PersonY capacity,to struggle with understanding basic acoustic principles,oEffect,0
PersonX doesn't restrain themselves from buying PersonY ice cream,to ask others for help,oReact,0
PersonX doesn't oppose PersonY's stance,to back a little step,xEffect,0
PersonX denies PersonY's request,don't know the reason,xReact,0
PersonX doesn't make a unsatisfactory grade,uncaring,xEffect,0
PersonX denies wrongdoing to PersonX's boss.,don't go to paris,xAttr,0
PersonX avoids PersonY's lips.,to keep things hidden from person y,oReact,0
PersonX refuses to visit PersonY,lost,oWant,0
PersonX no longer lays PersonY off,gets yelled at,xEffect,0
PersonX borrows no money,to be happy,xIntent,0
PersonX refuses to give up,not petty,xEffect,0
PersonX barely does something nice for PersonY,not be friends with person x again,xWant,0
PersonX doesn't refuse to speak to PersonY when PersonY calls.,passive,oEffect,0
PersonX refuses to speak to PersonY.,open the boxes,xNeed,0
PersonX spends less time with personY,not Withdraw,xWant,0
PersonX avoids PersonX's son.,alone,xEffect,0
PersonX refuses to grind PersonY's hips,animal does not die,oReact,0
Person X has no means of making income,Love have fun themselves,xEffect,0
PersonX denies PersonY from food.,stresses he may upset others who don't like talking,xIntent,0
PersonX under no circumstances goes to the beach with PersonY's friends,not disinterested,xAttr,0
PersonX doesn't refuse to speak to PersonY.,angry,oEffect,0
PersonX doesn't stop pulling PersonY into a hug,to make sure to wear the helmet so PersonX can't wear it,oEffect,0
PersonX stops pulling PersonY into a hug,not blind,xReact,0
PersonX isn't of no interest to PersonY,stumbles when walking,xAttr,0
PersonX opposes offering a job,becomes relaxed,xNeed,0
PersonX discontinues turning PersonY's head,Don't hang out with PersonX,xReact,0
PersonX seldomly invites PersonY to PersonX's house,like a liar,xNeed,0
PersonX disagrees to PersonY agreement,Like they aren't left out,xWant,0
PersonX denies PersonY power,avoided,xAttr,0
PersonX avoids socializing with PersonY's girlfriend,to lose weight,xIntent,0
PersonX hardly ever freaks PersonY out,angry with persony,oEffect,0
PersonX refuses to grind PersonY's hips,not happy,xAttr,0
PersonX fails to end the relationship,PersonY to not don't talk to them,xEffect,0
PersonX doesn't dislike PersonY anymore,incapable,xAttr,0
PersonX fails in the talent show,not unhelpful,xEffect,0
Person X  never goes to Person Y's home,nervous,oReact,0
PersonX refuses to provide his insurance information,peaceful,oWant,0
PersonX rarely hands it to PersonY,respect y,oWant,0
PersonX hardly starts talking to PersonY,don't be allergic to sunlight,oWant,0
PersonX by no means returns PersonY's phone,to wash it,xAttr,0
PersonX doesn't discontinue calling PersonY's wife,get questioned,xIntent,0
PersonX doesn't avoid PersonY's wife,frustrated,xNeed,0
PersonX hardly ever cuts the ribbon,to let the past go,xNeed,0
PersonX isn't under no circumstances able to go,mean,xIntent,0
PersonX doesn't avoid PersonY.,spiteful,xAttr,0
Person X usually tries to avoid Person Y.,Excited to don't have their daughter home from college,xAttr,0
PersonX completely doesn't avoid PersonY,Poor morale,xReact,0
PersonX has met PersonY's parents.,content,xAttr,0
PersonX never makes fun of PersonY,gets talked to,xAttr,0
PersonX gives PersonY no tips,not powerful,xAttr,0
PersonX avoids wanting to leave PersonY,To haven't known person y,oReact,0
PersonX stops calling PersonY friend,gossipy,xNeed,0
PersonX hardly ever sees PersonY,don't text X,oReact,0
PersonX unloads all PersonY's things.,is punished,oReact,0
PersonX on no condition unpacks PersonY's things,absentminded,xReact,0
PersonX never helps PersonY.,to make a phone call,xEffect,0
PersonX fails high school,don't go with other friends,xNeed,0
PersonX refuses to help PersonY,to part ways,oEffect,0
PersonX avoids a fight with PersonY,Person Y did a good job,oReact,0
PersonX doesn't stop PersonY program.,gets hurt,oEffect,0
PersonX never gets a girlfriend,Skilled,xReact,0
PersonX gives PersonY no battle,not Satisfy,oReact,0
PersonX really unwanted a new car,don't get motivated,xIntent,0
PersonX refuses to speak of PersonY,isolated,oReact,0
PersonX no longer lifts PersonY's head,not Abash,xNeed,0
PersonX unzips PersonY's jacket,not unskilled,oEffect,0
PersonX never doesn't want to see PersonY again.,to sleep,xNeed,0
PersonX is hardly dating PersonY,be asked for information,oWant,0
PersonX seldomly doesn't take PersonY's husband,Annoyed,xAttr,0
PersonX didn't deny there was a problem,to find someone else to dance with,oReact,0
PersonX fails to bring PersonY a spare key,Beg to go,xIntent,0
PersonX unwinds the cord,worthless,xWant,0
PersonX no longer cheers loudly,aggreieved,xWant,0
PersonX fails to add PersonY,to find the ribbon,xWant,0
Person X dislikes Person Y's hair,don't hide something from PersonY,xWant,0
PersonX doesn't avoid looking PersonY in the eye,to strain his vocal chords,xEffect,0
PersonX doesn't disobey PersonY's commands,annoyed,xReact,0
PersonX is hardly dating PersonY,decide to ignore the course,xEffect,0
