p,q,r,output
PersonX didn't make ___ the other day,don't mix batter,xNeed,1
PersonX holds PersonY's attention,influential,xAttr,1
PersonX doesn't hold PersonY's attention,not ood,xReact,1
PersonX smells something,interested,xReact,1
PersonX learns how to bake a cake,She puts a cooking channel on.,xNeed,1
PersonX does not clean PersonY's bedroom,Don't go to person y house,xNeed,1
PersonX creates the ___ in days,falls asleep,xEffect,1
PersonX doesn't hold PersonY's attention,not inspiring,xAttr,1
PersonX cleans PersonY's bedroom,not good.,xReact,0
PersonX makes ___ the other day,Give her the ingredients.,xWant,1
PersonX does not get everything PersonY needed,PersonX doesn't meet PersonY's needs,xEffect,1
PersonX is not walking across the street,don't go to the grocery store,xWant,1
PersonX smells something,lights a candle,xEffect,1
PersonX runs for class president,apply to run,xNeed,1
PersonX runs for class president,Vote,oWant,1
PersonX practices all day,to put on a good performance,xIntent,1
PersonX makes ___ the other day,not Ignored,xEffect,1
PersonX doesn't get the stain,Isn't mocked by others,xEffect,1
PersonX exchanges numbers,informed,oReact,1
PersonX creates the ___ in days,Work hard,xNeed,1
PersonX cleans PersonY's bedroom,Don't take a nap,xWant,0
PersonX helps another ___,helpful,xReact,1
PersonX finally got up,engaged,xAttr,0
PersonX smells something,to tell his wife that the cake is burned.,xWant,1
PersonX doesn't practice all day,not determined,xAttr,1
PersonX doesn't create the ___ in days,not hard working,xAttr,1
PersonX learns how to bake a cake,Don't get powdered sugar on themselves,xEffect,1
PersonX does not exchange numbers,don't desire more communication,xNeed,1
PersonX smells something,don't turn off the oven.,xWant,1
PersonX doesn't take PersonY's outside,Doesn't create privacy,xEffect,0
PersonX smells something,Doesn't reflect something different is taking in place,xEffect,0
PersonX didn't learn how to bake a cake,Doesn't brag about how good it is.,xWant,0
PersonX does not clean PersonY's bedroom,don't be nice,xIntent,1
PersonX cuts swathes,don't dispose of,xWant,0
PersonX cleans PersonY's bedroom,Don't chill out,xWant,1
PersonX cleans PersonY's bedroom,go to person y house,xNeed,1
PersonX looks PersonY's way,don't greet PersonY,xWant,1
PersonX does not reduce the ___ to levels,don't protect the environment,xWant,0
PersonX did not finally get up,don't start the day,xIntent,0
PersonX does not run for class president,Don't decide to run,xNeed,1
PersonX reduces the ___ to levels,don't share the good news,xWant,1
PersonX gets everything PersonY needed,PersonX isn't considerate,xEffect,0
PersonX helps another ___,Ask if she's okay,xWant,1
PersonX takes PersonY's outside,to approach PersonY,xNeed,1
PersonX doesn't take PersonY's outside,not happy,oReact,1
PersonX is not walking across the street,not talented,xAttr,0
PersonX did not finally get up,not bored,xAttr,1
PersonX helps another ___,to find out what's wrong,xNeed,1
PersonX cleans PersonY's bedroom,to be helpful.,xIntent,1
PersonX learns how to bake a cake,Gains life skill,xEffect,1
PersonX makes ___ the other day,to wear what they made,xWant,1
PersonX learns how to bake a cake,like a chef,xReact,1
PersonX creates the ___ in days,body trembles,xEffect,1
PersonX finally got up,Got written up in job,xEffect,1
PersonX holds PersonY's attention,teaches something,xEffect,1
PersonX cleans PersonY's bedroom,thank person x,oWant,1
PersonX makes ___ the other day,busy,xAttr,0
PersonX did not cut swathes,don't gain power,xWant,0
PersonX smells something,reflects something different is taking in place,xEffect,1
PersonX applies for jobs,Doesn't get an interview,xEffect,1
PersonX does not help another ___,not generous,xAttr,1
PersonX does not go ___ after work,don't go back home,xWant,0
PersonX doesn't create the ___ in days,Don't relax,xWant,0
PersonX did not cut swathes,don't have clear land,xIntent,0
PersonX doesn't practice all day,don't get better,xWant,1
PersonX didn't learn how to bake a cake,Don't get powdered sugar on themselves,xEffect,0
PersonX exchanges numbers,don't call someone,xWant,0
PersonX didn't make ___ the other day,not Thanked,xEffect,1
PersonX does not clean PersonY's bedroom,not Happy to be helpful,xReact,0
PersonX doesn't get the stain,Don't get detergent,xWant,0
PersonX reduces the ___ to levels,Isn't touted as an example,xEffect,1
PersonX looks PersonY's way,Doesn't recognize Person Y,xEffect,1
PersonX goes ___ after work,meets date,oEffect,1
PersonX doesn't smell something,Don't report the fire,xEffect,1
PersonX smells something,uses deodorant,xEffect,1
PersonX gets everything PersonY needed,don't rest,xWant,1
PersonX reduces the ___ to levels,to praise him,oWant,1
PersonX didn't learn how to bake a cake,don't cook desert,xIntent,1
PersonX takes PersonY's outside,caring,xAttr,1
PersonX makes ___ the other day,to eat,xWant,1
PersonX helps another ___,interested,xReact,1
PersonX goes ___ after work,like it's a good way to relax,xReact,1
PersonX gets everything PersonY needed,not appreciated,xReact,1
PersonX doesn't take PersonY's outside,don't return something,xWant,0
PersonX gets everything PersonY needed,PersonX meets PersonY's needs,xEffect,1
PersonX doesn't hold PersonY's attention,not acknowledged,xReact,1
PersonX looks PersonY's way,recognizes Person Y,xEffect,1
PersonX gets everything PersonY needed,one diffied,xEffect,0
PersonX makes ___ the other day,don't eat,xWant,0
PersonX cuts swathes,not grateful,oReact,1
PersonX takes PersonY's outside,not happy,oReact,1
PersonX cleans PersonY's bedroom,Doesn't rearrange their room,oEffect,1
PersonX looks PersonY's way,to walk up to PersonY,xWant,1
PersonX cleans PersonY's bedroom,go to the bedroom,xNeed,1
PersonX does not apply for jobs,Don't write a CV,xNeed,1
PersonX exchanges numbers,to make money of someone,xWant,1
PersonX holds PersonY's attention,learn something new,oEffect,1
PersonX takes PersonY's outside,to thank PersonX,oWant,1
PersonX runs for class president,decide to run,xNeed,1
PersonX reduces the ___ to levels,to improve further,xWant,1
PersonX holds PersonY's attention,GET A NEW THING,oEffect,1
PersonX does not apply for jobs,She doesn't make $1 million/year.,xEffect,1
PersonX looks PersonY's way,looking,xAttr,1
PersonX does not go ___ after work,don't unwind,xIntent,0
PersonX doesn't get the stain,not ironing clothes,xEffect,1
PersonX doesn't practice all day,Doesn't get tired of doing it and stops altogether,xEffect,1
PersonX didn't learn how to bake a cake,Doesn't gain life skill,xEffect,0
PersonX practices all day,prepared,xReact,1
PersonX doesn't get the stain,don't yell swear words,xWant,1
PersonX does not help another ___,not interested,xReact,1
PersonX finally got up,missed appointment,xEffect,1
PersonX helps another ___,relieves,xEffect,1
PersonX doesn't hold PersonY's attention,don't help him,oWant,1
PersonX makes ___ the other day,to go to the store,xNeed,1
PersonX did not cut swathes,not crafty,xAttr,1
PersonX doesn't take PersonY's outside,don't thank PersonX,oWant,0
PersonX does not get everything PersonY needed,not overwhelmed,oReact,1
PersonX does not help another ___,not unselfish,xAttr,1
PersonX is walking across the street,sweats,xEffect,1
PersonX cuts swathes,needs something sharp,xNeed,1
PersonX practices all day,Gets tired of doing it and stops altogether,xEffect,1
PersonX is walking across the street,neutral.,xReact,1
PersonX cleans PersonY's bedroom,go to person y room,xNeed,1
PersonX doesn't create the ___ in days,Don't work hard,xNeed,1
PersonX goes ___ after work,becomes nervous,xEffect,1
PersonX cleans PersonY's bedroom,to thank PersonX,oWant,1
PersonX makes ___ the other day,to sell the table they made,xWant,1
PersonX gets everything PersonY needed,loved,oReact,1
PersonX does not exchange numbers,not a phone number,xIntent,1
PersonX holds PersonY's attention,fascinating,xAttr,1
PersonX reduces the ___ to levels,Isn't commended for his efforts,xEffect,0
PersonX gets everything PersonY needed,not happy,xReact,0
PersonX takes PersonY's outside,don't spend time outside,xWant,0
PersonX cleans PersonY's bedroom,not grateful.,oReact,0
PersonX is not walking across the street,don't walk on the curb,xWant,1
PersonX helps another ___,Doesn't give time.,xEffect,0
PersonX exchanges numbers,breathing,xEffect,0
PersonX smells something,intrigued,xReact,1
PersonX reduces the ___ to levels,becomes inspired,oEffect,1
PersonX does not reduce the ___ to levels,Isn't touted as an example,xEffect,1
PersonX applies for jobs,go to a job search website,xNeed,1
PersonX doesn't hold PersonY's attention,don't respond verbally.,oWant,1
PersonX does not go ___ after work,don't go to work,xNeed,0
PersonX reduces the ___ to levels,Isn't approved of,xEffect,1
