p,q,r,output
PersonX does not offer PersonX's condolences,hear about PersonX's situation,xNeed,1
PersonX does not offer PersonX's condolences,find out about a death,xNeed,1
PersonX does not offer PersonX's condolences,like they don't care,xReact,1
PersonX does not offer PersonX's condolences,indifferent,xReact,1
PersonX does not offer PersonX's condolences,uppity,xReact,1
PersonX does not offer PersonX's condolences,snobbish,xReact,1
PersonX does not offer PersonX's condolences,to go somewhere else,xWant,1
PersonX does not offer PersonX's condolences,to find another friend,xWant,1
PersonX does not offer PersonX's condolences,send a card,xWant,1
PersonX does not offer PersonX's condolences,follow up with PersonX later,xWant,1
PersonX does not ease PersonY's mind,sweats,oEffect,1
PersonX does not ease PersonY's mind,panics,oEffect,1
PersonX does not ease PersonY's mind,worried,oReact,1
PersonX does not ease PersonY's mind,misunderstood,oReact,1
PersonX does not ease PersonY's mind,to find someone other than PersonX who will help ease thier mind,oWant,1
PersonX does not ease PersonY's mind,to consider drastic action as thier mind is uneasy,oWant,1
PersonX does not ease PersonY's mind,selfish,xAttr,1
PersonX does not ease PersonY's mind,independent,xAttr,1
PersonX does not ease PersonY's mind,disappointed,xAttr,1
PersonX does not ease PersonY's mind,insulted,xAttr,1
PersonX does not ease PersonY's mind,frowned at,xEffect,1
PersonX does not ease PersonY's mind,yelled at,xEffect,1
PersonX does not ease PersonY's mind,to perform an action that does not allow for easing for PersonY's mind,xNeed,1
PersonX does not ease PersonY's mind,distant,xReact,1
PersonX does not ease PersonY's mind,uncaring,xReact,1
PersonX does not ease PersonY's mind,ineffective,xReact,1
PersonX does not ease PersonY's mind,unheard,xReact,1
PersonX does not ease PersonY's mind,to reconsider helping to ease PersonY's mind,xWant,1
PersonX does not ease PersonY's mind,to leave PersonY alone and not help them,xWant,1
PersonX does not ease PersonY's mind,to blame,xWant,1
PersonX does not ease PersonY's mind,to demotivate person y,xWant,1
PersonX does not raise PersonY's hands,disapproved of,oReact,1
PersonX does not raise PersonY's hands,rejected,oReact,1
PersonX does not raise PersonY's hands,disappointed,oReact,1
PersonX does not raise PersonY's hands,depressed,oReact,1
PersonX does not raise PersonY's hands,kind,xAttr,1
PersonX does not raise PersonY's hands,respectful,xAttr,1
PersonX does not raise PersonY's hands,silent,xAttr,1
PersonX does not raise PersonY's hands,withdrawn,xAttr,1
PersonX does not raise PersonY's hands,to show disapproval,xIntent,1
PersonX does not raise PersonY's hands,to reject Y,xIntent,1
PersonX does not raise PersonY's hands,go to college,xNeed,1
PersonX does not raise PersonY's hands,arrive in the classroom,xNeed,1
PersonX does not raise PersonY's hands,vindicated,xReact,1
PersonX does not raise PersonY's hands,successful,xReact,1
PersonX does not raise PersonY's hands,unhelpful,xReact,1
PersonX does not raise PersonY's hands,uncivil,xReact,1
PersonX does not raise PersonY's hands,be respectful,xWant,1
PersonX does not raise PersonY's hands,keep hands off,xWant,1
PersonX does not raise PersonY's hands,look up the question themselves,xWant,1
PersonX does not raise PersonY's hands,talk to the professor privately,xWant,1
PersonX does not get bad news,glad that there's nothing negative to share,oReact,1
PersonX does not get bad news,reassured,oReact,1
PersonX does not get bad news,uninformed,xAttr,1
PersonX does not get bad news,ignorant,xAttr,1
PersonX does not get bad news,unabashed,xAttr,1
PersonX does not get bad news,lucky,xAttr,1
PersonX does not get bad news,check his email,xNeed,1
PersonX does not get bad news,receive good news,xNeed,1
PersonX does not get bad news,relieved,xReact,1
PersonX does not get bad news,happy,xReact,1
PersonX does not get bad news,overjoyed,xReact,1
PersonX does not get bad news,sense of relief,xReact,1
PersonX does not get bad news,celebrate the good news,xWant,1
PersonX does not get bad news,relax after hearing the news,xWant,1
PersonX does not get bad news,to be considerate,xWant,1
PersonX does not get bad news,to be kind,xWant,1
PersonX does not rescue PersonY's dog,gets separated from their best friend permanently,oEffect,1
PersonX does not rescue PersonY's dog,gets asked if they want to hold a doggy funeral,oEffect,1
PersonX does not rescue PersonY's dog,appalled,oReact,1
PersonX does not rescue PersonY's dog,offended,oReact,1
PersonX does not rescue PersonY's dog,find the dog on their own,oWant,1
PersonX does not rescue PersonY's dog,criticize PersonX,oWant,1
PersonX does not rescue PersonY's dog,report the dog missing,oWant,1
PersonX does not rescue PersonY's dog,unfriendly,xAttr,1
PersonX does not rescue PersonY's dog,scared,xAttr,1
PersonX does not rescue PersonY's dog,uncaring,xAttr,1
PersonX does not rescue PersonY's dog,cruel,xAttr,1
PersonX does not rescue PersonY's dog,gets told they're an awful person,xEffect,1
PersonX does not rescue PersonY's dog,gets called a coward,xEffect,1
PersonX does not rescue PersonY's dog,to be rid of PersonY's dog,xIntent,1
PersonX does not rescue PersonY's dog,PersonY to look for their dog themselves,xIntent,1
PersonX does not rescue PersonY's dog,be aware of the missing pet,xNeed,1
PersonX does not rescue PersonY's dog,make contact with PersonY,xNeed,1
PersonX does not rescue PersonY's dog,guilty,xReact,1
PersonX does not rescue PersonY's dog,not helpful,xReact,1
PersonX does not rescue PersonY's dog,selfish,xReact,1
PersonX does not rescue PersonY's dog,remorseless,xReact,1
PersonX does not rescue PersonY's dog,avoid PersonY for awhile,xWant,1
PersonX does not rescue PersonY's dog,apologize to PersonY,xWant,1
PersonX does not rescue PersonY's dog,explain reasoning to PersonY,xWant,1
PersonX does not rescue PersonY's dog,the dog to die,xWant,1
PersonX does not rescue PersonY's dog,to buy a cat,xWant,1
PersonX does not drive very fast,slow,xAttr,1
PersonX does not drive very fast,careful,xAttr,1
PersonX does not drive very fast,timid,xAttr,1
PersonX does not drive very fast,safe,xAttr,1
PersonX does not drive very fast,to watch out for road hazards,xIntent,1
PersonX does not drive very fast,to not attract police attention,xIntent,1
PersonX does not drive very fast,To slow down and pay attention,xNeed,1
PersonX does not drive very fast,Be careful and follow the speed limit,xNeed,1
PersonX does not drive very fast,cautious,xReact,1
PersonX does not drive very fast,meticulous,xReact,1
PersonX does not drive very fast,safety-focused,xReact,1
PersonX does not drive very fast,okay,xReact,1
PersonX does not drive very fast,like a safe driver,xReact,1
PersonX does not drive very fast,Look for a specific address,xWant,1
PersonX does not drive very fast,Meet with a friend,xWant,1
PersonX does not live among people,selfish,xAttr,1
PersonX does not live among people,careless,xAttr,1
PersonX does not live among people,alone,xAttr,1
PersonX does not live among people,withdrawn,xAttr,1
PersonX does not live among people,isolated,xAttr,1
PersonX does not live among people,independent,xAttr,1
PersonX does not live among people,dies alone,xEffect,1
PersonX does not live among people,loses friends,xEffect,1
PersonX does not live among people,solitude,xIntent,1
PersonX does not live among people,peace,xIntent,1
PersonX does not live among people,to be alone,xIntent,1
PersonX does not live among people,to have peace and quiet,xIntent,1
PersonX does not live among people,solitary,xReact,1
PersonX does not live among people,lonely,xReact,1
PersonX does not live among people,find other people to live with,xWant,1
PersonX does not live among people,ask for their permission to live together,xWant,1
PersonX does not live among people,to live with animals,xWant,1
PersonX does not live among people,to live by themselves,xWant,1
PersonX does not get PersonY a new one,PersonY is upset,oEffect,1
PersonX does not get PersonY a new one,PersonY has to spend more money,oEffect,1
PersonX does not get PersonY a new one,disappointed,oReact,1
PersonX does not get PersonY a new one,sad,oReact,1
PersonX does not get PersonY a new one,to thank PersonX,oWant,1
PersonX does not get PersonY a new one,to take their item home,oWant,1
PersonX does not get PersonY a new one,poor,xAttr,1
PersonX does not get PersonY a new one,careful,xAttr,1
PersonX does not get PersonY a new one,miserly,xAttr,1
PersonX does not get PersonY a new one,inconsiderate,xAttr,1
PersonX does not get PersonY a new one,Scolded by personY,xEffect,1
PersonX does not get PersonY a new one,Dumped by personY,xEffect,1
PersonX does not get PersonY a new one,Forced to find new partner,xEffect,1
PersonX does not get PersonY a new one,PersonX feels guilty,xEffect,1
PersonX does not get PersonY a new one,PersonX loses PersonY's friendship,xEffect,1
PersonX does not get PersonY a new one,to be stubborn,xIntent,1
PersonX does not get PersonY a new one,to follow company policy,xIntent,1
PersonX does not get PersonY a new one,to be greedy,xIntent,1
PersonX does not get PersonY a new one,to reuse,xIntent,1
PersonX does not get PersonY a new one,to go to the store,xNeed,1
PersonX does not get PersonY a new one,to go to the mall,xNeed,1
PersonX does not get PersonY a new one,justified,xReact,1
PersonX does not get PersonY a new one,firm,xReact,1
PersonX does not get PersonY a new one,proud for saving money,xReact,1
PersonX does not get PersonY a new one,poor,xReact,1
PersonX does not get PersonY a new one,wrap it,xWant,1
PersonX does not get PersonY a new one,put it away,xWant,1
PersonX does not get PersonY a new one,to make sure PersonY has what they need,xWant,1
PersonX does not get PersonY a new one,to save money on PersonY's item,xWant,1
PersonX does not ask PersonY anything,oblivious,oReact,1
PersonX does not ask PersonY anything,unconcerned,oReact,1
PersonX does not ask PersonY anything,unneeded,oReact,1
PersonX does not ask PersonY anything,proud,oReact,1
PersonX does not ask PersonY anything,to see if PersonX needs anything,oWant,1
PersonX does not ask PersonY anything,to thank PersonX,oWant,1
PersonX does not ask PersonY anything,independent,xAttr,1
PersonX does not ask PersonY anything,stubborn,xAttr,1
PersonX does not ask PersonY anything,free,xAttr,1
PersonX does not ask PersonY anything,prideful,xAttr,1
PersonX does not ask PersonY anything,gets all the answers on their homework wrong,xEffect,1
PersonX does not ask PersonY anything,gets a dent in their gpa,xEffect,1
PersonX does not ask PersonY anything,to not overburden PersonY,xIntent,1
PersonX does not ask PersonY anything,to not let on that they're confused,xIntent,1
PersonX does not ask PersonY anything,to avoid being a burden,xIntent,1
PersonX does not ask PersonY anything,to do it themselves,xIntent,1
PersonX does not ask PersonY anything,to listen to PersonY,xNeed,1
PersonX does not ask PersonY anything,to go up to PersonY,xNeed,1
PersonX does not ask PersonY anything,to arrange all the things,xNeed,1
PersonX does not ask PersonY anything,to prepare all the slides,xNeed,1
PersonX does not ask PersonY anything,still confused,xReact,1
PersonX does not ask PersonY anything,shy around PersonY,xReact,1
PersonX does not ask PersonY anything,accomplished,xReact,1
PersonX does not ask PersonY anything,satisfied,xReact,1
PersonX does not ask PersonY anything,to leave,xWant,1
PersonX does not ask PersonY anything,to thank PersonY,xWant,1
PersonX does not ask PersonY anything,to do all the project issue,xWant,1
PersonX does not ask PersonY anything,to go another interview,xWant,1
PersonX does not move to new york city,relieved,oReact,1
PersonX does not move to new york city,happy,oReact,1
PersonX does not move to new york city,thoughtful,xAttr,1
PersonX does not move to new york city,independent,xAttr,1
PersonX does not move to new york city,weak,xAttr,1
PersonX does not move to new york city,tired,xAttr,1
PersonX does not move to new york city,to stay with their current employer,xIntent,1
PersonX does not move to new york city,to remain near family and friends,xIntent,1
PersonX does not move to new york city,to stay close to their family and friends,xIntent,1
PersonX does not move to new york city,to not live in a big city,xIntent,1
PersonX does not move to new york city,happy that they won't be leaving loved ones,xReact,1
PersonX does not move to new york city,hopeful they will be able to advance in their job,xReact,1
PersonX does not move to new york city,rooted,xReact,1
PersonX does not move to new york city,content where they are,xReact,1
PersonX does not move to new york city,to live in a rural area,xWant,1
PersonX does not move to new york city,to move to Paris,xWant,1
PersonX does not move to new york city,to stay where they are,xWant,1
PersonX does not move to new york city,to avoid crowds,xWant,1
PersonX does not write PersonX's history,forgetful,xAttr,1
PersonX does not write PersonX's history,absentminded,xAttr,1
PersonX does not write PersonX's history,uninvolved,xAttr,1
PersonX does not write PersonX's history,disinterested,xAttr,1
PersonX does not write PersonX's history,to be modest,xIntent,1
PersonX does not write PersonX's history,to be buried with his secrets,xIntent,1
PersonX does not write PersonX's history,to keep things a secret,xIntent,1
PersonX does not write PersonX's history,to keep his life private,xIntent,1
PersonX does not write PersonX's history,modest,xReact,1
PersonX does not write PersonX's history,secretive,xReact,1
PersonX does not write PersonX's history,wary,xReact,1
PersonX does not write PersonX's history,cautious,xReact,1
PersonX does not write PersonX's history,to hire someone else to do it,xWant,1
PersonX does not write PersonX's history,reflect on history,xWant,1
PersonX does not write PersonX's history,write another history,xWant,1
PersonX does not write PersonX's history,ignore assignment,xWant,1
PersonX does not give PersonY battle,avoids conflict,oEffect,1
PersonX does not give PersonY battle,gains friend,oEffect,1
PersonX does not give PersonY battle,grateful,oReact,1
PersonX does not give PersonY battle,peaceful,oReact,1
PersonX does not give PersonY battle,irritated,oReact,1
PersonX does not give PersonY battle,upset,oReact,1
PersonX does not give PersonY battle,to work with PersonY,oWant,1
PersonX does not give PersonY battle,to get along with PersonY,oWant,1
PersonX does not give PersonY battle,surrender,oWant,1
PersonX does not give PersonY battle,fight on,oWant,1
PersonX does not give PersonY battle,unhelpful,xAttr,1
PersonX does not give PersonY battle,uninvolved,xAttr,1
PersonX does not give PersonY battle,scared,xAttr,1
PersonX does not give PersonY battle,fearful,xAttr,1
PersonX does not give PersonY battle,avoids conflict,xEffect,1
PersonX does not give PersonY battle,gains friend,xEffect,1
PersonX does not give PersonY battle,to avoid conflict,xIntent,1
PersonX does not give PersonY battle,to not be injured,xIntent,1
PersonX does not give PersonY battle,to keep the peace,xIntent,1
PersonX does not give PersonY battle,to keep from getting hurt,xIntent,1
PersonX does not give PersonY battle,to begrudge PersonY,xNeed,1
PersonX does not give PersonY battle,disagree with PersonY,xNeed,1
PersonX does not give PersonY battle,evaluate battle plan,xNeed,1
PersonX does not give PersonY battle,consider alternatives,xNeed,1
PersonX does not give PersonY battle,safe,xReact,1
PersonX does not give PersonY battle,cautious,xReact,1
PersonX does not give PersonY battle,wary,xReact,1
PersonX does not give PersonY battle,nervous,xReact,1
PersonX does not give PersonY battle,to accomodate PersonY,xWant,1
PersonX does not give PersonY battle,to help PersonY,xWant,1
PersonX does not give PersonY battle,reflect on decision,xWant,1
PersonX does not give PersonY battle,apologize to personY,xWant,1
PersonX does not get to the front of the line,refuse to let person x crowd in,oWant,1
PersonX does not get to the front of the line,take the money from person x and let them in,oWant,1
PersonX does not get to the front of the line,upset,xAttr,1
PersonX does not get to the front of the line,dissatisfied,xAttr,1
PersonX does not get to the front of the line,slow,xAttr,1
PersonX does not get to the front of the line,passive,xAttr,1
PersonX does not get to the front of the line,waits longer,xEffect,1
PersonX does not get to the front of the line,gets tired of standing in line,xEffect,1
PersonX does not get to the front of the line,"to be in a line, waiting",xNeed,1
PersonX does not get to the front of the line,to get anxious about the slowness,xNeed,1
PersonX does not get to the front of the line,frustrated that their are so many people ahead of them,xReact,1
PersonX does not get to the front of the line,concerned they won't be allowed entrance to the club,xReact,1
PersonX does not get to the front of the line,belittled,xReact,1
PersonX does not get to the front of the line,left behind,xReact,1
PersonX does not get to the front of the line,to crowd into the front of the line,xWant,1
PersonX does not get to the front of the line,to pay someone to let perso x take their place,xWant,1
PersonX does not get to the front of the line,to know why the line never moves,xWant,1
PersonX does not get to the front of the line,to get to the front,xWant,1
PersonX is not working on PersonY's car,angry,oReact,1
PersonX is not working on PersonY's car,confused,oReact,1
PersonX is not working on PersonY's car,to ask PersonX to get to work,oWant,1
PersonX is not working on PersonY's car,to find a different mechanic,oWant,1
PersonX is not working on PersonY's car,to complain about service,oWant,1
PersonX is not working on PersonY's car,write a bad review,oWant,1
PersonX is not working on PersonY's car,inconsiderate,xAttr,1
PersonX is not working on PersonY's car,forgetful,xAttr,1
PersonX is not working on PersonY's car,predisposed,xAttr,1
PersonX is not working on PersonY's car,lazy,xAttr,1
PersonX is not working on PersonY's car,careless,xAttr,1
PersonX is not working on PersonY's car,is fired as a mechanic,xEffect,1
PersonX is not working on PersonY's car,loses a client,xEffect,1
PersonX is not working on PersonY's car,to refuse service,xIntent,1
PersonX is not working on PersonY's car,to be lazy,xIntent,1
PersonX is not working on PersonY's car,open up the garage,xNeed,1
PersonX is not working on PersonY's car,book too many appointments,xNeed,1
PersonX is not working on PersonY's car,happy,xReact,1
PersonX is not working on PersonY's car,comfortable,xReact,1
PersonX is not working on PersonY's car,lazy,xReact,1
PersonX is not working on PersonY's car,adamant at refusing service,xReact,1
PersonX is not working on PersonY's car,to work on their own car,xWant,1
PersonX is not working on PersonY's car,to take a break,xWant,1
PersonX is not working on PersonY's car,apologize for the delay,xWant,1
PersonX is not working on PersonY's car,clear up the queue of cars,xWant,1
PersonX does not take PersonY down,happy,oReact,1
PersonX does not take PersonY down,grateful,oReact,1
PersonX does not take PersonY down,to brag,oWant,1
PersonX does not take PersonY down,to celebrate,oWant,1
PersonX does not take PersonY down,to succeed,oWant,1
PersonX does not take PersonY down,to do well,oWant,1
PersonX does not take PersonY down,peaceful,xAttr,1
PersonX does not take PersonY down,nonviolent,xAttr,1
PersonX does not take PersonY down,friendly,xAttr,1
PersonX does not take PersonY down,loyal,xAttr,1
PersonX does not take PersonY down,PersonY thanks PersonX,xEffect,1
PersonX does not take PersonY down,walks away,xEffect,1
PersonX does not take PersonY down,to be kind,xIntent,1
PersonX does not take PersonY down,to be helpful,xIntent,1
PersonX does not take PersonY down,fearful,xReact,1
PersonX does not take PersonY down,stupid,xReact,1
PersonX does not take PersonY down,good,xReact,1
PersonX does not take PersonY down,helpful,xReact,1
PersonX does not take PersonY down,to try again,xWant,1
PersonX does not take PersonY down,to give up,xWant,1
PersonX does not take PersonY down,to let PersonY succeed,xWant,1
PersonX does not take PersonY down,to give PeronY a chance,xWant,1
PersonX does not give PersonY the benefit,becomes angry,oEffect,1
PersonX does not give PersonY the benefit,loses the benefit,oEffect,1
PersonX does not give PersonY the benefit,offended,oReact,1
PersonX does not give PersonY the benefit,angry,oReact,1
PersonX does not give PersonY the benefit,untrustworthy,oReact,1
PersonX does not give PersonY the benefit,anxious,oReact,1
PersonX does not give PersonY the benefit,PersonX trust,oWant,1
PersonX does not give PersonY the benefit,PersonX success,oWant,1
PersonX does not give PersonY the benefit,untrusting,xAttr,1
PersonX does not give PersonY the benefit,sceptical,xAttr,1
PersonX does not give PersonY the benefit,selfish,xAttr,1
PersonX does not give PersonY the benefit,stingy,xAttr,1
PersonX does not give PersonY the benefit,to not give them a chance,xIntent,1
PersonX does not give PersonY the benefit,to make a point,xIntent,1
PersonX does not give PersonY the benefit,to be certain,xIntent,1
PersonX does not give PersonY the benefit,to know the truth,xIntent,1
PersonX does not give PersonY the benefit,disagree with PersonY,xNeed,1
PersonX does not give PersonY the benefit,think about PersonY's motives,xNeed,1
PersonX does not give PersonY the benefit,proud,xReact,1
PersonX does not give PersonY the benefit,pleased,xReact,1
PersonX does not give PersonY the benefit,suspicious,xReact,1
PersonX does not give PersonY the benefit,unfriendly,xReact,1
PersonX does not give PersonY the benefit,get angry at PersonY,xWant,1
PersonX does not give PersonY the benefit,yell at PersonY,xWant,1
PersonX does not give PersonY the benefit,to examine PersonY,xWant,1
PersonX does not give PersonY the benefit,make decisions for themself,xWant,1
PersonX does not produce PersonY impression,have low regard for PersonX,oEffect,1
PersonX does not produce PersonY impression,remain unimpressed,oEffect,1
PersonX does not produce PersonY impression,unmoved,oReact,1
PersonX does not produce PersonY impression,not particularly impressed,oReact,1
PersonX does not produce PersonY impression,Ask why they weren't asked,oWant,1
PersonX does not produce PersonY impression,find someone looking for their impression,oWant,1
PersonX does not produce PersonY impression,foolish,xAttr,1
PersonX does not produce PersonY impression,unwise,xAttr,1
PersonX does not produce PersonY impression,too rigid,xAttr,1
PersonX does not produce PersonY impression,boring,xAttr,1
PersonX does not produce PersonY impression,ignored,xReact,1
PersonX does not produce PersonY impression,bland,xReact,1
PersonX does not produce PersonY impression,unnoticed,xReact,1
PersonX does not produce PersonY impression,uncharismatic,xReact,1
PersonX does not produce PersonY impression,to be themselves,xWant,1
PersonX does not produce PersonY impression,to not mock Y,xWant,1
PersonX does not produce PersonY impression,Spend time without PersonY's impression,xWant,1
PersonX does not produce PersonY impression,Pursue someone else's   impression,xWant,1
PersonX does not knock PersonY off his perch,is not killed,oEffect,1
PersonX does not knock PersonY off his perch,does not have to go to the hospital,oEffect,1
PersonX does not knock PersonY off his perch,Like they are king of the world,oReact,1
PersonX does not knock PersonY off his perch,Intelligent,oReact,1
PersonX does not knock PersonY off his perch,to brag to personx,oWant,1
PersonX does not knock PersonY off his perch,to appear better than personx,oWant,1
PersonX does not knock PersonY off his perch,considerate,xAttr,1
PersonX does not knock PersonY off his perch,incapable,xAttr,1
PersonX does not knock PersonY off his perch,kind,xAttr,1
PersonX does not knock PersonY off his perch,unwilling,xAttr,1
PersonX does not knock PersonY off his perch,calmly,xAttr,1
PersonX does not knock PersonY off his perch,courteous,xAttr,1
PersonX does not knock PersonY off his perch,To avoid upsetting personY,xIntent,1
PersonX does not knock PersonY off his perch,To let personY fall on their own,xIntent,1
PersonX does not knock PersonY off his perch,disappointed,xReact,1
PersonX does not knock PersonY off his perch,bad,xReact,1
PersonX does not knock PersonY off his perch,Passive,xReact,1
PersonX does not knock PersonY off his perch,Entertained by personY's antics,xReact,1
PersonX does not knock PersonY off his perch,to hit persony instead,xWant,1
PersonX does not knock PersonY off his perch,to hear persony out,xWant,1
PersonX does not divorce PersonY,wholesome,oReact,1
PersonX does not divorce PersonY,overjoyed,oReact,1
PersonX does not divorce PersonY,to come to an understanding,oWant,1
PersonX does not divorce PersonY,talk to PersonX,oWant,1
PersonX does not divorce PersonY,to pawn their wedding band,oWant,1
PersonX does not divorce PersonY,to take the house,oWant,1
PersonX does not divorce PersonY,married,xAttr,1
PersonX does not divorce PersonY,engaged,xAttr,1
PersonX does not divorce PersonY,caring,xAttr,1
PersonX does not divorce PersonY,loving,xAttr,1
PersonX does not divorce PersonY,get married with PersonY,xNeed,1
PersonX does not divorce PersonY,date PersonY,xNeed,1
PersonX does not divorce PersonY,loved,xReact,1
PersonX does not divorce PersonY,appreciated,xReact,1
PersonX does not divorce PersonY,caring,xReact,1
PersonX does not divorce PersonY,mindful of others,xReact,1
PersonX does not divorce PersonY,talk it out with PersonY,xWant,1
PersonX does not divorce PersonY,fix things with PersonY,xWant,1
PersonX does not divorce PersonY,to stay for the kids,xWant,1
PersonX does not divorce PersonY,to work things out,xWant,1
PersonX is not proud of PersonY's work,fired,oEffect,1
PersonX is not proud of PersonY's work,demoted,oEffect,1
PersonX is not proud of PersonY's work,sad,oReact,1
PersonX is not proud of PersonY's work,disheartened,oReact,1
PersonX is not proud of PersonY's work,ashamed,oReact,1
PersonX is not proud of PersonY's work,regret,oReact,1
PersonX is not proud of PersonY's work,keep their job,oWant,1
PersonX is not proud of PersonY's work,do better next time,oWant,1
PersonX is not proud of PersonY's work,selfish,xAttr,1
PersonX is not proud of PersonY's work,unkind,xAttr,1
PersonX is not proud of PersonY's work,tough,xAttr,1
PersonX is not proud of PersonY's work,unimpressed,xAttr,1
PersonX is not proud of PersonY's work,argued with,xEffect,1
PersonX is not proud of PersonY's work,yelled at,xEffect,1
PersonX is not proud of PersonY's work,should be work hard,xNeed,1
PersonX is not proud of PersonY's work,get all attention,xNeed,1
PersonX is not proud of PersonY's work,embarrassed,xReact,1
PersonX is not proud of PersonY's work,ashamed of Y,xReact,1
PersonX is not proud of PersonY's work,disappointed,xReact,1
PersonX is not proud of PersonY's work,upset,xReact,1
PersonX is not proud of PersonY's work,to improve his work quality,xWant,1
PersonX is not proud of PersonY's work,get bonus from boss,xWant,1
PersonX is not proud of PersonY's work,fire PersonY,xWant,1
PersonX is not proud of PersonY's work,find someone better,xWant,1
PersonX does not do n't want to see PersonY again,offended,oReact,1
PersonX does not do n't want to see PersonY again,hurt,oReact,1
PersonX does not do n't want to see PersonY again,cut off,oReact,1
PersonX does not do n't want to see PersonY again,abandoned,oReact,1
PersonX does not do n't want to see PersonY again,try to apologize,oWant,1
PersonX does not do n't want to see PersonY again,ignore PersonX,oWant,1
PersonX does not do n't want to see PersonY again,to beg for forgiveness,oWant,1
PersonX does not do n't want to see PersonY again,to get them back,oWant,1
PersonX does not do n't want to see PersonY again,mean,xAttr,1
PersonX does not do n't want to see PersonY again,avoidant,xAttr,1
PersonX does not do n't want to see PersonY again,disinterested,xAttr,1
PersonX does not do n't want to see PersonY again,distracted,xAttr,1
PersonX does not do n't want to see PersonY again,to cut all ties with PersonY,xIntent,1
PersonX does not do n't want to see PersonY again,to make PersonY reflect on their actions,xIntent,1
PersonX does not do n't want to see PersonY again,know PersonY,xNeed,1
PersonX does not do n't want to see PersonY again,have a bad experience with PersonY,xNeed,1
PersonX does not do n't want to see PersonY again,guilty,xReact,1
PersonX does not do n't want to see PersonY again,regretful,xReact,1
PersonX does not do n't want to see PersonY again,justified,xReact,1
PersonX does not do n't want to see PersonY again,contemptuous,xReact,1
PersonX does not do n't want to see PersonY again,avoid PersonY,xWant,1
PersonX does not do n't want to see PersonY again,ignore PersonY,xWant,1
PersonX does not do n't want to see PersonY again,to break up with persony,xWant,1
PersonX does not do n't want to see PersonY again,to ignore persony,xWant,1
PersonX does not tell PersonY was sorry,guilt trips PersonX,oEffect,1
PersonX does not tell PersonY was sorry,wonders if PersonX is a good friend or not,oEffect,1
PersonX does not tell PersonY was sorry,frowns,oEffect,1
PersonX does not tell PersonY was sorry,cries,oEffect,1
PersonX does not tell PersonY was sorry,angry,oReact,1
PersonX does not tell PersonY was sorry,hurt,oReact,1
PersonX does not tell PersonY was sorry,betrayed,oReact,1
PersonX does not tell PersonY was sorry,wronged,oReact,1
PersonX does not tell PersonY was sorry,vengeful,oReact,1
PersonX does not tell PersonY was sorry,to not forgive,oWant,1
PersonX does not tell PersonY was sorry,avoid PersonX,oWant,1
PersonX does not tell PersonY was sorry,unapologetic,xAttr,1
PersonX does not tell PersonY was sorry,resentful,xAttr,1
PersonX does not tell PersonY was sorry,rude,xAttr,1
PersonX does not tell PersonY was sorry,contemptuous,xAttr,1
PersonX does not tell PersonY was sorry,gets guilt tripped by PersonY,xEffect,1
PersonX does not tell PersonY was sorry,Has to deal with losing PersonY as a friend,xEffect,1
PersonX does not tell PersonY was sorry,is shunned,xEffect,1
PersonX does not tell PersonY was sorry,loses a friend,xEffect,1
PersonX does not tell PersonY was sorry,to stay angry,xIntent,1
PersonX does not tell PersonY was sorry,to keep fighting,xIntent,1
PersonX does not tell PersonY was sorry,to cause bad feelings,xIntent,1
PersonX does not tell PersonY was sorry,to act like nothing happened,xIntent,1
PersonX does not tell PersonY was sorry,to avoid PersonY,xIntent,1
PersonX does not tell PersonY was sorry,to not admit their wrongs,xIntent,1
PersonX does not tell PersonY was sorry,vindictive,xReact,1
PersonX does not tell PersonY was sorry,vengeful,xReact,1
PersonX does not tell PersonY was sorry,ashamed,xReact,1
PersonX does not tell PersonY was sorry,justified,xReact,1
PersonX does not tell PersonY was sorry,anxious,xReact,1
PersonX does not tell PersonY was sorry,to make them feel bad,xWant,1
PersonX does not tell PersonY was sorry,to annoy them,xWant,1
PersonX does not tell PersonY was sorry,not show remorse,xWant,1
PersonX does not tell PersonY was sorry,stay in conflict,xWant,1
PersonX does not give PersonY a advantage,disappointed,oReact,1
PersonX does not give PersonY a advantage,let down,oReact,1
PersonX does not give PersonY a advantage,Angry,oReact,1
PersonX does not give PersonY a advantage,Annoyed,oReact,1
PersonX does not give PersonY a advantage,Frustrated,oReact,1
PersonX does not give PersonY a advantage,a mulligan,oWant,1
PersonX does not give PersonY a advantage,a second bite at the apple,oWant,1
PersonX does not give PersonY a advantage,fair,xAttr,1
PersonX does not give PersonY a advantage,balanced,xAttr,1
PersonX does not give PersonY a advantage,uncaring,xAttr,1
PersonX does not give PersonY a advantage,don't care,xAttr,1
PersonX does not give PersonY a advantage,to be fair,xIntent,1
PersonX does not give PersonY a advantage,to help others,xIntent,1
PersonX does not give PersonY a advantage,Wants to be fair,xIntent,1
PersonX does not give PersonY a advantage,Wants to win themselves,xIntent,1
PersonX does not give PersonY a advantage,to be competitive,xNeed,1
PersonX does not give PersonY a advantage,to be an over achiever,xNeed,1
PersonX does not give PersonY a advantage,righteous,xReact,1
PersonX does not give PersonY a advantage,innocent,xReact,1
PersonX does not give PersonY a advantage,Satisfied,xReact,1
PersonX does not give PersonY a advantage,Proud of self,xReact,1
PersonX does not give PersonY a advantage,to keep waiting,xWant,1
PersonX does not give PersonY a advantage,to allow others to go first,xWant,1
