p,q,r,output
PersonX does not improve PersonY's skills,left out,xWant,0
PersonX did not quickly open,vengeful,xNeed,0
PersonX does not keep PersonY awake,Takes risks,xWant,0
PersonX creates PersonY application,to apologize,xIntent,0
PersonX opens PersonX's gift,laughs,xNeed,0
PersonX does not find PersonY's parents,not Wreck,xReact,0
PersonX does not hold PersonY's phone,not frowns,oEffect,0
PersonX keeps PersonX's lips sealed,Argue with personY,xEffect,0
PersonX pranks PersonY,to love them,xIntent,0
PersonX does not seem like PersonY,Dumped by personY,xAttr,0
PersonX tells anyone PersonX is going.,to go home,xAttr,0
PersonX doesn't take a pregnancy test,not guilty,xReact,0
PersonX doesn't find the problem,not interested,xEffect,0
PersonX can not wait to see PersonY,to yell at personx,xAttr,0
PersonX treats PersonY like a PersonZ,to beat up persony,xReact,0
PersonX does not visit PersonY in the hospital,aloof,xReact,0
PersonX doesn't know where PersonY lives,dominate,oReact,0
PersonX does not take the food out,gets bitten by personY,xWant,0
PersonX does not visit some friends,to scold personX,xEffect,0
PersonX pays any of PersonY's bills,self-sufficient,oReact,0
PersonX does not let PersonY cheat.,churlish,xIntent,0
PersonX pranks PersonY,to solve the problem,xReact,0
PersonX makes PersonY money,innocent,xNeed,0
PersonX does not visit some friends,don't be stubborn,oReact,0
PersonX makes PersonY's sandwhich,to bring person x's breakfast,xReact,0
PersonX challenges PersonY's friends,to feel frustrated at person y,xAttr,0
PersonX mind can stop racing,wonders how the play went,xReact,0
PersonX gives PersonX's friends,to ask for something,xWant,0
PersonX pays PersonY's way,busy,xAttr,0
PersonX does not lead PersonX's team to victory,not apathetic,xAttr,0
PersonX does not take PersonY's money,don't marry someone else,xAttr,0
PersonX does not carry PersonY,unhappy,xWant,0
PersonX returns PersonY's affection,apprehensive,xReact,0
PersonX lets PersonY sign up,happiness,xWant,0
PersonX doesn't decide not to get involved.,to go out,xWant,0
PersonX does not make a phone call,don't reqward hard work,xWant,0
PersonX does not awake PersonY,sad,xReact,0
PersonX does not share PersonX's toy,uncaring,xEffect,0
PersonX does not call customer service,to call instead,xReact,0
PersonX doesn't cause PersonY reaction,like a teacher,xAttr,0
PersonX cannot read PersonY's thoughts.,don't go to counseling,xAttr,0
Person X appreciates Person Y's personality,greedy,oReact,0
PersonX does not assist PersonY,not unkind,xAttr,0
PersonX does not give PersonY employment,untrusting,xWant,0
PersonX does not need a refund.,lazy,xWant,0
PersonX does not get another job,don't find someone to babysit thier child,xIntent,0
PersonX does not get PersonY abortion,well,oReact,0
PersonX brings PersonX's son,converse with others,oWant,0
Person X does not notice the man,don't send a text message,xEffect,0
PersonX hires a trainer,to be cruel,xWant,0
PersonX doesn't know where PersonY lives,not reluctant,xEffect,0
PersonX hits PersonY on the head,to do well and earn praise,xWant,0
PersonX changes PersonY's attitudes,centered,xWant,0
PersonX does not carry out PersonY's work,not angry,xAttr,0
Person X does not appreciate Person Y's personality,Isn't opportunity to become friends with person Y,xReact,0
PersonX meets PersonX's mom,Doesn't change into a good person,xAttr,0
PersonX does not awake PersonY,quiet,xAttr,0
PersonX can't afford PersonY opportunity,don't be officer,xWant,0
PersonX doesn't cause PersonY reaction,lonely,xAttr,0
PersonX seems like PersonY,work late,xReact,0
PersonX doesn't choose PersonY,to yell at personx,xIntent,0
PersonX does not conquer PersonX's fears,feel alone,xAttr,0
PersonX bribes PersonY,is tired,xAttr,0
PersonX plants a tree in PersonY's backyard,Has less money,xWant,0
PersonX does not hold PersonY's face,don't kick them out,oReact,0
PersonX tells PersonY to not go out in the rain,respectful,oEffect,0
PersonX gives PersonY another chance,disappointed,xAttr,0
PersonX does not take charge of PersonY,kind,xAttr,0
PersonX eats chicken wings,honest,xNeed,0
PersonX comes to the play.,ineffective,xAttr,0
PersonX does not do text messages,unnoticed,xAttr,0
PersonX doesn't choose PersonY,becomes boring,xWant,0
PersonX makes PersonY's sandwhich,bored,oWant,0
PersonX doesn't carry PersonY,in need,xReact,0
PersonX sees PersonY in years,to bake their own cake,xAttr,0
PersonX does not call customer service,don't focus on another skill,xAttr,0
PersonX does not meet PersonX's mom,supportive of PersonX's decision,oWant,0
PersonX does not have the time of PersonY's life,Overwhelm by volume of work to be done,oEffect,0
PersonX did not quickly open,braver than ever,xWant,0
PersonX knows what PersonY was talking about,Made to feel inadequate,oEffect,0
PersonX does not find PersonY's mother,offer other options,xWant,0
PersonX can find what PersonY is looking for,to do another activity,xNeed,0
PersonX does not smell wonderful,not careless,xWant,0
PersonX drops PersonY a line,persist in trying to impress PersonY,oWant,0
PersonX does not find it a new home,to stop Person Y,xNeed,0
PersonX holds PersonY's phone,to make up,xReact,0
PersonX overcomes PersonY's fear,Prepare dishes for friends,xAttr,0
PersonX smiles back,patient,xIntent,0
PersonX publishes PersonY's book,unconcerned,xReact,0
PersonX does not advance towards PersonY,Don't see the two interact,oWant,0
PersonX did not fix the leak,not reclusive,xReact,0
PersonX doesn't know how to fix anything,not Care,xReact,0
PersonX does not carry PersonY along,stays clean,xNeed,0
PersonX does not know how to write.,He doesn't have to keep looking,xReact,0
PersonX is very proud of PersonY,worried,oReact,0
PersonX does not pull PersonY forward,loses trust in X,xIntent,0
PersonX does not do not want to cook,not Indifferent,xWant,0
PersonX does not talk to PersonX's brother,become popular,xEffect,0
PersonX likes PersonY back,person y to do it,xAttr,0
PersonX takes PersonY's purse,to take care of themselves first,xWant,0
PersonX cups PersonY's cheek,to not thieve,oReact,0
PersonX knows how to write.,to study well,xAttr,0
PersonX doesn't push PersonY around,don't play with PersonY,xWant,0
PersonX does not assist PersonY,upset,oReact,0
PersonX is a fit for PersonY,like a criminal,xReact,0
PersonX does not decide to break up with PersonY,not careless,oWant,0
PersonX does not kill PersonX's son,don't drop them as a friend,xAttr,0
PersonX kisses PersonY's hands,employed,xReact,0
PersonX does not look for PersonY,Taken to clothing store,xAttr,0
PersonX looks PersonY in the eyes,be in a good mood,xAttr,0
PersonX tells PersonY to not go out in the rain,unsociable,xReact,0
PersonX can help PersonY.,reclusive,xNeed,0
PersonX does not see PersonY family,Don't give space,xReact,0
PersonX does not feel very ill,not unwilling,xAttr,0
PersonX does not kill PersonY enemy,selfish,xWant,0
PersonX does not grab PersonY's bags,need to be know,oEffect,0
PersonX does not take the girl,guilty,oReact,0
PersonX can't remember PersonY from others,don't be a Luddite,xEffect,0
PersonX does not like anyone,not inattentive,xWant,0
PersonX knows PersonY's friends or acquaintances,sad,xWant,0
PersonX has not met any friends yet.,PersonY isn't helpless,xWant,0
Person X does not notice the man,counseling and advice from X,xReact,0
PersonX can't find what PersonY is looking for,Doesn't feel full,xNeed,0
PersonX provides PersonY environment,to shun PersonY,xAttr,0
PersonX doesn't hate PersonY anymore.,to take a shower,xReact,0
PersonX does not kiss PersonY's hands,not selfish,oWant,0
PersonX goes the mall with PersonY's mom,to use the toilet,oReact,0
PersonX does not buy a pregnancy test,repudiate,xAttr,0
PersonX led PersonY away,to go away,xAttr,0
PersonX does not hurt PersonY's feelings,Doesn't become cold,xReact,0
PersonX takes the girl,kind,xAttr,0
PersonX owns PersonX's own business,guilty,xReact,0
PersonX likes to cooperate with others.,to help person y,xWant,0
PersonX cannot read PersonY's thoughts.,don't make fun of PersonX,xNeed,0
PersonX doesn't care about PersonY,isolated,xWant,0
PersonX doesn't take a pregnancy test,Y to pay someone to do it,xWant,0
PersonX does not talk to PersonX's brother,Don't become popular,xEffect,0
PersonX moves to a new city,to be informed,xAttr,0
PersonX does not chip PersonY's tooth,not uninterested,xWant,0
PersonX does not chip PersonY's tooth,uncaring,oEffect,0
PersonX is not a magician,don't be rude,xReact,0
PersonX invites PersonY to a party,careless,xReact,0
PersonX gives PersonY nothing,hungry,oWant,0
PersonX believes what personY saw.,talkative,xAttr,0
PersonX sits down with PersonY,unappreciative,xWant,0
PersonX does not kiss PersonY's hands,don't avoid commitment,xIntent,0
PersonX doesn't make PersonY's sandwhich,avoid the test,xEffect,0
PersonX does not meet new friends,not bleak,xIntent,0
PersonX does not meet PersonX's mom,thinks about time,oWant,0
PersonX does not go fishing with PersonY's father,Gets punch,xAttr,0
PersonX rushes to PersonY's car,to not be friends with X,xReact,0
PersonX does not support PersonY,not happy,xReact,0
PersonX does not pay PersonY's back,surprise person y,xIntent,0
PersonX is amused.,to be their own person,xReact,0
PersonX improves PersonY's skills,go to a thrift store instead,oEffect,0
PersonX does not pull pranks,incapable,xAttr,0
PersonX sees PersonY play,Thanks them,xAttr,0
PersonX does not call PersonY's mom,not Neglect,xIntent,0
PersonX does not cash PersonY's check,inadequate,xWant,0
PersonX would hurt a fly,not in pain,oEffect,0
PersonX invites PersonY to a party,saddened,oWant,0
PersonX convinced me.,is relaxed,xReact,0
PersonX does not bribe PersonY,to be happy,xReact,0
PersonX supports PersonY,having bad opinion on person y,xWant,0
PersonX gets another job,to forgive them,xEffect,0
PersonX tells PersonY to not go out in the rain,to be wicked,xReact,0
PersonX doesn't open PersonX's own shop,free to spend on what interests him,xWant,0
Person does not ask PersonY,aloof,xReact,0
PersonX speaks to PersonY,nervous,xAttr,0
PersonX does not kiss PersonY's hands,happy,xWant,0
PersonX plays paintball,to save money,xNeed,0
PersonX does not go halfsies,lazy,xReact,0
PersonX does not speak well of PersonY,Don't walk past the mailbox,xIntent,0
PersonX does not invite PersonY's friends and family,don't mourn,xAttr,0
PersonX tears PersonY's eyes,To have a good reputation,xAttr,0
PersonX doesn't smile back,a gossip,xIntent,0
PersonX doesn't speak to anyone,rude,xAttr,0
PersonX takes a painting class,unkind,xEffect,0
PersonX does not improve PersonY's skills,don't be nice,xAttr,0
PersonX does not call PersonY's back,not rejective,oWant,0
PersonX can adopt,Indifferent,xAttr,0
PersonX moves PersonY's furniture,unemotional,xAttr,0
PersonX doesn't push PersonY around,to play with PersonY,xWant,0
PersonX does not hurt PersonY much,not rude,xEffect,0
PersonX meets PersonY's gaze,having bad opinion on person y,xAttr,0
PersonX does not kiss PersonY's hands,to avoid PersonX,xReact,0
PersonX does not sit with PersonY's friends,not worried,oEffect,0
PersonX does not watch it together,Don't be alone,xEffect,0
PersonX cannot comprehend,PersonY to don't get their just desserts,xAttr,0
PersonX doesn't ask PersonY out,Don't be exclusive,xAttr,0
PersonX doesn't warn PersonY not to go.,to ask for something,xIntent,0
PersonX does not drive PersonX's friends home,not respectful,xIntent,0
PersonX always refused,busy,xReact,0
PersonX does not try to reassure PersonY,not mean,xWant,0
PersonX does not apologize.,unhappy,xIntent,0
PersonX does not rid the bus home,don't leave the room,xAttr,0
PersonX does not publish PersonY article,not unsure,oReact,0
PersonX keeps PersonX's lips sealed,gets laughed at,xReact,0
PersonX can comprehend,PersonY to get their just desserts,xAttr,0
PersonX doesn't put in any effort.,don't prepare dinner,oReact,0
PersonX doesn't remain silent and doesn't share with PersonY.,unhelpful,xEffect,0
PersonX does not know PersonY's friends or acquaintances,angry,xEffect,0
PersonX flushes the toilet,gets tired,xWant,0
PersonX does not call PersonY tonight,to be in charge,xNeed,0
PersonX can't afford PersonY opportunity,Don't be more relaxed,xNeed,0
PersonX does not sit opposite PersonY,uncaring,xReact,0
Person X cannot go,boring,xReact,0
PersonX places an order,excited to know what personY chooses,xAttr,0
PersonX does not pat PersonY's back,take a class on weaving,xReact,0
PersonX gets PersonY's mail,cautious,xReact,0
PersonX does not bark at PersonY,not anti-social,xReact,0
PersonX does not visit some friends,forgetful,xIntent,0
PersonX awakes PersonY,invite someone else,oWant,0
PersonX doesn't treat PersonY like a PersonZ,to greet PersonX,xIntent,0
PersonX does not lay down PersonX's life,nervous,xReact,0
PersonX does not move PersonY's furniture,regretful,xIntent,0
PersonX doesn't take a pregnancy test,Y to don't pay someone to do it,xWant,0
PersonX invites all PersonY's friends and family,discriminated against,xIntent,0
PersonX does not look for PersonY,composed,xWant,0
PersonX doesn't make PersonY's offer,yelled at,xNeed,0
PersonX doesn't like PersonX's grandmother and won't go to her house,Haven't their chosen option followed,xReact,0
PersonX does not hold PersonY's face,confrontational,oReact,0
PersonX does not carry PersonY along,irresponsible,xWant,0
PersonX kicks the man,to surprise their friend,oWant,0
PersonX does not give PersonY a bonus,don't be selfish,oReact,0
PersonX did not quickly open,presented the gift,xIntent,0
PersonX can tell if PersonY believes it.,to argue with person y,xAttr,0
PersonX does not advance towards PersonY,uneasy,oReact,0
PersonX does not place PersonY on the table,not Burden,xWant,0
PersonX knows PersonY's friends or acquaintances,nervous,xNeed,0
PersonX laughs and told,to keep the information secret,xWant,0
PersonX does not unzip PersonY's pants,to approach PersonX,xEffect,0
PersonX makes PersonY's offer,his hair gets healthy,oWant,0
PersonX does not move to a new city,To be inform,xAttr,0
PersonX doesn't push PersonY around,don't stay safe,xEffect,0
PersonX doesn't buy any food.,not lonely,xEffect,0
PersonX does not give PersonY knowledge,Don't keep quiet,xWant,0
PersonX breaks PersonY's fall,freed,xAttr,0
PersonX does not know PersonY's friends or acquaintances,nervous,xNeed,0
PersonX does not make money online,have a reason to get a gift,xReact,0
PersonX does not cash PersonY's check,don't be ready for a night out,oEffect,0
PersonX gives PersonY employment,to keep a good reputation,xAttr,0
PersonX does not put an ad,to run away,xNeed,0
PersonX does not believe PersonY,typical,xAttr,0
PersonX speaks to PersonY,to show they are angry,xEffect,0
PersonX does not play poker with PersonY's friends,don't be generous,xReact,0
PersonX does not take advantage of PersonY,Don't take their business elsewhere,xAttr,0
PersonX is not a fit for PersonY,not Disconnect,xAttr,0
PersonX begins PersonY work,disgusted,xAttr,0
PersonX doesn't hate PersonY anymore.,not afraid,xEffect,0
PersonX can afford new clothes.,choose  to play,xReact,0
PersonX doesn't choose PersonY,not ready for persony,xAttr,0
PersonX keeps PersonY awake,lazy,xReact,0
PersonX holds PersonY's phone,to keep a good reputation,oReact,0
PersonX does not get back to normal,uncertain about PersonX,xAttr,0
PersonX enjoys PersonY's work,shy,oWant,0
PersonX doesn't steal anything.,powerless,xIntent,0
PersonX did not fix the leak,not lazy,xNeed,0
PersonX grabs PersonY's bags,relieved,xAttr,0
PersonX does not hire a trainer,not alien,xWant,0
PersonX does not decide to go see a movie,hungry,xIntent,0
PersonX is not playing football with PersonY's friends,keep them in the dark,xWant,0
PersonX causes PersonY reaction,like a teacher,xAttr,0
PersonX is not playing football with PersonX's friends,to take care of themselves first,oReact,0
PersonX does not ask PersonY to dinner,helpful,xWant,0
PersonX does not grab PersonY's bags,rejected,oReact,0
PersonX has a mom.,to stay quiet,xAttr,0
PersonX arouses PersonY's interest,resentful,oReact,0
PersonX takes my dog,undisturbed,oEffect,0
PersonX is an author.,confused,xWant,0
PersonX does not like anyone,Not don't teach,xAttr,0
PersonX does not explain to PersonY,Rude,xAttr,0
PersonX does not support PersonY,don't remove the phone number of PersonY from their phone,oReact,0
PersonX does not wash PersonY,Doesn't get mad,xReact,0
PersonX invites all PersonY's friends and family,to tell others not to talk to PersonY,xAttr,0
PersonX does not stop to help PersonY,Ready for the task to be do,oReact,0
PersonX does not support PersonY,sad,oWant,0
PersonX does not court PersonY,Don't have a poor nights sleep,xIntent,0
PersonX does not get back to normal,Doesn't become responsible,xWant,0
PersonX does not take advantage of PersonY,don't tell others not to talk to PersonY,xWant,0
PersonX does not try to reassure PersonY,not Misunderstand,xReact,0
PersonX holds PersonY's face,to meet the group of pals,oWant,0
PersonX gets the food,depressed,xAttr,0
PersonX does not kiss PersonY's hands,left out,xEffect,0
PersonX pushes PersonY around,to leave area where Mike is,oReact,0
PersonX has a party at PersonY's house,aloof,xReact,0
PersonX does not load PersonY's car,not Free,xAttr,0
PersonX pranks PersonY,talk less with PersonX,xReact,0
PersonX does not get PersonY's mail,rude,xWant,0
PersonX did not grab PersonY's wrist,don't be selfish,xNeed,0
PersonX does not publish PersonY's book,don't learn what happened,xWant,0
PersonX has the time of PersonY's life,to pick up person x phone,xAttr,0
PersonX does not dry PersonY,glad,xAttr,0
PersonX does not keep PersonX's lips sealed,to be cautious,xAttr,0
PersonX does not mind PersonX's business,self conscious,oEffect,0
PersonX does not sit with PersonY's friends,don't study,xReact,0
PersonX does not like PersonY back,incapable,oWant,0
PersonX doesn't put in any effort.,nothing in particular,xIntent,0
PersonX does not meet PersonY's gaze,not lonely,xWant,0
PersonX cannot spell big words,not polite,xReact,0
PersonX grabs PersonY's bags,to help PersonX work with others,xReact,0
PersonX gets PersonY's money,inept,oWant,0
PersonX doesn't offer to pay,not depressed,xAttr,0
PersonX does not see PersonY family,lonely,xAttr,0
PersonX does not pressure PersonY,healthy,xWant,0
PersonX can adopt,tired,xReact,0
PersonX surprises PersonX's boyfriend,not to get tired,xIntent,0
Person X will play the game,poor,oReact,0
PersonX does not begin PersonY work,poor,xAttr,0
PersonX does not play beach volleyball,inattentive,xWant,0
PersonX doesn't take a pregnancy test,not passive,xReact,0
PersonX goes for the jugular,to get out of doing the work,xIntent,0
PersonX has money to buy PersonX's gifts for their family,unhappy,xWant,0
PersonX uses PersonY's laptop,antisocial,xReact,0
PersonX does not place PersonY on the table,to keep quiet,xNeed,0
PersonX does not play catch with PersonX's dad,don't do something else,xNeed,0
PersonX smiles back,carefree,xAttr,0
PersonX does not give PersonY some water,not uninteresting,xWant,0
PersonX does not do n't love PersonY anymore,indignant,xIntent,0
PersonX cups PersonY's cheek,PersonY to get their just desserts,xAttr,0
PersonX doesn't steal anything.,Forced to find a new apartment,xWant,0
PersonX does not stalk PersonY,don't have a different friend,xWant,0
PersonX doesn't care about PersonY's problems.,not uncaring,xAttr,0
PersonX gives PersonY a discount,rude,oEffect,0
PersonX doesn't care about PersonY,Doesn't lose confidence,xWant,0
PersonX shins PersonY's shoes,desperate,xIntent,0
PersonX does not see PersonY in years,not sad,xWant,0
PersonX goes fishing with PersonY's father,to be different,xReact,0
PersonX doesn't tell PersonY anything.,to offer a deal on another item,xIntent,0
PersonX do not wants to cook,cries,xReact,0
PersonX does not keep PersonX's lips sealed,Respectful,oReact,0
PersonX does not offer PersonY opportunity,get something to learn,xIntent,0
PersonX does not share PersonX's toy,nice,oWant,0
PersonX chips PersonY's tooth,forgetful,xAttr,0
PersonX does not create PersonY atmosphere,cautious,xNeed,0
PersonX does not give PersonX's money,not lonely,xIntent,0
PersonX doesn't speak with PersonY,not mean,xReact,0
PersonX does not impress PersonY,not worried,xWant,0
PersonX doesn't touch PersonY's test,Devastated emotionally,oReact,0
PersonX does not reduce PersonX's stress,to fast,xAttr,0
PersonX does not move to a new city,great,xReact,0
PersonX does not get PersonY abortion,have their chosen option followed,oWant,0
PersonX barks at PersonY,to greet PersonX,oReact,0
PersonX kisses PersonY's hands,gets tears in eyes,xNeed,0
PersonX can find anybody,abandoned,xWant,0
PersonX educates PersonX's children,avoid trouble,xReact,0
PersonX is not going out with friends,don't know PersonY,xNeed,0
PersonX does not snuggle PersonY,quiet,xWant,0
PersonX does not eat chicken wings,to get out of doing the work,xReact,0
PersonX holds PersonY's phone,careless,xEffect,0
PersonX does not have the time of PersonY's life,slightly embarrassed,xWant,0
PersonX puts an ad,to get upset with personY,xEffect,0
PersonX doesn't notice PersonY,sated,xAttr,0
PersonX does not meet PersonX's mom,supportive of PersonX's decision,oWant,0
PersonX does not visit some friends,not unloved,xWant,0
PersonX doesn't know where PersonY lives,don't try again,xAttr,0
PersonX visits PersonX's mom,content,xIntent,0
PersonX does not meet new friends,Doesn't have to buy food,xAttr,0
PersonX provides PersonY's assessment,satisfied,xIntent,0
PersonX doesn't speak with PersonY anymore.,to borrow money from PersonY,oWant,0
PersonX does not give PersonY employment,not confused,xWant,0
PersonX does not speak to PersonY,to charge persony,oWant,0
PersonX does not arouse PersonY's interest,sad,xNeed,0
PersonX convinced me.,to be a Luddite,xWant,0
PersonX doesn't speak with PersonY,not nervous,oReact,0
PersonX offers to help PersonY,disappointed,xIntent,0
PersonX does not kiss PersonY passionately,do some activity other than loading cars,oReact,0
PersonX plays beach volleyball,find their baby daddy,xIntent,0
PersonX is the father,confused,xAttr,0
PersonX doesn't bring PersonY's dog,not kind,xNeed,0
PersonX awakes PersonY,to go home,oEffect,0
PersonX hates PersonY anymore.,take personx's blessing to heart,oReact,0
PersonX does not play catch with PersonX's dad,not cheap,xWant,0
PersonX does not share PersonX's toy,unassertive,xNeed,0
PersonX does not sit with PersonY's friends,to attend next time,xNeed,0
PersonX asks PersonY to dinner,to purchase home,xWant,0
PersonX can not paint,not forgetful,xWant,0
PersonX does not know what PersonY was talking about,to make a sound decision,oEffect,0
PersonX does not ask PersonY for PersonZ's number,late,xAttr,0
PersonX learns computer programming,dense,xWant,0
PersonX does not provide PersonY education,not Ignore,oReact,0
Person Y cares about Person X,to be beleived,xWant,0
PersonX does not shin PersonY's shoes,not desperate,xIntent,0
PersonX doesn't tell PersonY anything.,mean,xWant,0
PersonX pays all of PersonY's bills,proud,xEffect,0
PersonX asks a girl out,get relaxed,xAttr,0
PersonX pays PersonY's electric bill,to be polite,xWant,0
PersonX is not outside playing,not Preoccupy,xIntent,0
PersonX gives PersonY another chance,to not strain his back,oEffect,0
PersonX wouldn't hurt a fly,to leave personx,xReact,0
PersonX impresses PersonY,to convey displeasure,xWant,0
PersonX does not see PersonZ's friend PersonY,not angry,xIntent,0
PersonX does not spend the evening with PersonY,Don't start a conversation with PersonY,xReact,0
PersonX does a terrible job,uneducated,xEffect,0
PersonX does not dry PersonY,not Embarrass,xIntent,0
PersonX impresses PersonY,to not have protected sex,xWant,0
PersonX can paint,forgetful,xWant,0
PersonX does not keep PersonX's lips sealed,Someone else mustn't make PersonY a cake,xAttr,0
PersonX cannot afford new clothes.,Don't choose to play,xReact,0
PersonX does not like the phone,gets yelled at,xAttr,0
PersonX does not ask PersonX's parents for one,not confused,xReact,0
PersonX was not given any presents,don't invite friends out for something less dirty,xEffect,0
PersonX stalks PersonY,nervous,xIntent,0
PersonX passes PersonY act,shy,xAttr,0
PersonX talks.,seem secretive,xEffect,0
PersonX does not find PersonY's parents,don't make other plans,xReact,0
PersonX does not support PersonY,not uninterested,oEffect,0
PersonX knows PersonY.,finely he singed,oReact,0
PersonX does not take PersonY to the movies,Don't apologize for missing his friend,oWant,0
"PersonX was not quick to react, and PersonY fell",Doesn't find way to get more money,oReact,0
PersonX is not at the grocery store with PersonY's mom,not steadfast,xWant,0
PersonX would hurt a fly,busy,oEffect,0
PersonX screams at PersonY,to be selfish,oReact,0
PersonX shins PersonY's shoes,neglected,oEffect,0
PersonX does not change PersonX's hair color,Don't look for new book,xWant,0
PersonX does not like anyone,inattentive,xWant,0
PersonX does not support PersonY,laughs,xIntent,0
PersonX does not rush to PersonY's car,To be friends with X,xReact,0
PersonX gives the speech,lame,xReact,0
PersonX paints the living room,keep looking,xAttr,0
PersonX owns PersonX's own business,untroubled,xReact,0
PersonX is playing football with PersonX's friends,discriminated against,xWant,0
PersonX does not make a phone call,not shy,xNeed,0
PersonX doesn't bite the hand that feeds PersonX,Don't continue to play without PersonX,oWant,0
PersonX finds PersonY's mother,tell PersonX to be quiet,xAttr,0
PersonX speaks to PersonY,keep them in the dark,xEffect,0
PersonX does not find PersonY's parents,Doesn't regret decision,oReact,0
PersonX interacts with anyone,to do a different activity than their parent is doing,xNeed,0
PersonX does not invite all PersonY's friends and family,not happiness,oEffect,0
PersonX explains to PersonY,Rude,xAttr,0
PersonX offers PersonY opportunity,not cook,oReact,0
PersonX does not serve the ball,rude,oWant,0
PersonX pulls the trigger,rude,xAttr,0
PersonX says they don't want their opinion.,PersonY receives praise,xReact,0
PersonX will give PersonY any information,is told they are loved by PersonX,xIntent,0
PersonX can't make ends meet.,to quit playing,xWant,0
PersonX can't wait for the date,Don't drop Y off,xNeed,0
PersonX will work on PersonY's car,delete personY's number,xWant,0
PersonX does not pay PersonY's visit,to decide to stay in the city,xIntent,0
PersonX is a magician,gets upset at PersonX,xEffect,0
PersonX doesn't tell anyone PersonX is going.,not culpable,xWant,0
PersonX provides PersonY environment,to check on personx,xReact,0
PersonX doesn't pay PersonY's way,not busy,xAttr,0
Person X can go,make more money,xIntent,0
PersonX does not try to help PersonY,not unsympathetic,xAttr,0
PersonX does not spin PersonY around,not confused,xNeed,0
PersonX does not tell mike,not mean,xAttr,0
PersonX doesn't choose PersonY,spirited,xAttr,0
PersonX is not around PersonY,avoid PersonY,xReact,0
PersonX takes the girl,oblivious,xAttr,0
PersonX does not give PersonY PersonX's hand,excluded from sports,oWant,0
PersonX makes PersonY money,to avoid contact with Y,xIntent,0
PersonX does not call PersonY's mom,calm,oWant,0
PersonX does not speak to PersonY,not uncaring,xReact,0
PersonX plays catch with PersonX's dad,incompetent,xAttr,0
PersonX makes money online,will save money not having bought anything,xAttr,0
PersonX does not let PersonY sign up,not happiness,xWant,0
PersonX has a great idea,sad,xReact,0
PersonX uses the internet,have a faulty home section,xIntent,0
PersonX cannot beat a record,To just don't relax at home tonight,xWant,0
PersonX does not drop PersonY a line,annoyed,oReact,0
PersonX cannot connect with PersonY,not unclear,xWant,0
PersonX does not change PersonY's attitudes,centered,xWant,0
PersonX does not serve the ball,not resentful,xAttr,0
PersonX does not speak well of PersonY,disgusted,oEffect,0
PersonX eases PersonY's nerves,selective,oEffect,0
PersonX performs PersonY act,uninterested,xAttr,0
PersonX does not warm PersonY,not bad,xReact,0
PersonX doesn't know where PersonY lives,reluctant,xEffect,0
PersonX breaks PersonY's fall,falls out of love,oReact,0
PersonX says hello to PersonY,to call person y,xAttr,0
PersonX does not take charge of PersonY,forgotten,xWant,0
PersonX takes advantage of PersonY,to leave PersonY alone,xReact,0
PersonX does not begin PersonY work,fearful,oWant,0
PersonX does not cook PersonY a cake,not selfish,xAttr,0
PersonX does not make a phone call,generous,xWant,0
PersonX can find anyone to take to the prom.,to want to celebrate something,xWant,0
PersonX does not pay PersonY's back,loses friends,oReact,0
PersonX does not take charge of PersonY,To find out where people aren't,xWant,0
PersonX finds it a new home,frustrated,xAttr,0
PersonX does not give PersonY's detention,don't go to a destination,xAttr,0
PersonX does not reduce PersonX's stress,don't make money,xEffect,0
PersonX does not give PersonY nothing,ask PersonY to come,xNeed,0
PersonX invites PersonY's family,lazy,xWant,0
PersonX explains to PersonY,becomes sad,xWant,0
PersonX does not do not want to cook,Indifferent,xWant,0
PersonX does not give PersonY names,misunderstood,xWant,0
PersonX does not move far away,frowns,xReact,0
PersonX does not pull PersonY forward,not disparing,xEffect,0
PersonX awakes PersonY,sad,xReact,0
PersonX is not at the lake with PersonX's family,thoughtful,xWant,0
PersonX wouldn't hurt a fly,don't leave personx,xReact,0
PersonX does not smell wonderful,unmotivated,xWant,0
PersonX does not back PersonY's car,because they have had a bad time with PersonY,xWant,0
PersonX doesn't tell PersonX's friend about the event,not selective,oWant,0
PersonX gives PersonY PersonX's hand,frowns,xWant,0
PersonX doesn't make PersonY's sandwhich,helpless,xIntent,0
PersonX pulls the rug out from under PersonY,to thank personX,xAttr,0
PersonX carries PersonY,messy,xReact,0
PersonX doesn't invite PersonY's family,practices to beat the record,oReact,0
PersonX does not walk up to PersonY,aloof,xReact,0
PersonX does not give PersonX's best attempt at it,to make it up to y,xIntent,0
PersonX keeps PersonY in,to avoid arrest,oWant,0
PersonX opens PersonY eyes,get angry at PersonY,xWant,0
PersonX does not work closely with PersonY,not Offend,xReact,0
PersonX bleaches PersonY's hair,to purchase or sell something with Y,xReact,0
PersonX is not an author.,not confused,xWant,0
PersonX doesn't touch PersonY,Doesn't become alone,xWant,0
PersonX doesn't give PersonY any other options,not frugal,oWant,0
PersonX does not say hello to PersonY,don't be in good graces,oEffect,0
PersonX does not get PersonY's mail,be their own success,xReact,0
PersonX makes eye contact with PersonY.,unskilled,xAttr,0
PersonX does not exchange insurance information,to get to know PersonX,xAttr,0
PersonX does not belong to PersonY group,Off- put,xWant,0
PersonX doesn't play tennis with PersonX's friend,lonely,xAttr,0
