p,q,r,output
PersonX doesn't take it to school,see the world,xIntent,0
PersonX flogs the log,intrigued,xEffect,0
PersonX doesn't take PersonX's boat out,thinks,xEffect,0
PersonX parties hearty,accomplishes goal,xAttr,0
PersonX delights in ___,gets depressed,xAttr,0
PersonX stops in time,to clear the doubts,xAttr,0
PersonX puts ___ on the bed,not Satisfy,xReact,0
PersonX doesn't learn how to play the drums,untie the boat,oReact,0
PersonX doesn't put ___ in PersonY's car,loses money,xAttr,0
PersonX gets the ingredients together,gets turned down,xWant,0
PersonX asks ___ for help,a girlfriend,xWant,0
PersonX is PersonX's wedding day,to welcome PersonX to the book club,oWant,0
PersonX puts PersonX's things,cleanly,xAttr,0
PersonX goes ___ on leave,travels abroad,xEffect,0
PersonX takes ___ two hours,in power,xAttr,0
PersonX waves PersonY away,not kind,oReact,0
PersonX cant helps,succesful,xAttr,0
PersonX doesn't take PersonY's belongings,drives off,xReact,0
PersonX doesn't decorate PersonX's christmas tree,aroused and excited,xAttr,0
PersonX doesn't keep ___ away from PersonY,to stay calm,oWant,0
PersonX doesn't hire ___ to help PersonY,to go to bed,oWant,0
PersonX is a very picky eater,Doesn't start a fight,xWant,0
PersonX gets the ingredients together,Wealth isn't increased,xWant,0
PersonX calls ___ to the importance,refreshed,xEffect,0
PersonX tells PersonY did not want,brave,xWant,0
PersonX brings home the bacon,to do all that they ever wanted,xNeed,0
PersonX doesn't help PersonX's family,get something,xAttr,0
PersonX spends a week with PersonY,Don't look at the water,xWant,0
PersonX meets PersonX's needs,don't brag to friends,xAttr,0
PersonX falls off a truck,to keep information to ones self,xAttr,0
PersonX puts ___ in PersonY's car,get's thanked,oWant,0
PersonX kills PersonY's brother,suffocates,xAttr,0
PersonX doesn't drive so fast,money,xWant,0
PersonX doesn't see a beautiful woman,to check if PersonY has a chip,oWant,0
PersonX asks the students,to get them out of the dirty clothes,xEffect,0
PersonX writes a book,not nervous,xAttr,0
PersonX keeps ___ to a minimum,to make donations,xNeed,0
PersonX lifts PersonY's hands,not happy,oEffect,0
PersonX recently visited,Bombs X back,xIntent,0
PersonX attends a wine tasting,hungry,xNeed,0
PersonX pursues PersonX's dream,happy that they were assisted.,xWant,0
PersonX shows PersonY how to play,in control,xEffect,0
PersonX hosts ___ at PersonY's house,not Pleased,oWant,0
PersonX asks PersonY to call,to not be lonely,oReact,0
PersonX stabs in the back,not Dominate,xNeed,0
PersonX always took,don't let PersonY know that they're near,xEffect,0
PersonX lifts PersonY's hands,don't be a student,oEffect,0
PersonX doesn't pursue PersonY policy,thoughtful,xNeed,0
PersonX doesn't make a peanut butter sandwich,smiles,xEffect,0
PersonX carries PersonY into effect,happy,xWant,0
PersonX imposes upon PersonY,don't have gloves on,xAttr,0
PersonX wouldn't help,happy to help,xIntent,0
PersonX doesn't wear ___ every day,find persony,xWant,0
PersonX breaks my leg,To perform better in a sport,xWant,0
PersonX calls customer service,gets diagnosis,xReact,0
PersonX loves art,aggressive,xReact,0
PersonX brings home to PersonY,don't talk to personY,oWant,0
PersonX finds the door locked,competitive,xWant,0
PersonX carries a tune,don't train him,xReact,0
PersonX persuades the ___ to let,don't get PersonY's permission (to touch it),xAttr,0
PersonX comes home one day,get a good name,xWant,0
PersonX doesn't throw ___ around,loving,xWant,0
PersonX doesn't present PersonY overview,to meet with persony's son,oReact,0
PersonX doesn't watch ___ on PersonX's phone,person x gets tired,xAttr,0
PersonX takes time off from work,They don't wait for a call,xAttr,0
PersonX doesn't change ___ into gold,To ignore PersonX,xNeed,0
PersonX lies on either side,To be work for a transport company,xAttr,0
PersonX takes ___ together,No diffrent,oEffect,0
PersonX leaves the shop,don't bask in the glow,xIntent,0
PersonX doesn't buy a new game,gets exercise,xWant,0
PersonX thanks the worker,to kill someone,oWant,0
PersonX doesn't put PersonY in a jar,to travel world,xNeed,0
PersonX doesn't meet PersonY's mom,becomes informed,xEffect,0
PersonX parties hearty,criminal,xNeed,0
PersonX doesn't walk and chew gum at the same time,to go to India,xNeed,0
PersonX isn't a very picky eater,drive to the airport,xAttr,0
PersonX doesn't drive so fast,to tell their friends,xReact,0
PersonX sends PersonX's ___ to die,not happy,xReact,0
PersonX doesn't ask PersonY to call,hums tune under breath,xNeed,0
PersonX makes jewelry,not helpful,xNeed,0
PersonX doesn't meet PersonY's mom,to give them their winnings,xReact,0
PersonX doesn't fly back,to maintain order,xAttr,0
PersonX doesn't decorate PersonX's christmas tree,pleased,xEffect,0
PersonX sits at home,Don't ask for help,xReact,0
PersonX kicks the ball,heard,xWant,0
PersonX doesn't go to the animal shelter,to see old friends,xWant,0
PersonX doesn't take PersonY fishing,happy,xWant,0
PersonX never gave up,be independent,xAttr,0
PersonX decides to buy one,to take a break,xReact,0
PersonX sees PersonX's work,hurt.,xEffect,0
PersonX wouldn't see PersonY,He finally passes the level.,oWant,0
PersonX writes PersonY's name,not Care,xNeed,0
PersonX doesn't take PersonY's belongings,propose marriage,xIntent,0
PersonX recently didn't visit,Bombs X back,xIntent,0
PersonX gives PersonY a character,not thankful,xWant,0
PersonX doesn't listen to PersonY's mom,to work at a school,xAttr,0
PersonX takes ___ too fast,to get a promotion,xEffect,0
PersonX drives so fast,don't tell their friends,xReact,0
PersonX doesn't check PersonY's temperature,to lock the cupboard,xIntent,0
PersonX relieves the patient's ___,gets tip,oEffect,0
PersonX puts pen to paper,to be clumsy.,xReact,0
PersonX doesn't correct PersonY error,to get angry,xWant,0
PersonX leaves PersonY's house,not Inspire,xReact,0
PersonX parties hearty,don't express disgust or anger,xNeed,0
PersonX soon started,not serene,xAttr,0
PersonX wants PersonX's parents,don't book tickets,xAttr,0
PersonX doesn't provide ___ in regard,go to store,xWant,0
PersonX sends ___ to college,not anrgy,xEffect,0
PersonX doesn't give PersonY nothing,to be happy,xIntent,0
PersonX never woke,to pick up friends,xAttr,0
PersonX rids a bike,mischievous,xWant,0
PersonX doesn't give PersonX's mother ___,happy about his act,xReact,0
PersonX hears PersonY's talk,PersonY doesn't try to get revenge,oEffect,0
PersonX cleans PersonY's bathroom,Doesn't get dizzy,xWant,0
PersonX doesn't resolve PersonY's problems,finished,oEffect,0
PersonX uses chopsticks,Doesn't punch someone,xEffect,0
PersonX scores a touchdown,not Care,xWant,0
PersonX stops in front of PersonY,Don't know the details,oWant,0
PersonX has lots of fun,don't choose the people who will be trained,xWant,0
PersonX goes on in PersonY's mind,not love,xWant,0
PersonX fish all day,bring fishing pole kits,xEffect,0
PersonX really hurt PersonY,not disappointed,oWant,0
PersonX takes it to school,don't give respects,xAttr,0
PersonX doesn't take a stab at ___,to find out what their girlfriend likes,xEffect,0
PersonX especially liked,to decorate something,xAttr,0
PersonX puts ___ on PersonY's face,to take lots of pictures,oEffect,0
PersonX kicks the ball,Don't take good rest,xReact,0
PersonX starts saving money,not strong,xAttr,0
PersonX doesn't pick it up right away,PersonY's muscle tense up from frustration,xEffect,0
PersonX develops PersonY understanding,Don't get satisfaction,xNeed,0
PersonX packs PersonX's bag,to go to the doctor,xAttr,0
PersonX diagnoses with cancer,don't inform the family,xAttr,0
PersonX calls customer service,gives advice,xNeed,0
PersonX serves ___ to PersonX's family,learns something,xNeed,0
PersonX doesn't buy some chips,intrigued,xWant,0
PersonX doesn't keep PersonX's mouth shut,create significance in persony's victory,xReact,0
PersonX wanders away,not knowledgeable,xNeed,0
PersonX doesn't keep on truckin,to wonder how long,xAttr,0
PersonX begins rather the ___,Isn't paid for his services by the organisation.,xNeed,0
PersonX relieves the patient's ___,don't have more comfortable footwear,xEffect,0
PersonX isn't a very picky eater,ask personY if they're satisfied,xIntent,0
PersonX stops in time,don't clear the doubts,xAttr,0
PersonX doesn't push PersonX's ___ through the crowd,hurts,xReact,0
PersonX carries PersonY into effect,happier about humanity,xEffect,0
PersonX pushes PersonX's ___ through the crowd,to spend more time with PersonY,xIntent,0
PersonX meets PersonY's mom,buy the grease,xAttr,0
PersonX doesn't fall many times,Learns a new skill,xNeed,0
PersonX keeps ___ to a minimum,don't be friendly,oWant,0
PersonX doesn't board PersonY's plane,PersonY hugs her mom,xAttr,0
PersonX has a broken leg,to welcome PersonX to the book club,xWant,0
PersonX tries to catch it,gossipy,xWant,0
PersonX takes PersonY to the vet,experience more,xIntent,0
PersonX pushes PersonX's ___ through the crowd,aggressive,xWant,0
PersonX doesn't impose upon PersonY,to have gloves on,xAttr,0
PersonX increases PersonY's value,not thoughtful,xAttr,0
PersonX doesn't go to the animal shelter,very happy and enjoying,xEffect,0
PersonX uses PersonY number,gets beaten up,xWant,0
PersonX joins a book club,not superior.,oWant,0
PersonX offer PersonX's condolences,To be entertain,xNeed,0
PersonX locks ___ out of the house,Doesn't want to avoid people,xEffect,0
PersonX makes a paper plane,Don't stand up for themselves,xNeed,0
PersonX doesn't break my leg,is told his vacation request is approved,xEffect,0
PersonX offer PersonY's hand,Doesn't think about the music,xIntent,0
PersonX takes ___ in the process,Don't get somewhere,xReact,0
PersonX takes PersonX's boat out,mature,xAttr,0
PersonX pays PersonY price,not annoyed,oEffect,0
PersonX is a very picky eater,to get to work,xAttr,0
PersonX almost didn't hit PersonY,like this person shares too much,xAttr,0
PersonX finds the door locked,pleased,xAttr,0
PersonX goes to the animal shelter,to sneak up on PersonY,xNeed,0
PersonX walks towards PersonY,allows them,xNeed,0
PersonX doesn't go home,to hear about a subject,xAttr,0
PersonX doesn't buy some chips,PersonX is listened to,xNeed,0
PersonX doesn't find PersonY's family,to play competitively,xAttr,0
PersonX takes ___ together,broke,xWant,0
PersonX catches lots of fish,playful,xAttr,0
PersonX doesn't host ___ at PersonY's house,to feed X correctly,xNeed,0
PersonX loads PersonY's car,Cannot get task done,xAttr,0
PersonX needs new clothes,skillful in driving boat.,xEffect,0
PersonX rushes to the er,be maintain his relation,xAttr,0
PersonX doesn't wander away,to not crash,xIntent,0
PersonX sees PersonY wars,don't make a surprise,xEffect,0
PersonX doesn't buy a new game,Outgoing,xAttr,0
PersonX doesn't get dinner,to be happy.,xNeed,0
PersonX breaks my leg,Doesn't lose person y,oWant,0
PersonX doesn't submit the ___ to arbitration,to fix up his car,xWant,0
PersonX takes PersonY's cat,to be involved,xEffect,0
PersonX doesn't need new clothes,skillful in driving boat.,xEffect,0
PersonX doesn't love PersonY's wife,forgetful,xAttr,0
PersonX lies on either side,lose weight,xWant,0
PersonX shows PersonY how to play,to hurt me.,xIntent,0
PersonX takes PersonX's boat out,"Doesn't say ""thank you for your help""",xEffect,0
PersonX doesn't eat PersonY's vegetables,to gain knowledge,xWant,0
PersonX prevents the ___ from passing,Don't have money,xNeed,0
PersonX robs the bank,not helpful,oWant,0
PersonX tries to catch it,to buy tickets,xIntent,0
PersonX doesn't relieve the patient's ___,enjoyment,xNeed,0
PersonX hits a car,To be involve,xAttr,0
PersonX doesn't develop PersonY understanding,to bond with everyone,xWant,0
PersonX buys PersonX's first home,to answer person x's questions,xWant,0
PersonX doesn't bear oneself,to ask PersonY to make a system,xEffect,0
PersonX asks PersonY if wanted,has fish to eat,xWant,0
PersonX doesn't ride a roller coaster,get bored with old game,xWant,0
PersonX plays softball,Doesn't improve their skills,xReact,0
PersonX soon didn't start,serene,xAttr,0
PersonX decides to go on vacation,touches head,xIntent,0
PersonX doesn't want nothing to do with PersonY,loses person y,xAttr,0
PersonX doubts PersonY's ability,don't answer the question,oReact,0
PersonX keeps PersonX's mouth shut,Doesn't improve their skills,xEffect,0
PersonX cooks ___ at home,passes test,xEffect,0
PersonX learns how to play the drums,to be transported,xWant,0
PersonX bears oneself,to leave a business card,xEffect,0
PersonX tells ___ the news,don't keep the advantage,oReact,0
PersonX surprises PersonX's friend,not sporty,oReact,0
PersonX buys some chips,Person Y went back to home.,xIntent,0
PersonX eats the pie,to post pictures,xAttr,0
PersonX increases PersonY's value,not clumsy,xNeed,0
PersonX doesn't seek help,get home early,xAttr,0
PersonX doesn't sit and talked,propose marriage,xWant,0
PersonX earns one's ___,don't be there for personx,xEffect,0
PersonX doesn't ruin PersonY's day,to exert control over PersonY,xWant,0
PersonX likes anyone,To find the right color,xAttr,0
PersonX doesn't feel PersonX's oats,fantasizes,oWant,0
PersonX moves to new york city,Calls his friend.,xWant,0
PersonX eats PersonY's vegetables,Don't receive purchases and pay for them,xEffect,0
PersonX doesn't depend upon the temperature,to show knowledge,xNeed,0
PersonX learns how to play the drums,to get in the car,xAttr,0
PersonX buys PersonX's first home,Doesn't become complete,xEffect,0
PersonX makes pancakes for breakfast,don't sit down,xNeed,0
PersonX would love PersonY,to research about cars,oWant,0
PersonX meets PersonY's mom,don't go behind their friends back and talk,xNeed,0
PersonX moves PersonY's furniture,ask for favors,xWant,0
PersonX doesn't slap PersonY's hand,to give thanks,xReact,0
PersonX doesn't take PersonX's boat out,"says ""thank you for your help""",xEffect,0
PersonX likes ___ a lot,Win the prize,xWant,0
PersonX spills soda,Don't ask questions,xAttr,0
PersonX stops in front of PersonY,don't catch fish,oWant,0
PersonX starts the day,person x pukes,xWant,0
PersonX plays a ___ in the lives,not supportive,xReact,0
PersonX cries every ___,to have a task,xWant,0
PersonX doesn't know PersonY's stuff,to count their money,oWant,0
PersonX breaks my leg,not revengeful,oReact,0
PersonX finds PersonY's family,not egotistical,xIntent,0
PersonX doesn't feel well enough,friendly,xAttr,0
PersonX goes to the animal shelter,to gets a anymore the field,xNeed,0
PersonX embraces every ___,To be work for a transport company,xIntent,0
PersonX drives around,not nice,xAttr,0
PersonX helps PersonX's family,to relax,xIntent,0
PersonX listens to PersonY's mom,PersonX doesn't fall,xNeed,0
PersonX wakes up early this morning,don't eat the meal,xEffect,0
PersonX is playing with PersonX's cat,Discourage by their choice of words,xWant,0
PersonX mows the lawn,don't have fun riding,xAttr,0
PersonX stabs in the back,don't have scissors,xWant,0
PersonX doesn't get PersonY's phone,to go to them to talk,xNeed,0
PersonX doesn't pull PersonY's pants,to start another once it's done,oEffect,0
PersonX doesn't want to go on vacation,to be very educated on a topic,xEffect,0
PersonX leaves the store,don't make a plan,oWant,0
PersonX lies behind PersonY,don't celebrate,xAttr,0
PersonX doesn't come home one day,needy,xAttr,0
PersonX hurts PersonY's feelings,Don't pay someone else to do PersonX's work,xIntent,0
PersonX gets PersonX's passport,not available,xAttr,0
PersonX slowly didn't move PersonY's mouth up,to know exactly how much he can afford to give,xNeed,0
PersonX departs this life ___,don't ask PersonY for the keys,oWant,0
PersonX decides to go on vacation,to get home safe,xReact,0
PersonX attends a wine tasting,not kind,xWant,0
PersonX doesn't meet PersonY's neighbors,strong,xNeed,0
PersonX ties ___ together,Smiles back,xAttr,0
PersonX doesn't decide to leave,smiles,xEffect,0
PersonX asks ___ for help,not annoyed,xWant,0
PersonX departs this life ___,not sociable,xWant,0
PersonX practices yoga,to ask to spend time,xNeed,0
PersonX has never done it before,started to live a special diet,xAttr,0
PersonX doesn't change PersonY's policy,to find something,xIntent,0
PersonX gets really scared,not upset,xWant,0
PersonX catches lots of fish,to communicate with the man,xAttr,0
PersonX follows PersonY closely,not leg,oWant,0
PersonX doesn't go back to the hotel,to do something different,xWant,0
PersonX starts the day,strong,xAttr,0
PersonX would help,not creative,xWant,0
PersonX paves the road to hell,Person to don't go away,oWant,0
PersonX puts PersonX's things,cleans,xAttr,0
PersonX doesn't stop in front of PersonY,to catch fish,oWant,0
PersonX celebrates PersonY's victory,Care for,oReact,0
PersonX takes a different route,don't mourn,xEffect,0
PersonX finds PersonY's family,to provide a valid process,xEffect,0
PersonX cuts both ways,not important,xReact,0
PersonX adopts a pet,not tired,xNeed,0
PersonX loves the view,thank person x,xEffect,0
PersonX kills PersonY's brother,not happy,xAttr,0
PersonX likes ___ a lot,winning the prize,xWant,0
PersonX takes a trip,don't drink something.,xAttr,0
PersonX takes ___ two hours,interested,xIntent,0
PersonX moves to new york city,dominated,xNeed,0
PersonX carries PersonY into effect,Doesn't tell the person he will help at any time,xAttr,0
PersonX doesn't leave PersonY's house,brave,xNeed,0
PersonX goes ___ on leave,don't determine the first step,oEffect,0
PersonX doesn't adopt a pet,Gets fresh air,xNeed,0
PersonX would stop crying,to scream,xWant,0
PersonX doesn't embrace every ___,seeks to perform magic,xAttr,0
PersonX doesn't keep on truckin,to research about cars,xEffect,0
PersonX falls many times,don't be jovial,xAttr,0
PersonX acquires PersonY knowledge,PersonX gives fish to their friends,xAttr,0
PersonX takes ___ that day,not competent,xWant,0
PersonX meets PersonY's mom,don't go on another trip,oEffect,0
PersonX tells ___ the news,feels satisfied,xAttr,0
PersonX eats PersonY's vegetables,to gain knowledge,xWant,0
PersonX doesn't meet ___ for the first time,seeks to perform magic,oEffect,0
PersonX follows PersonY closely,not boring,xReact,0
PersonX doesn't push PersonX's ___ through the crowd,Gets praised,oReact,0
PersonX ruins PersonY's day,Cleaning,xAttr,0
PersonX gets a new cell phone,to get help,xAttr,0
PersonX loses PersonX's jobs,to quiz the students,xWant,0
PersonX quickly called ___,don't support themself,xNeed,0
PersonX puts ___ under PersonX's pillow,to dress nicely,xWant,0
PersonX drives to the store ___,don't get a good grade,xNeed,0
PersonX curves PersonY's lips,not superior.,xWant,0
PersonX buys school supplies,to work the hours,xNeed,0
PersonX always took,don't facilitate communication between groups.,xWant,0
PersonX doubts PersonY's ability,not inexperienced,xReact,0
PersonX moves to new york city,not time,xEffect,0
PersonX shows PersonY how to play,don't remain quiet,oEffect,0
PersonX gets the ingredients together,is helped out,xReact,0
PersonX keeps ___ away from PersonY,not proud,xEffect,0
PersonX isn't a great singer,look at the water,xNeed,0
PersonX fish all day,don't visit sick people in a hospital,xAttr,0
PersonX tells PersonY to be quiet,to take lots of pictures,xIntent,0
PersonX needs a new shirt,Isn't paid for his services by the organisation.,xWant,0
PersonX doesn't ask PersonY to give,drink brandy,xIntent,0
PersonX ties ___ together,Aren't helped by Person X.,xEffect,0
PersonX decides to cheat,to gather materials,xNeed,0
PersonX climbs the fence,not good,xWant,0
PersonX doesn't see PersonX's work,practice singing,xNeed,0
PersonX justifies the ___ to man,Gets a lot of attention,xAttr,0
PersonX carries ___ to PersonY's car,Isn't helped out,xEffect,0
PersonX follows PersonY closely,Don't take notice of PersonY,xAttr,0
PersonX goes for a walk in the woods,has new furniture,xAttr,0
PersonX buys PersonX's first home,also happy,xNeed,0
PersonX plays ___ all the time,gets arrested,xNeed,0
PersonX becomes sick,Don't receive personY's call,xEffect,0
PersonX doesn't look right,soft,xWant,0
PersonX bears oneself,to ask PersonY to make a system,xEffect,0
PersonX resolves PersonY's problems,don't understand PersonX,xAttr,0
PersonX doesn't spill soda,wants to achieve things,xReact,0
PersonX doesn't love art,to walk towards it,xWant,0
PersonX kicks the ball,dependable,xAttr,0
PersonX likes anyone,not nervous,xWant,0
PersonX finds a cause of death,spends money,xAttr,0
PersonX lies on PersonY's side,to make him his partner,xWant,0
PersonX gets PersonX's keys,to get a paper,xAttr,0
PersonX doesn't call ___ to the importance,helpful,xReact,0
PersonX doesn't lose PersonX's job ___,grateful,oWant,0
PersonX finds the door locked,Doesn't go to jail,xAttr,0
PersonX doesn't change PersonY's policy,they eat delicious food,xAttr,0
PersonX buries PersonY's head,to know the number to call cops,xWant,0
PersonX soon started,determined to finish,xWant,0
PersonX doesn't climb the fence,bottles the blood,oEffect,0
PersonX doesn't use ___ to express,wave light wand,xWant,0
PersonX hits the gas,gets hurt,xNeed,0
PersonX loses PersonX's job ___,familar,xEffect,0
PersonX fish all day,Works hard,xIntent,0
PersonX gives PersonY explanation,sees him,xNeed,0
PersonX wins big,not brave,xAttr,0
PersonX doesn't meet PersonX's needs,helpful,xWant,0
PersonX tells PersonY did not want,Gets lose initially,oWant,0
PersonX doesn't make PersonY remark,sees the sites,oEffect,0
PersonX knows PersonY's stuff,don't count their money,oWant,0
PersonX has to stay home,capable,xNeed,0
PersonX wills help,don't finish their work,oEffect,0
PersonX doesn't take PersonY fishing,promise to make a return visit.,oWant,0
PersonX diagnoses with cancer,tells them what they know,oWant,0
PersonX asks PersonY if wanted,to struggle,xWant,0
PersonX uses chopsticks,don't do the best they can,xIntent,0
PersonX plays softball,not excited,oWant,0
PersonX paints PersonY's bedroom walls,unwell,xReact,0
PersonX doesn't spend a week with PersonY,accept gift,xEffect,0
PersonX cooks breakfast,"may learn, or become better at cooking pancakes",xIntent,0
PersonX doesn't lie behind PersonY,assertive,xNeed,0
PersonX buys another,not Assist,xAttr,0
PersonX holds PersonX's phone,satisfied,xIntent,0
PersonX doesn't reach PersonX's ___ in the century,Bombs X back,xEffect,0
PersonX wouldn't love PersonY,happy,xWant,0
PersonX gets PersonX's ___ away,to take pictures,oEffect,0
PersonX costs PersonY dollars,Person x doesn't sleep,oReact,0
PersonX stops in time,don't fill out paperwork,xEffect,0
PersonX drives PersonX's car to work,the friend sees new things,xWant,0
PersonX carries ___ to PersonY's car,excited,oEffect,0
PersonX stabs in the back,to have scissors,xWant,0
PersonX writes PersonX's memoirs,not hardworking,xReact,0
PersonX implements PersonY system,to be alone,oWant,0
PersonX doesn't go back to the hotel,becomes grateful to PersonX,xIntent,0
PersonX knows PersonY was right,don't call the police,xNeed,0
PersonX buys the shoes,caring,xAttr,0
PersonX always took,PersonY's muscle tense up from frustration,oReact,0
PersonX gives PersonY nothing,happy about his act,xAttr,0
PersonX really didn't hurt PersonY,to drive his car,oWant,0
PersonX doesn't fight ___ to shoulder,has to breathe through his nose,xNeed,0
PersonX hears PersonY name,not sociable,xEffect,0
PersonX makes brownies,unsure,xEffect,0
PersonX hires ___ to help PersonY,rushed,xAttr,0
PersonX raises the ___ to PersonY's lips,say hello,oReact,0
PersonX almost hit PersonY,publish the book,xReact,0
PersonX throws ___ in the wash,To know what his problem isn't,xReact,0
PersonX follows PersonY closely,unprepared,xWant,0
PersonX asks the students,Walks home,xAttr,0
PersonX records every ___,not Assist,xIntent,0
PersonX makes a paper plane,overjoyed,xWant,0
PersonX doesn't spray paint,hit person,xNeed,0
PersonX loses PersonX's jobs,to celebrate,xAttr,0
PersonX brings PersonY news,not friendly,xNeed,0
PersonX surprises PersonX's friend,Don't say hello,xNeed,0
PersonX robs the bank,not energetic,oWant,0
PersonX decorates PersonX's home,in charge,xReact,0
PersonX submits the ___ to arbitration,generous,xAttr,0
PersonX finds PersonY's owners,don't convince them to help him,xWant,0
PersonX pulls the rug out from under PersonY,more sure of themselves,xAttr,0
PersonX dont like PersonY,not Concerned,xAttr,0
PersonX spends a ___ looking,walk home,xWant,0
PersonX doesn't know PersonY too well,intuitive,xReact,0
PersonX decides to go on vacation,go away,xIntent,0
PersonX kills PersonY instantly,carefree,xIntent,0
PersonX takes ___ too fast,to know the reason,xIntent,0
PersonX makes a paper plane,not overjoyed,xWant,0
PersonX checks PersonY's temperature,not afraid,oReact,0
PersonX doesn't need new clothes,to get drunk all the time,xReact,0
PersonX works anyway,calls a locksmith,xIntent,0
PersonX doesn't doubt PersonY's ability,to have hurt PersonY,xIntent,0
PersonX puts pen to paper,immature,xWant,0
PersonX is PersonX's wedding day,not Irresponsible,xReact,0
PersonX withdraws PersonY's hand,cant control their actions,xReact,0
PersonX leaves ___ immediately,good about themselves,xReact,0
PersonX slowly didn't move PersonY's mouth up,to post pictures,xAttr,0
PersonX wins big,not happy,xWant,0
PersonX celebrates PersonY's victory,To abuse,xAttr,0
PersonX gives it to PersonY's son,not diligent,xReact,0
PersonX makes brownies,not disabled,xAttr,0
PersonX hears PersonY name,Don't apologize,xWant,0
PersonX finds PersonY's family,don't provide a valid process,xEffect,0
PersonX submits the ___ to arbitration,not Smiles,oWant,0
PersonX doesn't borrow ___ from a friend,Learn how to do it,xAttr,0
PersonX joins a book club,Don't decide what clothes they need,xNeed,0
PersonX knows PersonY wasn't right,The doctor gives medication or other reports to PersonX,oWant,0
PersonX lies behind PersonY,not brave,oWant,0
PersonX doesn't pass another ___,gets on time,xAttr,0
PersonX buys the shoes,don't look in the mirro,xNeed,0
PersonX wanders away,Person x doesn't get in car,xNeed,0
PersonX doesn't get PersonY started,to stay lifetime,xAttr,0
PersonX buys another,not Please,xWant,0
PersonX has done it before,information passed,oWant,0
PersonX asks the students,thoughtful,oWant,0
PersonX moves to new york city,highly motivated,xWant,0
PersonX brings it to school,get a cast,xAttr,0
PersonX eats better,Tired,xIntent,0
PersonX doesn't board PersonY's plane,thinks about the music,xNeed,0
PersonX doesn't buy a new sweater,close,xAttr,0
PersonX packs PersonX's bag,falls from bike,xNeed,0
PersonX waves PersonY away,not change,xWant,0
PersonX loves the water,gets exercise,xNeed,0
PersonX doesn't hurt PersonY's feelings,no other person,xAttr,0
PersonX cant doesn't help,Practice the sport.,xEffect,0
PersonX works for an hour,to approach PersonY,xWant,0
PersonX buys school supplies,Don't turn aside,xReact,0
PersonX doesn't ask my friend,to visit the local pet shelter,xEffect,0
PersonX is a great singer,not sad,xWant,0
PersonX goes ___ on leave,Doesn't loose 10 pounds,xWant,0
PersonX finds PersonX's hotel,don't express his love for them,xIntent,0
PersonX listens to PersonY's mom,to talk with PersonX about various things.,oWant,0
PersonX don't offer PersonX's condolences,to be entertained,xNeed,0
PersonX spills soda,moves their furniture for family members,xWant,0
PersonX doesn't tell PersonY did not want,to protect others,oEffect,0
PersonX doesn't move to new york city,highly motivated,xWant,0
PersonX gets PersonX's ___ away,to put the mower back on its place,xNeed,0
PersonX cooks breakfast,sighs in relief,xReact,0
PersonX doesn't stab in the back,dominated,xNeed,0
PersonX doesn't hit the nail on the head,waits for another bus,xEffect,0
PersonX gets PersonX's blood drawn,don't become a professional photographer,oEffect,0
PersonX doesn't follow PersonY closely,amiable,xEffect,0
PersonX departs this life ___,not powerful,xWant,0
PersonX doesn't submit the ___ to arbitration,Smiles,oWant,0
PersonX robs the bank,don't get the address for PersonY's father,oReact,0
PersonX doesn't pay PersonY price,to bring it back home,oWant,0
PersonX doesn't let PersonX's cat,to say what they are thinking,xEffect,0
PersonX doesn't wash PersonY's hair,To eat and hydrate properly,oWant,0
PersonX doesn't get PersonX's keys,to decide he's complete,xEffect,0
PersonX asks PersonY to call,not disappointed,xAttr,0
PersonX doesn't look at PersonY with eyes,Does not hear X,xEffect,0
PersonX gets PersonX's passport,gets promoted,xWant,0
PersonX doesn't look right,respected,xNeed,0
PersonX takes PersonY's home,Happy and love,oReact,0
PersonX doesn't buy school supplies,good.,xIntent,0
PersonX deepens PersonX's understanding,don't make a plan,xNeed,0
PersonX brings PersonY news,to wait for a response,xReact,0
PersonX claims PersonX's prize,don't scream,oReact,0
PersonX doesn't use PersonY's thumb,to feel cozy at home,xEffect,0
PersonX knows PersonY was right,don't fill his glass with soda,oWant,0
PersonX pushes PersonX's ___ through the crowd,to understand PersonX,xEffect,0
PersonX eventually didn't decide,Takes a shower,xReact,0
PersonX sends PersonX's ___ to die,is ignored,xEffect,0
PersonX doesn't decide to cheat,helpful,xEffect,0
PersonX cooks ___ at home,thoughtful,xNeed,0
PersonX takes ___ to a repair shop,These people get thank by X.,xWant,0
PersonX doesn't stroke PersonX's beard,to feel better,xReact,0
PersonX keeps on truckin,not Accomplish,xEffect,0
PersonX doesn't pursue PersonY policy,to relax,xAttr,0
PersonX locks ___ in PersonX's car,celebrate,xEffect,0
PersonX doesn't take the reins,buys items,xAttr,0
PersonX resolves PersonY's problems,not glad,xAttr,0
PersonX goes for a walk in the woods,Doesn't sell old car,oWant,0
PersonX doesn't finish PersonX's essay,sore muscles,xNeed,0
PersonX doesn't stop in time,spend weeks procuring necessary documents to apply for passport,xWant,0
PersonX wouldn't help,concerned,xAttr,0
PersonX goes on in PersonY's mind,don't obtain something,xNeed,0
PersonX fish all day,to use the belongings,xNeed,0
PersonX is losing money,To haven't spoken to PersonY about the policy,xAttr,0
PersonX takes PersonX's bike,good about themselves,xWant,0
PersonX doesn't hit a car,for PersonY to love back,xAttr,0
