p,q,r,output
PersonX wouldn't see PersonY,not intense,xAttr,0
PersonX prohibits the exercise thereof,gets thanked,xEffect,0
PersonX prohibits the exercise thereof,Gets thank,xEffect,0
PersonX doesn't prohibit the exercise thereof,Gets thank,xEffect,0
PersonX takes my daughter,Helpful,oWant,0
PersonX takes my daughter,not Helpful,oWant,0
PersonX doesn't take my daughter,not Helpful,oWant,0
PersonX calls ___ anyway,put photo away,xReact,0
PersonX calls ___ anyway,Didn't put photo away,xReact,0
PersonX doesn't call ___ anyway,Didn't put photo away,xReact,0
PersonX reigns ___ in jerusalem,to browse the aisles,oWant,0
PersonX reigns ___ in jerusalem,don't browse the aisles,oWant,0
PersonX doesn't reign ___ in jerusalem,don't browse the aisles,oWant,0
PersonX steals PersonY away,sweats,xAttr,0
PersonX steals PersonY away,Doesn't sweat,xAttr,0
PersonX doesn't steal PersonY away,Doesn't sweat,xAttr,0
PersonX imports ___ from abroad,They get slapped because it was inappropriate to putt PersonY's pants,xIntent,0
PersonX imports ___ from abroad,They get slap because it was inappropriate to putt PersonY's pants,xIntent,0
PersonX imports ___ from abroad,They get slap because it was inappropriate to putt PersonY's pants,xIntent,0
PersonX digs deep,to get rid of him,xAttr,0
PersonX digs deep,don't get rid of him,xAttr,0
PersonX doesn't dig deep,don't get rid of him,xAttr,0
PersonX impedes PersonY's progress,stretch,xWant,0
PersonX impedes PersonY's progress,not stretch,xWant,0
PersonX doesn't impede PersonY's progress,not stretch,xWant,0
PersonX runs through PersonY's mind,insecure,xReact,0
PersonX runs through PersonY's mind,Don't insecure,xReact,0
PersonX doesn't run through PersonY's mind,Don't insecure,xReact,0
PersonX loves the water,to eat,xWant,0
PersonX loves the water,don't eat,xWant,0
PersonX doesn't love the water,don't eat,xWant,0
PersonX looks around to see,talks to someone on the phone,xEffect,0
PersonX looks around to see,not talks to someone on the phone,xEffect,0
PersonX doesn't look around to see,not talks to someone on the phone,xEffect,0
PersonX finishes PersonX's essay,stupid,xNeed,0
PersonX finishes PersonX's essay,not stupid,xNeed,0
PersonX doesn't finish PersonX's essay,not stupid,xNeed,0
PersonX is out for the rest of the season,them to move,xWant,0
PersonX is out for the rest of the season,Them to don't move,xWant,0
PersonX isn't out for the rest of the season,Them to don't move,xWant,0
PersonX becomes popular,PersonY is resentful towards PersonX,xReact,0
PersonX becomes popular,PersonY isn't resentful towards PersonX,xReact,0
PersonX doesn't become popular,PersonY isn't resentful towards PersonX,xReact,0
PersonX has a ___ for every time,get some cream and sugar,xAttr,0
PersonX has a ___ for every time,Don't get some cream and sugar,xAttr,0
PersonX doesn't have a ___ for every time,Don't get some cream and sugar,xAttr,0
PersonX never woke,dominant,xAttr,0
PersonX never woke,not dominant,xAttr,0
PersonX never didn't wake,not dominant,xAttr,0
PersonX justifies PersonX's conduct,get some large bags,xIntent,0
PersonX justifies PersonX's conduct,Don't get some large bags,xIntent,0
PersonX doesn't justify PersonX's conduct,Don't get some large bags,xIntent,0
PersonX goes ___ yesterday,happy,xEffect,0
PersonX goes ___ yesterday,not happy,xEffect,0
PersonX doesn't go ___ yesterday,not happy,xEffect,0
PersonX plays board games,has things to unpack,oEffect,0
PersonX plays board games,Doesn't have things to unpack,oEffect,0
PersonX doesn't play board games,Doesn't have things to unpack,oEffect,0
PersonX waits to go back,has less clutter,xReact,0
PersonX waits to go back,Doesn't have less clutter,xReact,0
PersonX doesn't wait to go back,Doesn't have less clutter,xReact,0
PersonX supports PersonY's claims,buy a new car,oReact,0
PersonX supports PersonY's claims,Don't buy a new car,oReact,0
PersonX doesn't support PersonY's claims,Don't buy a new car,oReact,0
PersonX offer PersonX's condolences,prove,xAttr,0
PersonX offer PersonX's condolences,Don't prove,xAttr,0
PersonX don't offer PersonX's condolences,Don't prove,xAttr,0
PersonX goes to the animal shelter,to make apple juice,xEffect,0
PersonX goes to the animal shelter,don't make apple juice,xEffect,0
PersonX doesn't go to the animal shelter,don't make apple juice,xEffect,0
PersonX lies on PersonY's side,get receipts,xWant,0
PersonX lies on PersonY's side,Don't get receipts,xWant,0
PersonX doesn't lie on PersonY's side,Don't get receipts,xWant,0
PersonX pursues PersonX's course,flies somewhere,xReact,0
PersonX pursues PersonX's course,Doesn't fly somewhere,xReact,0
PersonX doesn't pursue PersonX's course,Doesn't fly somewhere,xReact,0
PersonX imports ___ from abroad,helpful,xNeed,0
PersonX imports ___ from abroad,not helpful,xNeed,0
PersonX imports ___ from abroad,not helpful,xNeed,0
PersonX tries to run away,to give some out,xReact,0
PersonX tries to run away,don't give some out,xReact,0
PersonX doesn't try to run away,don't give some out,xReact,0
PersonX gets there on time,rejected,xAttr,0
PersonX gets there on time,not Reject,xAttr,0
PersonX doesn't get there on time,not Reject,xAttr,0
PersonX would love PersonY,to get a softball,xReact,0
PersonX would love PersonY,don't get a softball,xReact,0
PersonX wouldn't love PersonY,don't get a softball,xReact,0
PersonX loves the ___ much,to run away,xNeed,0
PersonX loves the ___ much,don't run away,xNeed,0
PersonX doesn't love the ___ much,don't run away,xNeed,0
PersonX gives PersonY a glimpse,to tell something,xAttr,0
PersonX gives PersonY a glimpse,don't tell something,xAttr,0
PersonX doesn't give PersonY a glimpse,don't tell something,xAttr,0
PersonX takes a stab at ___,grateful,xEffect,0
PersonX takes a stab at ___,not grateful,xEffect,0
PersonX doesn't take a stab at ___,not grateful,xEffect,0
PersonX reduces PersonX's risk,to take the dog to a vet,xNeed,0
PersonX reduces PersonX's risk,don't take the dog to a vet,xNeed,0
PersonX doesn't reduce PersonX's risk,don't take the dog to a vet,xNeed,0
PersonX shares the author's ___,to be merciful,xWant,0
PersonX shares the author's ___,don't be merciful,xWant,0
PersonX doesn't share the author's ___,don't be merciful,xWant,0
PersonX develops PersonY understanding,rips of his pants,xNeed,0
PersonX develops PersonY understanding,not rips of his pants,xNeed,0
PersonX doesn't develop PersonY understanding,not rips of his pants,xNeed,0
PersonX performs well,ignore call,xReact,0
PersonX performs well,Don't ignore call,xReact,0
PersonX doesn't perform well,Don't ignore call,xReact,0
PersonX takes PersonY's home,determined,oWant,0
PersonX takes PersonY's home,Didn't determine,oWant,0
PersonX doesn't take PersonY's home,Didn't determine,oWant,0
PersonX analyzes ___ in terms,To go on a spending spree,xEffect,0
PersonX analyzes ___ in terms,don't go on a spending spree,xEffect,0
PersonX doesn't analyze ___ in terms,don't go on a spending spree,xEffect,0
PersonX puts pen to paper,is called a gossip,xAttr,0
PersonX puts pen to paper,Isn't called a gossip,xAttr,0
PersonX doesn't put pen to paper,Isn't called a gossip,xAttr,0
PersonX is really good,eats popcorn,xEffect,0
PersonX is really good,Doesn't eat popcorn,xEffect,0
PersonX isn't really good,Doesn't eat popcorn,xEffect,0
PersonX basically told PersonY,polite,xWant,0
PersonX basically told PersonY,not polite,xWant,0
PersonX basically didn't tell PersonY,not polite,xWant,0
PersonX cooks breakfast,drops it,xReact,0
PersonX cooks breakfast,Doesn't drop it,xReact,0
PersonX doesn't cook breakfast,Doesn't drop it,xReact,0
PersonX seeks help,Gets sick,oWant,0
PersonX seeks help,Doesn't get sick,oWant,0
PersonX doesn't seek help,Doesn't get sick,oWant,0
PersonX wakes up early this morning,techy,xAttr,0
PersonX wakes up early this morning,not techy,xAttr,0
PersonX doesn't wake up early this morning,not techy,xAttr,0
PersonX visits PersonY's family,to let go of PersonY,xIntent,0
PersonX visits PersonY's family,don't let go of PersonY,xIntent,0
PersonX doesn't visit PersonY's family,don't let go of PersonY,xIntent,0
PersonX hosts ___ at PersonY's house,knowledgable,oWant,0
PersonX hosts ___ at PersonY's house,not knowledgable,oWant,0
PersonX doesn't host ___ at PersonY's house,not knowledgable,oWant,0
PersonX depends upon the size,to have a problem with their body,xWant,0
PersonX depends upon the size,don't have a problem with their body,xWant,0
PersonX doesn't depend upon the size,don't have a problem with their body,xWant,0
PersonX locks ___ in PersonX's car,yes (implied),xAttr,0
PersonX locks ___ in PersonX's car,Yes ( imply),xAttr,0
PersonX doesn't lock ___ in PersonX's car,Yes ( imply),xAttr,0
PersonX gets a hit,boneheaded,xWant,0
PersonX gets a hit,Didn't bonehead,xWant,0
PersonX doesn't get a hit,Didn't bonehead,xWant,0
PersonX rolls onto PersonY's back,PersonC receives a higher bet,xReact,0
PersonX rolls onto PersonY's back,PersonC doesn't receive a higher bet,xReact,0
PersonX doesn't roll onto PersonY's back,PersonC doesn't receive a higher bet,xReact,0
PersonX throws it on the floor,mean,xReact,0
PersonX throws it on the floor,Don't mean,xReact,0
PersonX doesn't throw it on the floor,Don't mean,xReact,0
PersonX takes PersonY form,gentle,xAttr,0
PersonX takes PersonY form,not gentle,xAttr,0
PersonX doesn't take PersonY form,not gentle,xAttr,0
PersonX hears PersonX's name called,to give y's wife a message,xAttr,0
PersonX hears PersonX's name called,don't give y's wife a message,xAttr,0
PersonX doesn't hear PersonX's name called,don't give y's wife a message,xAttr,0
PersonX works wonders,to be impactful,xWant,0
PersonX works wonders,don't be impactful,xWant,0
PersonX works wonders,don't be impactful,xWant,0
PersonX gives PersonY explanation,uses gift,xWant,0
PersonX gives PersonY explanation,Doesn't use gift,xWant,0
PersonX doesn't give PersonY explanation,Doesn't use gift,xWant,0
PersonX rises from the ashes,mean,xAttr,0
PersonX rises from the ashes,Don't mean,xAttr,0
PersonX doesn't rise from the ashes,Don't mean,xAttr,0
PersonX visits last week,has something to eat,xReact,0
PersonX visits last week,Doesn't have something to eat,xReact,0
PersonX visits last week,Doesn't have something to eat,xReact,0
PersonX tells PersonY's family,to leave with PersonZ,xReact,0
PersonX tells PersonY's family,don't leave with PersonZ,xReact,0
PersonX doesn't tell PersonY's family,don't leave with PersonZ,xReact,0
PersonX kicks the tyres,excited,xAttr,0
PersonX kicks the tyres,not Excite,xAttr,0
PersonX doesn't kick the tyres,not Excite,xAttr,0
PersonX thanks everyone,defended,oReact,0
PersonX thanks everyone,Didn't defend,oReact,0
PersonX thanks everyone,Didn't defend,oReact,0
PersonX is mowing PersonY's lawn,to know how they are doing in class,oWant,0
PersonX is mowing PersonY's lawn,don't know how they are doing in class,oWant,0
PersonX isn't mowing PersonY's lawn,don't know how they are doing in class,oWant,0
PersonX tells PersonY to leave,to escape boredom,oReact,0
PersonX tells PersonY to leave,don't escape boredom,oReact,0
PersonX doesn't tell PersonY to leave,don't escape boredom,oReact,0
PersonX hires ___ to help PersonY,to take the dog for walk,oReact,0
PersonX hires ___ to help PersonY,don't take the dog for walk,oReact,0
PersonX doesn't hire ___ to help PersonY,don't take the dog for walk,oReact,0
PersonX acquires PersonY knowledge,to go to the store,xIntent,0
PersonX acquires PersonY knowledge,don't go to the store,xIntent,0
PersonX doesn't acquire PersonY knowledge,don't go to the store,xIntent,0
PersonX goes ___ to PersonY's wife,to call the police,oEffect,0
PersonX goes ___ to PersonY's wife,don't call the police,oEffect,0
PersonX doesn't go ___ to PersonY's wife,don't call the police,oEffect,0
PersonX does something wrong,PersonX gets awarded for a good deed,xEffect,0
PersonX does something wrong,PersonX gets award for a good deed,xEffect,0
PersonX doesn't do something wrong,PersonX gets award for a good deed,xEffect,0
PersonX takes PersonX's hat off to ___,restless,xAttr,0
PersonX takes PersonX's hat off to ___,not restless,xAttr,0
PersonX doesn't take PersonX's hat off to ___,not restless,xAttr,0
PersonX advances towards PersonY,thoughtful,oWant,0
PersonX advances towards PersonY,not thoughtful,oWant,0
PersonX advances towards PersonY,not thoughtful,oWant,0
PersonX leads the ___ astray,Confused,oEffect,0
PersonX leads the ___ astray,not Confuse,oEffect,0
PersonX doesn't lead the ___ astray,not Confuse,oEffect,0
PersonX changes PersonX's nature,small,oReact,0
PersonX changes PersonX's nature,not small,oReact,0
PersonX changes PersonX's nature,not small,oReact,0
PersonX does push ups,makes note of things useful for his project.,xIntent,0
PersonX does push ups,Doesn't make note of things useful for his project.,xIntent,0
PersonX doesn't push ups,Doesn't make note of things useful for his project.,xIntent,0
PersonX makes ___ just in time,to repay the favor,oWant,0
PersonX makes ___ just in time,don't repay the favor,oWant,0
PersonX doesn't make ___ just in time,don't repay the favor,oWant,0
PersonX turns out pretty well,runs away from PersonX,oWant,0
PersonX turns out pretty well,Doesn't run away from PersonX,oWant,0
PersonX doesn't turn out pretty well,Doesn't run away from PersonX,oWant,0
PersonX pays ___ to issues,to drive to the store.,xWant,0
PersonX pays ___ to issues,don't drive to the store.,xWant,0
PersonX doesn't pay ___ to issues,don't drive to the store.,xWant,0
PersonX buys some new ones,a ball.,xAttr,0
PersonX buys some new ones,not a ball.,xAttr,0
PersonX doesn't buy some new ones,not a ball.,xAttr,0
PersonX gets to the bottom of ___,to get up,xWant,0
PersonX gets to the bottom of ___,don't get up,xWant,0
PersonX doesn't get to the bottom of ___,don't get up,xWant,0
PersonX leaves the kitchen,happier/responsible,xNeed,0
PersonX leaves the kitchen,not happier/responsible,xNeed,0
PersonX doesn't leave the kitchen,not happier/responsible,xNeed,0
PersonX takes ___ as a sign,becomes more self-confident,xAttr,0
PersonX takes ___ as a sign,Doesn't become more self-confident,xAttr,0
PersonX doesn't take ___ as a sign,Doesn't become more self-confident,xAttr,0
PersonX implements PersonY system,optimistic,xReact,0
PersonX implements PersonY system,not optimistic,xReact,0
PersonX doesn't implement PersonY system,not optimistic,xReact,0
PersonX calls PersonY by PersonZ's name,get close to car,xReact,0
PersonX calls PersonY by PersonZ's name,Don't get close to car,xReact,0
PersonX doesn't call PersonY by PersonZ's name,Don't get close to car,xReact,0
PersonX pounds a beat,wealthy,xAttr,0
PersonX pounds a beat,not wealthy,xAttr,0
PersonX pounds a beat,not wealthy,xAttr,0
PersonX starts one ___,gets a reputation as a quitter,xNeed,0
PersonX starts one ___,Doesn't get a reputation as a quitter,xNeed,0
PersonX doesn't start one ___,Doesn't get a reputation as a quitter,xNeed,0
PersonX takes the plunge,to make money,xEffect,0
PersonX takes the plunge,don't make money,xEffect,0
PersonX doesn't take the plunge,don't make money,xEffect,0
PersonX eats PersonY's breakfast,smart,xReact,0
PersonX eats PersonY's breakfast,Don't smart,xReact,0
PersonX doesn't eat PersonY's breakfast,Don't smart,xReact,0
PersonX calls upon to perform,accomplished,oWant,0
PersonX calls upon to perform,not Accomplish,oWant,0
PersonX doesn't call upon to perform,not Accomplish,oWant,0
PersonX tries PersonX's hand at baking,to lie for PersonY,xIntent,0
PersonX tries PersonX's hand at baking,don't lie for PersonY,xIntent,0
PersonX doesn't try PersonX's hand at baking,don't lie for PersonY,xIntent,0
PersonX suffers ___ as a result,to of had somewhere to go,xAttr,0
PersonX suffers ___ as a result,To of have somewhere to go,xAttr,0
PersonX doesn't suffer ___ as a result,To of have somewhere to go,xAttr,0
PersonX gets off PersonX's high horse,christmas tree decorations,xIntent,0
PersonX gets off PersonX's high horse,not christmas tree decorations,xIntent,0
PersonX doesn't get off PersonX's high horse,not christmas tree decorations,xIntent,0
PersonX spends a week with PersonY,hopeful,xNeed,0
PersonX spends a week with PersonY,not hopeful,xNeed,0
PersonX doesn't spend a week with PersonY,not hopeful,xNeed,0
PersonX hats dogs,to start his own firm,xWant,0
PersonX hats dogs,don't start his own firm,xWant,0
PersonX hats dogs,don't start his own firm,xWant,0
PersonX is out for the rest of the season,betrayed,xAttr,0
PersonX is out for the rest of the season,not Betray,xAttr,0
PersonX isn't out for the rest of the season,not Betray,xAttr,0
PersonX takes ___ to a repair shop,to investigate further,xNeed,0
PersonX takes ___ to a repair shop,don't investigate further,xNeed,0
PersonX doesn't take ___ to a repair shop,don't investigate further,xNeed,0
PersonX pulls out of the hat,a ball.,xWant,0
PersonX pulls out of the hat,not a ball.,xWant,0
PersonX doesn't pull out of the hat,not a ball.,xWant,0
PersonX blows to kingdom come,understood,xNeed,0
PersonX blows to kingdom come,Didn't understand,xNeed,0
PersonX blows to kingdom don't come,Didn't understand,xNeed,0
PersonX eats ___ at a restaurant,love,xReact,0
PersonX eats ___ at a restaurant,Don't love,xReact,0
PersonX doesn't eat ___ at a restaurant,Don't love,xReact,0
PersonX starts saving money,ask PersonY if they want to spend the day with them doing these activities,xAttr,0
PersonX starts saving money,Don't ask PersonY if they want to spend the day with them doing these activities,xAttr,0
PersonX doesn't start saving money,Don't ask PersonY if they want to spend the day with them doing these activities,xAttr,0
PersonX carries a tune,watches as personX gestures,xIntent,0
PersonX carries a tune,not watches as personX gestures,xIntent,0
PersonX doesn't carry a tune,not watches as personX gestures,xIntent,0
PersonX obeys PersonY's orders,to commit suicide,oReact,0
PersonX obeys PersonY's orders,don't commit suicide,oReact,0
PersonX doesn't obey PersonY's orders,don't commit suicide,oReact,0
PersonX persuades PersonY's ___ to let,to win the game at any cost,xWant,0
PersonX persuades PersonY's ___ to let,don't win the game at any cost,xWant,0
PersonX doesn't persuade PersonY's ___ to let,don't win the game at any cost,xWant,0
PersonX feels a sharp sting,She lies about it all.,xEffect,0
PersonX feels a sharp sting,She doesn't lie about it all.,xEffect,0
PersonX doesn't feel a sharp sting,She doesn't lie about it all.,xEffect,0
PersonX kills PersonY instantly,gets slapped,xReact,0
PersonX kills PersonY instantly,Gets slap,xReact,0
PersonX doesn't kill PersonY instantly,Gets slap,xReact,0
PersonX takes ___ to a shelter,people to help,xAttr,0
PersonX takes ___ to a shelter,People to don't help,xAttr,0
PersonX doesn't take ___ to a shelter,People to don't help,xAttr,0
PersonX opens PersonY's own store,nurturing,xWant,0
PersonX opens PersonY's own store,not Nurture,xWant,0
PersonX doesn't open PersonY's own store,not Nurture,xWant,0
PersonX starts one ___,brave,xNeed,0
PersonX starts one ___,not brave,xNeed,0
PersonX doesn't start one ___,not brave,xNeed,0
PersonX keeps PersonY's head,to carry out work,oEffect,0
PersonX keeps PersonY's head,don't carry out work,oEffect,0
PersonX doesn't keep PersonY's head,don't carry out work,oEffect,0
PersonX pricks up PersonX's ears,to watch something,xWant,0
PersonX pricks up PersonX's ears,don't watch something,xWant,0
PersonX doesn't prick up PersonX's ears,don't watch something,xWant,0
PersonX blazes a trail,to approach PersonY,xReact,0
PersonX blazes a trail,don't approach PersonY,xReact,0
PersonX doesn't blaze a trail,don't approach PersonY,xReact,0
PersonX buys some chips,to send the paper in the mail,xIntent,0
PersonX buys some chips,don't send the paper in the mail,xIntent,0
PersonX doesn't buy some chips,don't send the paper in the mail,xIntent,0
PersonX buys a new book,responsive,xWant,0
PersonX buys a new book,not responsive,xWant,0
PersonX doesn't buy a new book,not responsive,xWant,0
PersonX takes PersonX's first step,destination,xAttr,0
PersonX takes PersonX's first step,not destination,xAttr,0
PersonX doesn't take PersonX's first step,not destination,xAttr,0
PersonX gives ___ to PersonY's parents,rude,xNeed,0
PersonX gives ___ to PersonY's parents,not rude,xNeed,0
PersonX doesn't give ___ to PersonY's parents,not rude,xNeed,0
PersonX loses ___ for a moment,good,xReact,0
PersonX loses ___ for a moment,not good,xReact,0
PersonX doesn't lose ___ for a moment,not good,xReact,0
PersonX decorates PersonX's home,to communicate,xAttr,0
PersonX decorates PersonX's home,don't communicate,xAttr,0
PersonX doesn't decorate PersonX's home,don't communicate,xAttr,0
PersonX kisses PersonY softly,to see the fireworks,oReact,0
PersonX kisses PersonY softly,don't see the fireworks,oReact,0
PersonX doesn't kiss PersonY softly,don't see the fireworks,oReact,0
PersonX denies the ___ altogether,to open their folder,xWant,0
PersonX denies the ___ altogether,don't open their folder,xWant,0
PersonX doesn't deny the ___ altogether,don't open their folder,xWant,0
PersonX does god's work,gets sick,xAttr,0
PersonX does god's work,Doesn't get sick,xAttr,0
PersonX doesn't do god's work,Doesn't get sick,xAttr,0
PersonX brings it to school,pushy,xEffect,0
PersonX brings it to school,Don't pushy,xEffect,0
PersonX doesn't bring it to school,Don't pushy,xEffect,0
PersonX uses the internet,put on an oven mitt,xWant,0
PersonX uses the internet,Put on an oven mitt,xWant,0
PersonX doesn't use the internet,Put on an oven mitt,xWant,0
PersonX calls PersonY's father,say goodbye to the kids,xAttr,0
PersonX calls PersonY's father,Don't say goodbye to the kids,xAttr,0
PersonX doesn't call PersonY's father,Don't say goodbye to the kids,xAttr,0
PersonX gives PersonY power,to put in all his efforts,xWant,0
PersonX gives PersonY power,don't put in all his efforts,xWant,0
PersonX doesn't give PersonY power,don't put in all his efforts,xWant,0
PersonX skips breakfast,happy,xEffect,0
PersonX skips breakfast,not happy,xEffect,0
PersonX skips breakfast,not happy,xEffect,0
PersonX turns PersonZ's ___ toward PersonY,To welcome Y,xIntent,0
PersonX turns PersonZ's ___ toward PersonY,don't welcome Y,xIntent,0
PersonX doesn't turn PersonZ's ___ toward PersonY,don't welcome Y,xIntent,0
PersonX calls the school,to get a ride since he drank too much.,xReact,0
PersonX calls the school,don't get a ride since he drank too much.,xReact,0
PersonX doesn't call the school,don't get a ride since he drank too much.,xReact,0
PersonX makes it just in time,to drop by,xWant,0
PersonX makes it just in time,don't drop by,xWant,0
PersonX doesn't make it just in time,don't drop by,xWant,0
PersonX takes ___ to the airport,worshipped,xEffect,0
PersonX takes ___ to the airport,Didn't worship,xEffect,0
PersonX doesn't take ___ to the airport,Didn't worship,xEffect,0
PersonX goes ___ to PersonY's wife,lewd,xAttr,0
PersonX goes ___ to PersonY's wife,not lewd,xAttr,0
PersonX doesn't go ___ to PersonY's wife,not lewd,xAttr,0
PersonX sends PersonY to PersonZ's room,aggressive,oWant,0
PersonX sends PersonY to PersonZ's room,not aggressive,oWant,0
PersonX doesn't send PersonY to PersonZ's room,not aggressive,oWant,0
PersonX teaches PersonY how to fish,excited,oReact,0
PersonX teaches PersonY how to fish,not Excite,oReact,0
PersonX doesn't teach PersonY how to fish,not Excite,oReact,0
PersonX suffers ___ as a result,intent,xReact,0
PersonX suffers ___ as a result,not intent,xReact,0
PersonX doesn't suffer ___ as a result,not intent,xReact,0
PersonX makes PersonX's dream come true,stronger,xReact,0
PersonX makes PersonX's dream come true,not stronger,xReact,0
PersonX doesn't make PersonX's dream come true,not stronger,xReact,0
PersonX tells PersonY to stop,got awards,xAttr,0
PersonX tells PersonY to stop,Didn't get awards,xAttr,0
PersonX doesn't tell PersonY to stop,Didn't get awards,xAttr,0
PersonX makes extra cash,sweats,xEffect,0
PersonX makes extra cash,Doesn't sweat,xEffect,0
PersonX doesn't make extra cash,Doesn't sweat,xEffect,0
PersonX plays a ___ in the struggle,to smack the person,oWant,0
PersonX plays a ___ in the struggle,don't smack the person,oWant,0
PersonX doesn't play a ___ in the struggle,don't smack the person,oWant,0
PersonX decides to smoke,untie the boat,xAttr,0
PersonX decides to smoke,Don't untie the boat,xAttr,0
PersonX doesn't decide to smoke,Don't untie the boat,xAttr,0
PersonX keeps on truckin,Gets red,oWant,0
PersonX keeps on truckin,Doesn't get red,oWant,0
PersonX doesn't keep on truckin,Doesn't get red,oWant,0
PersonX spills ___ all over PersonY's shirt,satisfied,oWant,0
PersonX spills ___ all over PersonY's shirt,not satisfied,oWant,0
PersonX doesn't spill ___ all over PersonY's shirt,not satisfied,oWant,0
PersonX stays busy,have a good grade.,xIntent,0
PersonX stays busy,Don't have a good grade.,xIntent,0
PersonX doesn't stay busy,Don't have a good grade.,xIntent,0
PersonX provides ___ for the children,go for a walk,xEffect,0
PersonX provides ___ for the children,Don't go for a walk,xEffect,0
PersonX doesn't provide ___ for the children,Don't go for a walk,xEffect,0
PersonX eats apples,to be talking in a meeting,xEffect,0
PersonX eats apples,To be talk in a meeting,xEffect,0
PersonX doesn't eat apples,To be talk in a meeting,xEffect,0
PersonX starts to walk away,comply,xWant,0
PersonX starts to walk away,Don't comply,xWant,0
PersonX doesn't start to walk away,Don't comply,xWant,0
PersonX asks PersonY if wanted,open it,xReact,0
PersonX asks PersonY if wanted,Don't open it,xReact,0
PersonX doesn't ask PersonY if wanted,Don't open it,xReact,0
PersonX donates blood,gets punished,xNeed,0
PersonX donates blood,Gets punish,xNeed,0
PersonX doesn't donate blood,Gets punish,xNeed,0
PersonX gets stronger,get train ticketS,xReact,0
PersonX gets stronger,Don't get train ticketS,xReact,0
PersonX doesn't get stronger,Don't get train ticketS,xReact,0
PersonX restores the ___ to PersonY's state,be mindful of persony,xReact,0
PersonX restores the ___ to PersonY's state,Don't be mindful of persony,xReact,0
PersonX doesn't restore the ___ to PersonY's state,Don't be mindful of persony,xReact,0
PersonX discusses these ___ in detail,powerful,xEffect,0
PersonX discusses these ___ in detail,not powerful,xEffect,0
PersonX doesn't discuss these ___ in detail,not powerful,xEffect,0
PersonX helps a ___ in need,to thank PersonX,oReact,0
PersonX helps a ___ in need,don't thank PersonX,oReact,0
PersonX doesn't help a ___ in need,don't thank PersonX,oReact,0
PersonX shines PersonY's shoes,talk to friends,xNeed,0
PersonX shines PersonY's shoes,Don't talk to friends,xNeed,0
PersonX doesn't shine PersonY's shoes,Don't talk to friends,xNeed,0
PersonX sets the ___ at defiance,to finish the action,xAttr,0
PersonX sets the ___ at defiance,don't finish the action,xAttr,0
PersonX doesn't set the ___ at defiance,don't finish the action,xAttr,0
PersonX shares PersonX's experiences,is asked questions,xEffect,0
PersonX shares PersonX's experiences,Isn't asked questions,xEffect,0
PersonX shares PersonX's experiences,Isn't asked questions,xEffect,0
PersonX sees ___ on the road,to reach for their hat,xAttr,0
PersonX sees ___ on the road,don't reach for their hat,xAttr,0
PersonX doesn't see ___ on the road,don't reach for their hat,xAttr,0
PersonX takes off PersonY's clothes,thankful.,oEffect,0
PersonX takes off PersonY's clothes,not thankful.,oEffect,0
PersonX doesn't take off PersonY's clothes,not thankful.,oEffect,0
PersonX ensures PersonY supply,exhausted,oWant,0
PersonX ensures PersonY supply,not Exhaust,oWant,0
PersonX doesn't ensure PersonY supply,not Exhaust,oWant,0
PersonX wants PersonX's kids,look at evidence,xAttr,0
PersonX wants PersonX's kids,Don't look at evidence,xAttr,0
PersonX doesn't want PersonX's kids,Don't look at evidence,xAttr,0
PersonX picks it up right away,to convince,xAttr,0
PersonX picks it up right away,don't convince,xAttr,0
PersonX doesn't pick it up right away,don't convince,xAttr,0
PersonX writes PersonX's memoirs,drinks,xReact,0
PersonX writes PersonX's memoirs,not drinks,xReact,0
PersonX doesn't write PersonX's memoirs,not drinks,xReact,0
PersonX takes ___ to france,to shop at a different store,xEffect,0
PersonX takes ___ to france,don't shop at a different store,xEffect,0
PersonX doesn't take ___ to france,don't shop at a different store,xEffect,0
PersonX changes PersonY's plans,to cook fish,xEffect,0
PersonX changes PersonY's plans,don't cook fish,xEffect,0
PersonX doesn't change PersonY's plans,don't cook fish,xEffect,0
PersonX gives ___ a headache,eat a hamburger,oEffect,0
PersonX gives ___ a headache,Don't eat a hamburger,oEffect,0
PersonX doesn't give ___ a headache,Don't eat a hamburger,oEffect,0
PersonX scores a touchdown,to make sure they stay out of trouble,xEffect,0
PersonX scores a touchdown,don't make sure they stay out of trouble,xEffect,0
PersonX doesn't score a touchdown,don't make sure they stay out of trouble,xEffect,0
PersonX gathers PersonX's family,to apologize for their action,xWant,0
PersonX gathers PersonX's family,don't apologize for their action,xWant,0
PersonX gathers PersonX's family,don't apologize for their action,xWant,0
PersonX looks right,personX misses parties,xAttr,0
PersonX looks right,PersonX doesn't miss parties,xAttr,0
PersonX doesn't look right,PersonX doesn't miss parties,xAttr,0
PersonX gets certified,to try something out,xWant,0
PersonX gets certified,don't try something out,xWant,0
PersonX gets certify,don't try something out,xWant,0
PersonX writes songs,to seek medical attention,xNeed,0
PersonX writes songs,don't seek medical attention,xNeed,0
PersonX doesn't write songs,don't seek medical attention,xNeed,0
PersonX is fast asleep,able,xNeed,0
PersonX is fast asleep,not able,xNeed,0
PersonX isn't fast asleep,not able,xNeed,0
PersonX grabs PersonX's chest,to pay attention to detail,xReact,0
PersonX grabs PersonX's chest,don't pay attention to detail,xReact,0
PersonX doesn't grab PersonX's chest,don't pay attention to detail,xReact,0
PersonX gets ___ from the bank,organized,xEffect,0
