p,q,r,output
PersonX opposes PersonY's weight,insensitive,xAttr,1
PersonX opposes PersonY's weight,mean,xAttr,1
PersonX opposes PersonY's weight,judgemental,xAttr,1
PersonX opposes PersonY's weight,rude,xAttr,1
PersonX opposes PersonY's weight,critical,xAttr,1
PersonX opposes PersonY's weight,gets yelled at,xEffect,1
PersonX opposes PersonY's weight,gets sent away,xEffect,1
PersonX opposes PersonY's weight,gets pushed,xEffect,1
PersonX opposes PersonY's weight,gets obstructed,xEffect,1
PersonX opposes PersonY's weight,PersonY to be healthy,xIntent,1
PersonX opposes PersonY's weight,PersonY to lose weight,xIntent,1
PersonX opposes PersonY's weight,to read the scale,xNeed,1
PersonX opposes PersonY's weight,to put person Y on the scale,xNeed,1
PersonX opposes PersonY's weight,unhealthy,xReact,1
PersonX opposes PersonY's weight,unreasonable,xReact,1
PersonX opposes PersonY's weight,helpful,xReact,1
PersonX opposes PersonY's weight,caring,xReact,1
PersonX opposes PersonY's weight,to get fit,xWant,1
PersonX opposes PersonY's weight,exercise daily,xWant,1
PersonX opposes PersonY's weight,to reprimand person Y,xWant,1
PersonX opposes PersonY's weight,to put person Y on a diet,xWant,1
PersonX is forbidden from the party.,Blame-worthy,xAttr,1
PersonX is forbidden from the party.,Rejected,xAttr,1
PersonX is forbidden from the party.,Snubbed,xAttr,1
PersonX is forbidden from the party.,submissive,xAttr,1
PersonX is forbidden from the party.,meek,xAttr,1
PersonX is forbidden from the party.,Kicked out of friend group,xEffect,1
PersonX is forbidden from the party.,Forced out of party,xEffect,1
PersonX is forbidden from the party.,abandoned,xReact,1
PersonX is forbidden from the party.,sad,xReact,1
PersonX is forbidden from the party.,disappointed,xReact,1
PersonX is forbidden from the party.,to sneak into the party,xWant,1
PersonX is forbidden from the party.,to knock over trashcans,xWant,1
PersonX is forbidden from the party.,crash the party,xWant,1
PersonX is forbidden from the party.,to go home,xWant,1
PersonX denies PersonY's friends.,anger,oReact,1
PersonX denies PersonY's friends.,upset,oReact,1
PersonX denies PersonY's friends.,hurt,oReact,1
PersonX denies PersonY's friends.,to hang out with X less,oWant,1
PersonX denies PersonY's friends.,to figure out what's wrong with X,oWant,1
PersonX denies PersonY's friends.,arrogant,xAttr,1
PersonX denies PersonY's friends.,insolent,xAttr,1
PersonX denies PersonY's friends.,introverted,xAttr,1
PersonX denies PersonY's friends.,rejecting,xAttr,1
PersonX denies PersonY's friends.,Scolded by personY,xEffect,1
PersonX denies PersonY's friends.,Kicked out of friend group,xEffect,1
PersonX denies PersonY's friends.,to not be around PersonY's friends,xIntent,1
PersonX denies PersonY's friends.,to be alone,xIntent,1
PersonX denies PersonY's friends.,to hang out with others,xIntent,1
PersonX denies PersonY's friends.,to shun PersonY's friends,xIntent,1
PersonX denies PersonY's friends.,to know PersonY,xNeed,1
PersonX denies PersonY's friends.,to know about Y's friends,xNeed,1
PersonX denies PersonY's friends.,satisfaction,xReact,1
PersonX denies PersonY's friends.,happiness,xReact,1
PersonX denies PersonY's friends.,guilty,xReact,1
PersonX denies PersonY's friends.,regretful,xReact,1
PersonX denies PersonY's friends.,to only be friends with Y,xWant,1
PersonX denies PersonY's friends.,to ignore others,xWant,1
PersonX denies PersonY's friends.,to avoid persony's friends,xWant,1
PersonX denies PersonY's friends.,be alone with persony,xWant,1
PersonX  opposes PersonY's stance,argued with,oEffect,1
PersonX  opposes PersonY's stance,frowns,oEffect,1
PersonX  opposes PersonY's stance,challeneged,oReact,1
PersonX  opposes PersonY's stance,disrespected,oReact,1
PersonX  opposes PersonY's stance,unsupported,oReact,1
PersonX  opposes PersonY's stance,indignant,oReact,1
PersonX  opposes PersonY's stance,nothing to do with it,oWant,1
PersonX  opposes PersonY's stance,to not talk to personx,oWant,1
PersonX  opposes PersonY's stance,outspoken,xAttr,1
PersonX  opposes PersonY's stance,opinionated,xAttr,1
PersonX  opposes PersonY's stance,independent,xAttr,1
PersonX  opposes PersonY's stance,self-assured,xAttr,1
PersonX  opposes PersonY's stance,combative,xAttr,1
PersonX  opposes PersonY's stance,blood pressure rises,xEffect,1
PersonX  opposes PersonY's stance,heart rate increases,xEffect,1
PersonX  opposes PersonY's stance,argued with,xEffect,1
PersonX  opposes PersonY's stance,frowns,xEffect,1
PersonX  opposes PersonY's stance,to share person x's beliefs,xIntent,1
PersonX  opposes PersonY's stance,to compete with person y,xIntent,1
PersonX  opposes PersonY's stance,challenged,xReact,1
PersonX  opposes PersonY's stance,competitive,xReact,1
PersonX  opposes PersonY's stance,hostile,xReact,1
PersonX  opposes PersonY's stance,incredulous,xReact,1
PersonX  opposes PersonY's stance,to debate persony,xWant,1
PersonX  opposes PersonY's stance,try and change their mind,xWant,1
PersonX  opposes PersonY's stance,to be alone,xWant,1
PersonX  opposes PersonY's stance,to lead,xWant,1
PersonX fails their classes.,lazy,xAttr,1
PersonX fails their classes.,inattentive,xAttr,1
PersonX fails their classes.,unstudious,xAttr,1
PersonX fails their classes.,unintelligent,xAttr,1
PersonX fails their classes.,they have to repeat a grade,xEffect,1
PersonX fails their classes.,they drop out of school,xEffect,1
PersonX fails their classes.,to study well,xNeed,1
PersonX fails their classes.,to work early,xNeed,1
PersonX fails their classes.,do things other than studying,xNeed,1
PersonX fails their classes.,think about things other than schoolwork,xNeed,1
PersonX fails their classes.,worried about their future,xReact,1
PersonX fails their classes.,dumb,xReact,1
PersonX fails their classes.,incompetent,xReact,1
PersonX fails their classes.,like they don't understand the basics,xReact,1
PersonX fails their classes.,disappointed,xReact,1
PersonX fails their classes.,to go tuition to develop the skill,xWant,1
PersonX fails their classes.,to study hard,xWant,1
PersonX fails their classes.,retake tests,xWant,1
PersonX fails their classes.,repeat a school year,xWant,1
PersonX unpacks PersonY's stuff.,thanks PersonX,oEffect,1
PersonX unpacks PersonY's stuff.,thinks about organizing newly unpacked stuff,oEffect,1
PersonX unpacks PersonY's stuff.,also unpacks stuff but is less tired,oEffect,1
PersonX unpacks PersonY's stuff.,puts away unpacked stuff,oEffect,1
PersonX unpacks PersonY's stuff.,glad to be home for a while,oReact,1
PersonX unpacks PersonY's stuff.,homesick for their college buddies,oReact,1
PersonX unpacks PersonY's stuff.,organized,xAttr,1
PersonX unpacks PersonY's stuff.,responsible,xAttr,1
PersonX unpacks PersonY's stuff.,prying,xAttr,1
PersonX unpacks PersonY's stuff.,engaged,xAttr,1
PersonX unpacks PersonY's stuff.,rests arms,xEffect,1
PersonX unpacks PersonY's stuff.,stretches arms,xEffect,1
PersonX unpacks PersonY's stuff.,to help PersonY,xIntent,1
PersonX unpacks PersonY's stuff.,is asked by PersonY,xIntent,1
PersonX unpacks PersonY's stuff.,to welcome them home,xIntent,1
PersonX unpacks PersonY's stuff.,to be helpful,xIntent,1
PersonX unpacks PersonY's stuff.,pick up Y at airport,xNeed,1
PersonX unpacks PersonY's stuff.,carry in Y's suitcase,xNeed,1
PersonX unpacks PersonY's stuff.,helpful,xReact,1
PersonX unpacks PersonY's stuff.,being ordered,xReact,1
PersonX unpacks PersonY's stuff.,happy that the semester is over,xReact,1
PersonX unpacks PersonY's stuff.,excited to have their daughter home from college,xReact,1
PersonX unpacks PersonY's stuff.,to help y,xWant,1
PersonX unpacks PersonY's stuff.,to be good to y,xWant,1
PersonX unpacks PersonY's stuff.,to have a welcome home party,xWant,1
PersonX unpacks PersonY's stuff.,invite guests,xWant,1
PersonX avoids PersonY's family.,confused,oReact,1
PersonX avoids PersonY's family.,surprised,oReact,1
PersonX avoids PersonY's family.,uncomfortable,xAttr,1
PersonX avoids PersonY's family.,guilt-ridden,xAttr,1
PersonX avoids PersonY's family.,fearful,xAttr,1
PersonX avoids PersonY's family.,annoyed,xAttr,1
PersonX avoids PersonY's family.,PersonX need to ask sorry,xEffect,1
PersonX avoids PersonY's family.,Want to punish PersonX,xEffect,1
PersonX avoids PersonY's family.,to be alone,xIntent,1
PersonX avoids PersonY's family.,to not see Y,xIntent,1
PersonX avoids PersonY's family.,to be ridiculed by the family,xNeed,1
PersonX avoids PersonY's family.,to be antisocial,xNeed,1
PersonX avoids PersonY's family.,alone,xReact,1
PersonX avoids PersonY's family.,at peace,xReact,1
PersonX avoids PersonY's family.,guilty,xReact,1
PersonX avoids PersonY's family.,nervous,xReact,1
PersonX avoids PersonY's family.,to stay alone,xWant,1
PersonX avoids PersonY's family.,to break up,xWant,1
PersonX avoids PersonY's family.,to maintain independence,xWant,1
PersonX avoids PersonY's family.,to remain private,xWant,1
PersonX avoids playing with PersonY's dad.,rejected,oReact,1
PersonX avoids playing with PersonY's dad.,sad,oReact,1
PersonX avoids playing with PersonY's dad.,confused,oReact,1
PersonX avoids playing with PersonY's dad.,worried,oReact,1
PersonX avoids playing with PersonY's dad.,to play with someone else,oWant,1
PersonX avoids playing with PersonY's dad.,to know why X avoids them,oWant,1
PersonX avoids playing with PersonY's dad.,serious,xAttr,1
PersonX avoids playing with PersonY's dad.,solemn,xAttr,1
PersonX avoids playing with PersonY's dad.,safe,xAttr,1
PersonX avoids playing with PersonY's dad.,decisive,xAttr,1
PersonX avoids playing with PersonY's dad.,is not invited,xEffect,1
PersonX avoids playing with PersonY's dad.,does not get stressed,xEffect,1
PersonX avoids playing with PersonY's dad.,to stay away from the dad,xIntent,1
PersonX avoids playing with PersonY's dad.,be around others,xIntent,1
PersonX avoids playing with PersonY's dad.,to be alone,xIntent,1
PersonX avoids playing with PersonY's dad.,to play byself,xIntent,1
PersonX avoids playing with PersonY's dad.,wary,xReact,1
PersonX avoids playing with PersonY's dad.,cautious,xReact,1
PersonX avoids playing with PersonY's dad.,uncomfortable,xReact,1
PersonX avoids playing with PersonY's dad.,nervous,xReact,1
PersonX avoids playing with PersonY's dad.,to make friends their own age,xWant,1
PersonX avoids playing with PersonY's dad.,talk to y about their dad,xWant,1
PersonX avoids playing with PersonY's dad.,to hate him,xWant,1
PersonX avoids playing with PersonY's dad.,to hide from him,xWant,1
PersonX fails the test,incapable,xAttr,1
PersonX fails the test,stupid,xAttr,1
PersonX fails the test,unprepared,xAttr,1
PersonX fails the test,irresponsible,xAttr,1
PersonX fails the test,retakes test,xEffect,1
PersonX fails the test,fails class,xEffect,1
PersonX fails the test,to not study for a test,xNeed,1
PersonX fails the test,to take the test,xNeed,1
PersonX fails the test,to have a big exam coming up,xNeed,1
PersonX fails the test,to decide to party instead of study,xNeed,1
PersonX fails the test,to not be prepared for the test,xNeed,1
PersonX fails the test,stupid,xReact,1
PersonX fails the test,silly,xReact,1
PersonX fails the test,unhappy,xReact,1
PersonX fails the test,sad,xReact,1
PersonX fails the test,to study harder,xWant,1
PersonX fails the test,to talk to the teacher,xWant,1
PersonX fails the test,study for the next exam,xWant,1
PersonX fails the test,to raise their grade,xWant,1
PersonX fails the test,to ask for extra credit assignments,xWant,1
PersonX has a little crush on PersonY,oblivious,oReact,1
PersonX has a little crush on PersonY,flattered,oReact,1
PersonX has a little crush on PersonY,get to know personX,oWant,1
PersonX has a little crush on PersonY,date personX,oWant,1
PersonX has a little crush on PersonY,flirting,xAttr,1
PersonX has a little crush on PersonY,sneaking,xAttr,1
PersonX has a little crush on PersonY,affectionate,xAttr,1
PersonX has a little crush on PersonY,interested,xAttr,1
PersonX has a little crush on PersonY,Asked out by personY,xEffect,1
PersonX has a little crush on PersonY,Taken on a date,xEffect,1
PersonX has a little crush on PersonY,meet personY,xNeed,1
PersonX has a little crush on PersonY,like personY,xNeed,1
PersonX has a little crush on PersonY,infatuated,xReact,1
PersonX has a little crush on PersonY,smitten with PersonY's presence,xReact,1
PersonX has a little crush on PersonY,wanted,xReact,1
PersonX has a little crush on PersonY,liked,xReact,1
PersonX has a little crush on PersonY,get to know personY,xWant,1
PersonX has a little crush on PersonY,date personY,xWant,1
PersonX has a little crush on PersonY,to tell them,xWant,1
PersonX has a little crush on PersonY,to ask them to be their girlfriends,xWant,1
PersonX refuses to make love to PersonY,begins tearing up from the rejection,oEffect,1
PersonX refuses to make love to PersonY,wipes the tears from her face,oEffect,1
PersonX refuses to make love to PersonY,cries,oEffect,1
PersonX refuses to make love to PersonY,furrows brow,oEffect,1
PersonX refuses to make love to PersonY,rejected,oReact,1
PersonX refuses to make love to PersonY,sad,oReact,1
PersonX refuses to make love to PersonY,lonely,oReact,1
PersonX refuses to make love to PersonY,to appeal to X for romance,oWant,1
PersonX refuses to make love to PersonY,to make themselves more attractive,oWant,1
PersonX refuses to make love to PersonY,cold,xAttr,1
PersonX refuses to make love to PersonY,uncaring,xAttr,1
PersonX refuses to make love to PersonY,distant,xAttr,1
PersonX refuses to make love to PersonY,unapproachable,xAttr,1
PersonX refuses to make love to PersonY,is asked to leave,xEffect,1
PersonX refuses to make love to PersonY,is told not to come back,xEffect,1
PersonX refuses to make love to PersonY,gets dumped,xEffect,1
PersonX refuses to make love to PersonY,gets yelled at,xEffect,1
PersonX refuses to make love to PersonY,to be alone,xIntent,1
PersonX refuses to make love to PersonY,to break up with their partner,xIntent,1
PersonX refuses to make love to PersonY,to take a rest,xIntent,1
PersonX refuses to make love to PersonY,to sleep,xIntent,1
PersonX refuses to make love to PersonY,guilty,xReact,1
PersonX refuses to make love to PersonY,annoyed,xReact,1
PersonX refuses to make love to PersonY,bothered,xReact,1
PersonX refuses to make love to PersonY,tired,xReact,1
PersonX refuses to make love to PersonY,To get commitment from Y,xWant,1
PersonX refuses to make love to PersonY,To have something concrete from Y,xWant,1
PersonX refuses to make love to PersonY,to divorce Y,xWant,1
PersonX refuses to make love to PersonY,TO GET A NEW LOVER,xWant,1
PersonX avoids PersonY's shoulder,Rejected and confused,oReact,1
PersonX avoids PersonY's shoulder,Ostracized,oReact,1
PersonX avoids PersonY's shoulder,evasive,xAttr,1
PersonX avoids PersonY's shoulder,aware,xAttr,1
PersonX avoids PersonY's shoulder,considerate,xAttr,1
PersonX avoids PersonY's shoulder,careful,xAttr,1
PersonX avoids PersonY's shoulder,To put distance between themselves and personY,xIntent,1
PersonX avoids PersonY's shoulder,Ignore personY,xIntent,1
PersonX avoids PersonY's shoulder,rude,xReact,1
PersonX avoids PersonY's shoulder,unwanted,xReact,1
PersonX avoids PersonY's shoulder,Distant and aloof,xReact,1
PersonX avoids PersonY's shoulder,Standoffish and proud,xReact,1
PersonX avoids PersonY's shoulder,to shake hands,xWant,1
PersonX avoids PersonY's shoulder,to kiss them,xWant,1
PersonX avoids PersonY's shoulder,no to cause an accident,xWant,1
PersonX avoids PersonY's shoulder,to free,xWant,1
PersonX persuades PersonY to stop,cries,oEffect,1
PersonX persuades PersonY to stop,tears come out,oEffect,1
PersonX persuades PersonY to stop,Asks why,oEffect,1
PersonX persuades PersonY to stop,Thanks person x,oEffect,1
PersonX persuades PersonY to stop,encouraged,oReact,1
PersonX persuades PersonY to stop,like quitting drugs,oReact,1
PersonX persuades PersonY to stop,annoyed,oReact,1
PersonX persuades PersonY to stop,restrained,oReact,1
PersonX persuades PersonY to stop,tactful,xAttr,1
PersonX persuades PersonY to stop,thoughtful,xAttr,1
PersonX persuades PersonY to stop,forceful,xAttr,1
PersonX persuades PersonY to stop,persuasive,xAttr,1
PersonX persuades PersonY to stop,compelling,xAttr,1
PersonX persuades PersonY to stop,sweats,xEffect,1
PersonX persuades PersonY to stop,sighs,xEffect,1
PersonX persuades PersonY to stop,Is relieved,xEffect,1
PersonX persuades PersonY to stop,Explains person person y,xEffect,1
PersonX persuades PersonY to stop,personY to get healthy,xIntent,1
PersonX persuades PersonY to stop,personY to live a long life,xIntent,1
PersonX persuades PersonY to stop,persony to stop,xIntent,1
PersonX persuades PersonY to stop,avoid escalating a situation,xIntent,1
PersonX persuades PersonY to stop,productive,xReact,1
PersonX persuades PersonY to stop,dubious,xReact,1
PersonX persuades PersonY to stop,bold,xReact,1
PersonX persuades PersonY to stop,confident,xReact,1
PersonX persuades PersonY to stop,to hate him,xWant,1
PersonX persuades PersonY to stop,to be alone,xWant,1
PersonX persuades PersonY to stop,be safe,xWant,1
PersonX persuades PersonY to stop,relax,xWant,1
PersonX decides to refuse help to PersonY.,is left without help,oEffect,1
PersonX decides to refuse help to PersonY.,realizes that PersonX is not their friend,oEffect,1
PersonX decides to refuse help to PersonY.,desperate,oReact,1
PersonX decides to refuse help to PersonY.,ignored,oReact,1
PersonX decides to refuse help to PersonY.,receive an explanation,oWant,1
PersonX decides to refuse help to PersonY.,avoid helping personX in the future,oWant,1
PersonX decides to refuse help to PersonY.,to get mad at PersonX,oWant,1
PersonX decides to refuse help to PersonY.,to ask help from someone else,oWant,1
PersonX decides to refuse help to PersonY.,selfish,xAttr,1
PersonX decides to refuse help to PersonY.,thoughtful,xAttr,1
PersonX decides to refuse help to PersonY.,torn,xAttr,1
PersonX decides to refuse help to PersonY.,aloof,xAttr,1
PersonX decides to refuse help to PersonY.,Scolded by personY,xEffect,1
PersonX decides to refuse help to PersonY.,Told to be more generous,xEffect,1
PersonX decides to refuse help to PersonY.,is considered selfish by others,xEffect,1
PersonX decides to refuse help to PersonY.,is called a jerk,xEffect,1
PersonX decides to refuse help to PersonY.,to not show support,xIntent,1
PersonX decides to refuse help to PersonY.,to watch the situation develop,xIntent,1
PersonX decides to refuse help to PersonY.,be aware that personY needs help,xNeed,1
PersonX decides to refuse help to PersonY.,contemplate helping,xNeed,1
PersonX decides to refuse help to PersonY.,to be asked for help by PersonY,xNeed,1
PersonX decides to refuse help to PersonY.,to be close to PersonY,xNeed,1
PersonX decides to refuse help to PersonY.,bad,xReact,1
PersonX decides to refuse help to PersonY.,sad,xReact,1
PersonX decides to refuse help to PersonY.,watchful,xReact,1
PersonX decides to refuse help to PersonY.,guilty,xReact,1
PersonX decides to refuse help to PersonY.,encourage personY to help themselves,xWant,1
PersonX decides to refuse help to PersonY.,remain uninvolved,xWant,1
PersonX decides to refuse help to PersonY.,to walk away from PersonY,xWant,1
PersonX decides to refuse help to PersonY.,to leave PersonY alone,xWant,1
PersonX unloads all PersonX's things.,thanks PersonX,oEffect,1
PersonX unloads all PersonX's things.,moves things around,oEffect,1
PersonX unloads all PersonX's things.,diligent,xAttr,1
PersonX unloads all PersonX's things.,prepared,xAttr,1
PersonX unloads all PersonX's things.,tired,xAttr,1
PersonX unloads all PersonX's things.,industrious,xAttr,1
PersonX unloads all PersonX's things.,hardworking,xAttr,1
PersonX unloads all PersonX's things.,sits down,xEffect,1
PersonX unloads all PersonX's things.,takes a nap,xEffect,1
PersonX unloads all PersonX's things.,works up a sweat,xEffect,1
PersonX unloads all PersonX's things.,living space becomes cluttered with boxes,xEffect,1
PersonX unloads all PersonX's things.,to unpack,xIntent,1
PersonX unloads all PersonX's things.,to get their things in one place,xIntent,1
PersonX unloads all PersonX's things.,tired,xReact,1
PersonX unloads all PersonX's things.,satisfied,xReact,1
PersonX unloads all PersonX's things.,caringg,xReact,1
PersonX unloads all PersonX's things.,concerned,xReact,1
PersonX unloads all PersonX's things.,to be appreciated,xWant,1
PersonX unloads all PersonX's things.,to look good,xWant,1
PersonX unloads all PersonX's things.,to put away all of the things that were unloaded,xWant,1
PersonX unloads all PersonX's things.,take some time to rest,xWant,1
PersonX denied there was a problem,nervous,oReact,1
PersonX denied there was a problem,mistrustful,oReact,1
PersonX denied there was a problem,try to get help for Person X,oWant,1
PersonX denied there was a problem,get others to talk to Person X,oWant,1
PersonX denied there was a problem,aloof,xAttr,1
PersonX denied there was a problem,unaware,xAttr,1
PersonX denied there was a problem,brazen,xAttr,1
PersonX denied there was a problem,impudent,xAttr,1
PersonX denied there was a problem,get queried,xEffect,1
PersonX denied there was a problem,get questioned,xEffect,1
PersonX denied there was a problem,to put their workers at ease,xIntent,1
PersonX denied there was a problem,to pretend everything is fine,xIntent,1
PersonX denied there was a problem,have a conversation with someone,xNeed,1
PersonX denied there was a problem,be told that there is a problem,xNeed,1
PersonX denied there was a problem,have a problem,xNeed,1
PersonX denied there was a problem,want it to be secret,xNeed,1
PersonX denied there was a problem,nervous,xReact,1
PersonX denied there was a problem,unhappy,xReact,1
PersonX denied there was a problem,frustrated,xReact,1
PersonX denied there was a problem,anxious,xReact,1
PersonX denied there was a problem,get defiant with whoever mentioned the problem,xWant,1
PersonX denied there was a problem,walk away angrily,xWant,1
PersonX denied there was a problem,change the subject,xWant,1
PersonX denied there was a problem,hide,xWant,1
PersonX unzips PersonY's jacket,gets help from PersonX,oEffect,1
PersonX unzips PersonY's jacket,is warmed up by PersonX,oEffect,1
PersonX unzips PersonY's jacket,smiles,oEffect,1
PersonX unzips PersonY's jacket,blushes,oEffect,1
PersonX unzips PersonY's jacket,grateful for help with laundry,oReact,1
PersonX unzips PersonY's jacket,like making love with PersonX as soon as possible,oReact,1
PersonX unzips PersonY's jacket,to say thank you,oWant,1
PersonX unzips PersonY's jacket,to take off the jacket,oWant,1
PersonX unzips PersonY's jacket,to thank x for their help,oWant,1
PersonX unzips PersonY's jacket,to remove the coat,oWant,1
PersonX unzips PersonY's jacket,aggresive,xAttr,1
PersonX unzips PersonY's jacket,flirtatious,xAttr,1
PersonX unzips PersonY's jacket,eager,xAttr,1
PersonX unzips PersonY's jacket,impatient,xAttr,1
PersonX unzips PersonY's jacket,is thanked,xEffect,1
PersonX unzips PersonY's jacket,is asked to help further,xEffect,1
PersonX unzips PersonY's jacket,thanked,xEffect,1
PersonX unzips PersonY's jacket,smiles,xEffect,1
PersonX unzips PersonY's jacket,help them cool down,xIntent,1
PersonX unzips PersonY's jacket,help them undress,xIntent,1
PersonX unzips PersonY's jacket,to wash PersonY's dirty jacket,xIntent,1
PersonX unzips PersonY's jacket,to make love to PersonY quickly,xIntent,1
PersonX unzips PersonY's jacket,to get close to PersonY,xNeed,1
PersonX unzips PersonY's jacket,to grab the zip,xNeed,1
PersonX unzips PersonY's jacket,romantic,xReact,1
PersonX unzips PersonY's jacket,loving,xReact,1
PersonX unzips PersonY's jacket,helpful and organized,xReact,1
PersonX unzips PersonY's jacket,amorous,xReact,1
PersonX unzips PersonY's jacket,to release the zip,xWant,1
PersonX unzips PersonY's jacket,to back a little step,xWant,1
PersonX unzips PersonY's jacket,Help Y remove their coat,xWant,1
PersonX unzips PersonY's jacket,see if Y is too chilly now,xWant,1
PersonX denies PersonY access.,they have to turn around,oEffect,1
PersonX denies PersonY access.,to get in,oWant,1
PersonX denies PersonY access.,to find a way to get inside,oWant,1
PersonX denies PersonY access.,to find a sneaky way in,oWant,1
PersonX denies PersonY access.,to convince X to let them slide,oWant,1
PersonX denies PersonY access.,punitive,xAttr,1
PersonX denies PersonY access.,leery,xAttr,1
PersonX denies PersonY access.,responsible,xAttr,1
PersonX denies PersonY access.,bossy,xAttr,1
PersonX denies PersonY access.,assertive,xAttr,1
PersonX denies PersonY access.,Scolded by personY,xEffect,1
PersonX denies PersonY access.,Kicked out of the library,xEffect,1
PersonX denies PersonY access.,to know PersonY,xNeed,1
PersonX denies PersonY access.,to be at the gate,xNeed,1
PersonX denies PersonY access.,ask person y for proper ID,xNeed,1
PersonX denies PersonY access.,block the entry while talking,xNeed,1
PersonX denies PersonY access.,mean,xReact,1
PersonX denies PersonY access.,rude,xReact,1
PersonX denies PersonY access.,unhappy,xReact,1
PersonX denies PersonY access.,disinterested,xReact,1
PersonX denies PersonY access.,to check PersonY's identification,xWant,1
PersonX denies PersonY access.,to prevent PersonY's entry,xWant,1
PersonX denies PersonY access.,tell Y to leave the premises,xWant,1
PersonX denies PersonY access.,threaten to call the cops,xWant,1
PersonX gives PersonY a disadvantage,they don't do well,oEffect,1
PersonX gives PersonY a disadvantage,they lose,oEffect,1
PersonX gives PersonY a disadvantage,angry,oReact,1
PersonX gives PersonY a disadvantage,cheated,oReact,1
PersonX gives PersonY a disadvantage,receive an explanation,oWant,1
PersonX gives PersonY a disadvantage,overcome,oWant,1
PersonX gives PersonY a disadvantage,to do better than personx,oWant,1
PersonX gives PersonY a disadvantage,to compete,oWant,1
PersonX gives PersonY a disadvantage,irresponsible,xAttr,1
PersonX gives PersonY a disadvantage,a bad influence,xAttr,1
PersonX gives PersonY a disadvantage,is not fair,xAttr,1
PersonX gives PersonY a disadvantage,crafty,xAttr,1
PersonX gives PersonY a disadvantage,gets yelled at,xEffect,1
PersonX gives PersonY a disadvantage,gets insulted,xEffect,1
PersonX gives PersonY a disadvantage,to keep others down,xIntent,1
PersonX gives PersonY a disadvantage,to be evil,xIntent,1
PersonX gives PersonY a disadvantage,develop a way to disadvantage,xNeed,1
PersonX gives PersonY a disadvantage,decide to disadvantage personY,xNeed,1
PersonX gives PersonY a disadvantage,mean,xReact,1
PersonX gives PersonY a disadvantage,rude,xReact,1
PersonX gives PersonY a disadvantage,evil,xReact,1
PersonX gives PersonY a disadvantage,guilty,xReact,1
PersonX gives PersonY a disadvantage,apologize,xWant,1
PersonX gives PersonY a disadvantage,take the advantage,xWant,1
PersonX gives PersonY a disadvantage,to beat persony,xWant,1
PersonX gives PersonY a disadvantage,to win,xWant,1
PersonX avoids PersonY's son.,curious about X avoiding them,oReact,1
PersonX avoids PersonY's son.,unwanted,oReact,1
PersonX avoids PersonY's son.,to criticize,oWant,1
PersonX avoids PersonY's son.,to scoff at person X,oWant,1
PersonX avoids PersonY's son.,to ask what's wrong,oWant,1
PersonX avoids PersonY's son.,to know why personx is avoidng them,oWant,1
PersonX avoids PersonY's son.,cowardly,xAttr,1
PersonX avoids PersonY's son.,rude,xAttr,1
PersonX avoids PersonY's son.,distant,xAttr,1
PersonX avoids PersonY's son.,apathetic,xAttr,1
PersonX avoids PersonY's son.,to avoid seeming partial,xIntent,1
PersonX avoids PersonY's son.,to maintain distance,xIntent,1
PersonX avoids PersonY's son.,to feel used,xNeed,1
PersonX avoids PersonY's son.,to get angry,xNeed,1
PersonX avoids PersonY's son.,mean,xReact,1
PersonX avoids PersonY's son.,selfish,xReact,1
PersonX avoids PersonY's son.,reticent,xReact,1
PersonX avoids PersonY's son.,removed,xReact,1
PersonX avoids PersonY's son.,to forget the incident,xWant,1
PersonX avoids PersonY's son.,to move on,xWant,1
PersonX avoids PersonY's son.,to get out of there,xWant,1
PersonX avoids PersonY's son.,to tell persony to leave with their son,xWant,1
PersonX won nothing at the raffle,unlucky,xAttr,1
PersonX won nothing at the raffle,unsuccessful,xAttr,1
PersonX won nothing at the raffle,disappointed,xAttr,1
PersonX won nothing at the raffle,does not aquire anything new,xEffect,1
PersonX won nothing at the raffle,is offered a different raffle,xEffect,1
PersonX won nothing at the raffle,thinks about those who did win,xEffect,1
PersonX won nothing at the raffle,stresses about the money he wasted on tickets,xEffect,1
PersonX won nothing at the raffle,to buy a raffle ticket,xNeed,1
PersonX won nothing at the raffle,to take out their money,xNeed,1
PersonX won nothing at the raffle,buy a raffle ticket,xNeed,1
PersonX won nothing at the raffle,check at the contest for winners,xNeed,1
PersonX won nothing at the raffle,despairing,xReact,1
PersonX won nothing at the raffle,bummed,xReact,1
PersonX won nothing at the raffle,upset,xReact,1
PersonX won nothing at the raffle,disappointed,xReact,1
PersonX won nothing at the raffle,to congratulate the winners,xWant,1
PersonX won nothing at the raffle,to do other activities,xWant,1
PersonX won nothing at the raffle,to enter another raffle,xWant,1
PersonX won nothing at the raffle,to see who won the raffle,xWant,1
Person X  never goes to Person Y's home,uncaring,oReact,1
Person X  never goes to Person Y's home,like they are contagious,oReact,1
Person X  never goes to Person Y's home,ignored,oReact,1
Person X  never goes to Person Y's home,disliked,oReact,1
Person X  never goes to Person Y's home,receive an explanation,oWant,1
Person X  never goes to Person Y's home,invite personX over,oWant,1
Person X  never goes to Person Y's home,invite the person over,oWant,1
Person X  never goes to Person Y's home,hang around the house,oWant,1
Person X  never goes to Person Y's home,paranoid,xAttr,1
Person X  never goes to Person Y's home,reclusive,xAttr,1
Person X  never goes to Person Y's home,self-centered,xAttr,1
Person X  never goes to Person Y's home,unwelcome,xAttr,1
