p,q,r,output
PersonX does not lose PersonY's phone,Don't hurt,xReact,0
PersonX loses PersonY's phone,Don't hurt,xReact,0
PersonX does not shin PersonY's shoes,to decide to maintain distance regarding Y's error,xIntent,0
PersonX does not shin PersonY's shoes,don't decide to maintain distance regarding Y's error,xIntent,0
PersonX shins PersonY's shoes,don't decide to maintain distance regarding Y's error,xIntent,0
PersonX does not call PersonY's office,frustrated,oWant,0
PersonX does not call PersonY's office,not Frustrate,oWant,0
PersonX calls PersonY's office,not Frustrate,oWant,0
PersonX does not express PersonY idea,frowns,xWant,0
PersonX does not express PersonY idea,Doesn't frown,xWant,0
PersonX expresses PersonY idea,Doesn't frown,xWant,0
PersonX does not believe what personY saw.,to be a good friend,oEffect,0
PersonX does not believe what personY saw.,don't be a good friend,oEffect,0
PersonX does believe what personY saw.,don't be a good friend,oEffect,0
PersonX does not give the speech,to avoid personX,xAttr,0
PersonX does not give the speech,don't avoid personX,xAttr,0
PersonX gives the speech,don't avoid personX,xAttr,0
PersonX does not determine PersonY's customer base,to plan ahead,xWant,0
PersonX does not determine PersonY's customer base,don't plan ahead,xWant,0
PersonX determines PersonY's customer base,don't plan ahead,xWant,0
PersonX does not win the game for PersonX's team,non-confrontational,xWant,0
PersonX does not win the game for PersonX's team,not non-confrontational,xWant,0
PersonX wins the game for PersonX's team,not non-confrontational,xWant,0
PersonX does not sit in front of PersonY,to be fair,xReact,0
PersonX does not sit in front of PersonY,don't be fair,xReact,0
PersonX sits in front of PersonY,don't be fair,xReact,0
PersonX does not let PersonY's friends,to stay close to X,xWant,0
PersonX does not let PersonY's friends,don't stay close to X,xWant,0
PersonX lets PersonY's friends,don't stay close to X,xWant,0
PersonX is not recently divorced,disappointed,oReact,0
PersonX is not recently divorced,Didn't disappoint,oReact,0
PersonX is recently divorced,Didn't disappoint,oReact,0
PersonX does not die PersonY's hair,has to be without a home longer,xAttr,0
PersonX does not die PersonY's hair,Doesn't have to be without a home longer,xAttr,0
PersonX dies PersonY's hair,Doesn't have to be without a home longer,xAttr,0
PersonX does not get some friends,good,xWant,0
PersonX does not get some friends,not good,xWant,0
PersonX gets some friends,not good,xWant,0
PersonX does not create PersonY application,to keep himself busy,xWant,0
PersonX does not create PersonY application,don't keep himself busy,xWant,0
PersonX creates PersonY application,don't keep himself busy,xWant,0
PersonX does not decide to go see a movie,distant,xWant,0
PersonX does not decide to go see a movie,not distant,xWant,0
PersonX decides to go see a movie,not distant,xWant,0
PersonX does not tell PersonY to tell,uninterested,xAttr,0
PersonX does not tell PersonY to tell,not uninterested,xAttr,0
PersonX tells PersonY to tell,not uninterested,xAttr,0
PersonX does not bring PersonY something,burdened,xNeed,0
PersonX does not bring PersonY something,Didn't burden,xNeed,0
PersonX does bring PersonY something,Didn't burden,xNeed,0
PersonX is not a magician,to not get involved,xReact,0
PersonX is not a magician,To get involved,xReact,0
PersonX is a magician,To get involved,xReact,0
PersonX is not going to a party,content,xReact,0
PersonX is not going to a party,not content,xReact,0
PersonX is going to a party,not content,xReact,0
PersonX does not go for the jugular,worried,xAttr,0
PersonX does not go for the jugular,Didn't worry,xAttr,0
PersonX goes for the jugular,Didn't worry,xAttr,0
PersonX doesn't like the sweets that PersonY has,to Get a girlfriend,xWant,0
PersonX doesn't like the sweets that PersonY has,don't get a girlfriend,xWant,0
PersonX does like the sweets that PersonY has,don't get a girlfriend,xWant,0
PersonX is not proud of PersonY's accomplishment,shiftless,xReact,0
PersonX is not proud of PersonY's accomplishment,not shiftless,xReact,0
PersonX is proud of PersonY's accomplishment,not shiftless,xReact,0
PersonX does not buy a metal detector,to invite x,xAttr,0
PersonX does not buy a metal detector,don't invite x,xAttr,0
PersonX buys a metal detector,don't invite x,xAttr,0
PersonX does not give PersonY leave,mope at home,oWant,0
PersonX does not give PersonY leave,not mope at home,oWant,0
PersonX gives PersonY leave,not mope at home,oWant,0
PersonX does not hear back from PersonY,controlling,xWant,0
PersonX does not hear back from PersonY,not Control,xWant,0
PersonX hears back from PersonY,not Control,xWant,0
PersonX does not draw PersonY closer,self serving,xReact,0
PersonX does not draw PersonY closer,Self serve,xReact,0
PersonX draws PersonY closer,Self serve,xReact,0
PersonX is not sitting next to PersonY,forgetful,oReact,0
PersonX is not sitting next to PersonY,Don't forgetful,oReact,0
PersonX is sitting next to PersonY,Don't forgetful,oReact,0
PersonX does not follow PersonY's course,to break up with PersonX,xWant,0
PersonX does not follow PersonY's course,don't break up with PersonX,xWant,0
PersonX follows PersonY's course,don't break up with PersonX,xWant,0
PersonX is not a really nice guy,Displined,xIntent,0
PersonX is not a really nice guy,not Displine,xIntent,0
PersonX is a really nice guy,not Displine,xIntent,0
PersonX does not go a long way,play alone,xNeed,0
PersonX does not go a long way,Don't play alone,xNeed,0
PersonX goes a long way,Don't play alone,xNeed,0
PersonX does not let PersonY sign up,guilty,oEffect,0
PersonX does not let PersonY sign up,not guilty,oEffect,0
PersonX lets PersonY sign up,not guilty,oEffect,0
PersonX does not cut PersonY's hair very short,unaware,xReact,0
PersonX does not cut PersonY's hair very short,not unaware,xReact,0
PersonX cuts PersonY's hair very short,not unaware,xReact,0
PersonX does not give PersonY names,lazy,oReact,0
PersonX does not give PersonY names,not lazy,oReact,0
PersonX gives PersonY names,not lazy,oReact,0
PersonX does not give PersonY's hand,to respect PersonY's space,xReact,0
PersonX does not give PersonY's hand,don't respect PersonY's space,xReact,0
PersonX gives PersonY's hand,don't respect PersonY's space,xReact,0
PersonX does not open PersonX's presents,to keep person Y calm,xIntent,0
PersonX does not open PersonX's presents,don't keep person Y calm,xIntent,0
PersonX opens PersonX's presents,don't keep person Y calm,xIntent,0
PersonX does not wash PersonY hands,to obtain supplies,xReact,0
PersonX does not wash PersonY hands,don't obtain supplies,xReact,0
PersonX washes PersonY hands,don't obtain supplies,xReact,0
PersonX won't work on PersonY's essay,mean,xAttr,0
PersonX won't work on PersonY's essay,Don't mean,xAttr,0
PersonX will work on PersonY's essay,Don't mean,xAttr,0
PersonX does not raise PersonY's hand,to avoid contact with Y,oReact,0
PersonX does not raise PersonY's hand,don't avoid contact with Y,oReact,0
PersonX raises PersonY's hand,don't avoid contact with Y,oReact,0
PersonX does not go for the jugular,alone,xWant,0
PersonX does not go for the jugular,not alone,xWant,0
PersonX goes for the jugular,not alone,xWant,0
PersonX does not get it working,tries to figure out what went wrong,xReact,0
PersonX does not get it working,Doesn't try to figure out what went wrong,xReact,0
PersonX does get it working,Doesn't try to figure out what went wrong,xReact,0
PersonX does not tell PersonY to sit down,uninterested,xAttr,0
PersonX does not tell PersonY to sit down,not uninterested,xAttr,0
PersonX tells PersonY to sit down,not uninterested,xAttr,0
PersonX does not live far away from PersonY,lazy,oWant,0
PersonX does not live far away from PersonY,not lazy,oWant,0
PersonX lives far away from PersonY,not lazy,oWant,0
PersonX does not take PersonY inside,satisfied,xWant,0
PersonX does not take PersonY inside,not satisfied,xWant,0
PersonX takes PersonY inside,not satisfied,xWant,0
PersonX does not make fun of PersonY's name,scared,xAttr,0
PersonX does not make fun of PersonY's name,Didn't scare,xAttr,0
PersonX makes fun of PersonY's name,Didn't scare,xAttr,0
PersonX does not escort PersonY,to put all the toys away,oReact,0
PersonX does not escort PersonY,don't put all the toys away,oReact,0
PersonX escorts PersonY,don't put all the toys away,oReact,0
PersonX does not buy the shoes PersonY wanted,independent,oReact,0
PersonX does not buy the shoes PersonY wanted,not independent,oReact,0
PersonX buys the shoes PersonY wanted,not independent,oReact,0
PersonX does not know how to fix it,PersonX must report failure,xNeed,0
PersonX does not know how to fix it,PersonX mustn't report failure,xNeed,0
PersonX does know how to fix it,PersonX mustn't report failure,xNeed,0
PersonX does not make PersonY arrest,Shocked,xReact,0
PersonX does not make PersonY arrest,not Shock,xReact,0
PersonX makes PersonY arrest,not Shock,xReact,0
PersonX does not walk over to PersonY,improve their skill set then  reapply,xAttr,0
PersonX does not walk over to PersonY,Don't improve their skill set then reapply,xAttr,0
PersonX walks over to PersonY,Don't improve their skill set then reapply,xAttr,0
PersonX does not hold PersonY's face,calm,xWant,0
PersonX does not hold PersonY's face,Don't calm,xWant,0
PersonX holds PersonY's face,Don't calm,xWant,0
PersonX does not protect PersonY,supportive,oWant,0
PersonX does not protect PersonY,not supportive,oWant,0
PersonX protects PersonY,not supportive,oWant,0
PersonX does not mock PersonY,decent,xAttr,0
PersonX does not mock PersonY,not decent,xAttr,0
PersonX mocks PersonY,not decent,xAttr,0
PersonX does not give PersonX's wife,reserved,xReact,0
PersonX does not give PersonX's wife,Didn't reserve,xReact,0
PersonX gives PersonX's wife,Didn't reserve,xReact,0
PersonX does not agree to a date,to tell PersonY now instead,oWant,0
PersonX does not agree to a date,don't tell PersonY now instead,oWant,0
PersonX agrees to a date,don't tell PersonY now instead,oWant,0
PersonX does not issue PersonY edict,talk,xWant,0
PersonX does not issue PersonY edict,Don't talk,xWant,0
PersonX issues PersonY edict,Don't talk,xWant,0
PersonX does not spend time with PersonY's family,pack up their items,xReact,0
PersonX does not spend time with PersonY's family,Don't pack up their items,xReact,0
PersonX spends time with PersonY's family,Don't pack up their items,xReact,0
PersonX won't speak to the mother of PersonY,wise,xReact,0
PersonX won't speak to the mother of PersonY,not wise,xReact,0
PersonX will speak to the mother of PersonY,not wise,xReact,0
PersonX does not love PersonY back,occupied,xAttr,0
PersonX does not love PersonY back,Didn't occupy,xAttr,0
PersonX loves PersonY back,Didn't occupy,xAttr,0
PersonX does not bring PersonY something,rude,oReact,0
PersonX does not bring PersonY something,not rude,oReact,0
PersonX does bring PersonY something,not rude,oReact,0
PersonX does not let PersonY sign up,make peace with personX,xReact,0
PersonX does not let PersonY sign up,Don't make peace with personX,xReact,0
PersonX lets PersonY sign up,Don't make peace with personX,xReact,0
PersonX does not see PersonZ's friend PersonY,to not depend on someone,oReact,0
PersonX does not see PersonZ's friend PersonY,To not don't depend on someone,oReact,0
PersonX sees PersonZ's friend PersonY,To not don't depend on someone,oReact,0
PersonX is not bothering PersonY,dissatisfied,oReact,0
PersonX is not bothering PersonY,not Dissatisfy,oReact,0
PersonX is bothering PersonY,not Dissatisfy,oReact,0
PersonX does not court PersonY,disappointed,xIntent,0
PersonX does not court PersonY,Didn't disappoint,xIntent,0
PersonX courts PersonY,Didn't disappoint,xIntent,0
PersonX does not stand up to PersonY,they die,oWant,0
PersonX does not stand up to PersonY,They don't die,oWant,0
PersonX stands up to PersonY,They don't die,oWant,0
PersonX does not scream loudest,attention,xReact,0
PersonX does not scream loudest,not attention,xReact,0
PersonX screams loudest,not attention,xReact,0
PersonX does not jerk PersonY's head,To find out why personX stayed home,xNeed,0
PersonX does not jerk PersonY's head,To find out why personX didn't stay home,xNeed,0
PersonX jerks PersonY's head,To find out why personX didn't stay home,xNeed,0
PersonX does not tell PersonX's boyfriend,uncommitted,xReact,0
PersonX does not tell PersonX's boyfriend,Didn't uncommit,xReact,0
PersonX tells PersonX's boyfriend,Didn't uncommit,xReact,0
PersonX does not keep PersonY back,want to adopt the baby,xReact,0
PersonX does not keep PersonY back,Don't want to adopt the baby,xReact,0
PersonX keeps PersonY back,Don't want to adopt the baby,xReact,0
PersonX does not berate PersonY,unenthusiastic,xIntent,0
PersonX does not berate PersonY,not unenthusiastic,xIntent,0
PersonX berates PersonY,not unenthusiastic,xIntent,0
PersonX does not keep PersonY in,for persony to be independent,oEffect,0
PersonX does not keep PersonY in,For persony to don't be independent,oEffect,0
PersonX keeps PersonY in,For persony to don't be independent,oEffect,0
PersonX does not take PersonY's money,restrained,xIntent,0
PersonX does not take PersonY's money,not Restrain,xIntent,0
PersonX takes PersonY's money,not Restrain,xIntent,0
PersonX doesn't care about PersonY,rude,xReact,0
PersonX doesn't care about PersonY,not rude,xReact,0
PersonX cares about PersonY,not rude,xReact,0
PersonX does not celebrate halloween,eat the sweets themself,xReact,0
PersonX does not celebrate halloween,Don't eat the sweets themself,xReact,0
PersonX celebrates halloween,Don't eat the sweets themself,xReact,0
PersonX does not bleach PersonY's hair,to be cool and calm,oReact,0
PersonX does not bleach PersonY's hair,don't be cool and calm,oReact,0
PersonX bleaches PersonY's hair,don't be cool and calm,oReact,0
PersonX did not bid PersonY farewell,cry for the mistake,xIntent,0
PersonX did not bid PersonY farewell,Don't cry for the mistake,xIntent,0
PersonX bade PersonY farewell,Don't cry for the mistake,xIntent,0
PersonX does not hurt PersonY much,feels let down,xEffect,0
PersonX does not hurt PersonY much,Doesn't feel let down,xEffect,0
PersonX hurts PersonY much,Doesn't feel let down,xEffect,0
PersonX does not fall in love with PersonY,unhelped,oWant,0
PersonX does not fall in love with PersonY,not Unhelp,oWant,0
PersonX falls in love with PersonY,not Unhelp,oWant,0
Personx does not help PersonY.,crestfallen,xWant,0
Personx does not help PersonY.,Didn't crestfallen,xWant,0
Personx helps PersonY.,Didn't crestfallen,xWant,0
PersonX does not find PersonY's phone,ask someone else for help,oReact,0
PersonX does not find PersonY's phone,Don't ask someone else for help,oReact,0
PersonX finds PersonY's phone,Don't ask someone else for help,oReact,0
PersonX does not take care of herself,forgetful,xNeed,0
PersonX does not take care of herself,Don't forgetful,xNeed,0
PersonX does take care of herself,Don't forgetful,xNeed,0
PersonX does not set PersonY up on a date,to let someone else do it,oReact,0
PersonX does not set PersonY up on a date,don't let someone else do it,oReact,0
PersonX sets PersonY up on a date,don't let someone else do it,oReact,0
PersonX does not record PersonY,empty handed,xAttr,0
PersonX does not record PersonY,not empty handed,xAttr,0
PersonX records PersonY,not empty handed,xAttr,0
PersonX does not look PersonY in the eye,be part of a play,xReact,0
PersonX does not look PersonY in the eye,Don't be part of a play,xReact,0
PersonX looks PersonY in the eye,Don't be part of a play,xReact,0
PersonX does not turn two,incapable,xWant,0
PersonX does not turn two,not incapable,xWant,0
PersonX turns two,not incapable,xWant,0
PersonX does not take PersonY back,to be polite,xAttr,0
PersonX does not take PersonY back,don't be polite,xAttr,0
PersonX takes PersonY back,don't be polite,xAttr,0
PersonX does not turn two,settle into the new house,xAttr,0
PersonX does not turn two,Don't settle into the new house,xAttr,0
PersonX turns two,Don't settle into the new house,xAttr,0
PersonX does not place PersonY's lips,prompt,xWant,0
PersonX does not place PersonY's lips,Don't prompt,xWant,0
PersonX places PersonY's lips,Don't prompt,xWant,0
PersonX does not bring the cake,negligent,xReact,0
PersonX does not bring the cake,not negligent,xReact,0
PersonX brings the cake,not negligent,xReact,0
PersonX does not teach PersonY how to play,to think more,xAttr,0
PersonX does not teach PersonY how to play,don't think more,xAttr,0
PersonX teaches PersonY how to play,don't think more,xAttr,0
PersonX does not play basketball at the park,dismayed,xReact,0
PersonX does not play basketball at the park,not Dismay,xReact,0
PersonX plays basketball at the park,not Dismay,xReact,0
PersonX does not give PersonY a ticket,encourage PersonX to do better,oEffect,0
PersonX does not give PersonY a ticket,Don't encourage PersonX to do better,oEffect,0
PersonX gives PersonY a ticket,Don't encourage PersonX to do better,oEffect,0
PersonX does not carry PersonY,mean spirited,xEffect,0
PersonX does not carry PersonY,Mean spirit,xEffect,0
PersonX carries PersonY,Mean spirit,xEffect,0
PersonX does not have just moved into a new apartment,sufficient,xWant,0
PersonX does not have just moved into a new apartment,not sufficient,xWant,0
PersonX have just moveds into a new apartment,not sufficient,xWant,0
PersonX does not surprise PersonX's parents,Domineering,xReact,0
PersonX does not surprise PersonX's parents,not Domineer,xReact,0
PersonX surprises PersonX's parents,not Domineer,xReact,0
PersonX won't treat PersonY,resentful,xReact,0
PersonX won't treat PersonY,not resentful,xReact,0
PersonX will treat PersonY,not resentful,xReact,0
PersonX does not pack all PersonX's things,PersonY to clean their own apartment,xAttr,0
PersonX does not pack all PersonX's things,PersonY to don't clean their own apartment,xAttr,0
PersonX packs all PersonX's things,PersonY to don't clean their own apartment,xAttr,0
PersonX does not start smoking,clean,xEffect,0
PersonX does not start smoking,not clean,xEffect,0
PersonX starts smoking,not clean,xEffect,0
PersonX does not decorate PersonY's house for,Generous,xWant,0
PersonX does not decorate PersonY's house for,not Generous,xWant,0
PersonX decorates PersonY's house for,not Generous,xWant,0
PersonX does not provide PersonY answer,thankful,xIntent,0
PersonX does not provide PersonY answer,not thankful,xIntent,0
PersonX provides PersonY answer,not thankful,xIntent,0
PersonX does not learn to skateboard,to have someone swap places with them,xReact,0
PersonX does not learn to skateboard,don't have someone swap places with them,xReact,0
PersonX learns to skateboard,don't have someone swap places with them,xReact,0
PersonX did not bring PersonY's daughter,unfriendly,xAttr,0
PersonX did not bring PersonY's daughter,not unfriendly,xAttr,0
PersonX brought PersonY's daughter,not unfriendly,xAttr,0
PersonX does not get to the front of the line,check their wallet,xAttr,0
PersonX does not get to the front of the line,Don't check their wallet,xAttr,0
PersonX gets to the front of the line,Don't check their wallet,xAttr,0
PersonX tells PersonY to not go out in the rain,to turn off the game console,xAttr,0
PersonX tells PersonY to not go out in the rain,don't turn off the game console,xAttr,0
PersonX tellses PersonY to go out in the rain,don't turn off the game console,xAttr,0
PersonX does not call PersonY back,does not get invited again,oEffect,0
PersonX does not call PersonY back,Get inviteds again,oEffect,0
PersonX calls PersonY back,Get inviteds again,oEffect,0
PersonX does not tell PersonY what you think,to trust person y,xEffect,0
PersonX does not tell PersonY what you think,don't trust person y,xEffect,0
PersonX does tell PersonY what you think,don't trust person y,xEffect,0
PersonX does not go next door,worried,xAttr,0
PersonX does not go next door,Didn't worry,xAttr,0
PersonX goes next door,Didn't worry,xAttr,0
PersonX does not do n't want to see PersonY again,incapable,xNeed,0
PersonX does not do n't want to see PersonY again,not incapable,xNeed,0
PersonX do n't wants to see PersonY again,not incapable,xNeed,0
PersonX does not send PersonY the books,to remember to buy something for person y,oReact,0
PersonX does not send PersonY the books,don't remember to buy something for person y,oReact,0
PersonX sends PersonY the books,don't remember to buy something for person y,oReact,0
PersonX does not get bad news,ignores X,xWant,0
PersonX does not get bad news,Doesn't ignore X,xWant,0
PersonX gets bad news,Doesn't ignore X,xWant,0
PersonX does not go near deep end,to respect PersonY,xNeed,0
PersonX does not go near deep end,don't respect PersonY,xNeed,0
PersonX goes near deep end,don't respect PersonY,xNeed,0
PersonX does not visit PersonX's uncle,good,xAttr,0
PersonX does not visit PersonX's uncle,not good,xAttr,0
PersonX visits PersonX's uncle,not good,xAttr,0
PersonX does not play basketball with PersonX's friends after school,yelled at,xAttr,0
PersonX does not play basketball with PersonX's friends after school,Didn't yell at,xAttr,0
PersonX plays basketball with PersonX's friends after school,Didn't yell at,xAttr,0
PersonX does not drop PersonY's cell phone,busy,xReact,0
PersonX does not drop PersonY's cell phone,not busy,xReact,0
PersonX drops PersonY's cell phone,not busy,xReact,0
PersonX does not give PersonY illustration,Scolded by personY,xIntent,0
PersonX does not give PersonY illustration,Scold by personY,xIntent,0
PersonX gives PersonY illustration,Scold by personY,xIntent,0
PersonX does not tell PersonY to come,to have a quiet lifeq,xAttr,0
PersonX does not tell PersonY to come,don't have a quiet lifeq,xAttr,0
PersonX tells PersonY to come,don't have a quiet lifeq,xAttr,0
PersonX does not get PersonY picture,friendless,xWant,0
PersonX does not get PersonY picture,not friendless,xWant,0
PersonX gets PersonY picture,not friendless,xWant,0
PersonX does not do n't love PersonY anymore,not welcoming,xAttr,0
PersonX does not do n't love PersonY anymore,Not welcome,xAttr,0
PersonX do n't loves PersonY anymore,Not welcome,xAttr,0
PersonX does not bring PersonY into line,sigh in satisfaction,xReact,0
PersonX does not bring PersonY into line,not sigh in satisfaction,xReact,0
PersonX brings PersonY into line,not sigh in satisfaction,xReact,0
PersonX is not having a yard sale,independent,xIntent,0
PersonX is not having a yard sale,not independent,xIntent,0
PersonX is having a yard sale,not independent,xIntent,0
PersonX does not cancel the date,to go up to PersonY,xReact,0
PersonX does not cancel the date,don't go up to PersonY,xReact,0
PersonX cancels the date,don't go up to PersonY,xReact,0
PersonX does not rob the bank,bigoted,xReact,0
PersonX does not rob the bank,not Bigot,xReact,0
PersonX robs the bank,not Bigot,xReact,0
PersonX does not cut PersonY's nails,irritated,oWant,0
PersonX does not cut PersonY's nails,not Irritate,oWant,0
PersonX cuts PersonY's nails,not Irritate,oWant,0
PersonX does not spin PersonY around,unsure,xWant,0
PersonX does not spin PersonY around,not unsure,xWant,0
PersonX spins PersonY around,not unsure,xWant,0
PersonX does not know PersonY.,conniving,xReact,0
PersonX does not know PersonY.,not Connive,xReact,0
PersonX knows PersonY.,not Connive,xReact,0
PersonX does not throw a surprise party,arrogant,xEffect,0
PersonX does not throw a surprise party,not arrogant,xEffect,0
PersonX throws a surprise party,not arrogant,xEffect,0
PersonX does not safeguard PersonY's interests,pressured,oReact,0
PersonX does not safeguard PersonY's interests,Didn't pressure,oReact,0
PersonX safeguards PersonY's interests,Didn't pressure,oReact,0
PersonX does not smile upon PersonY,To apologize,oEffect,0
PersonX does not smile upon PersonY,don't apologize,oEffect,0
PersonX smiles upon PersonY,don't apologize,oEffect,0
PersonX does not call PersonX's kids,to be away from PersonY,xIntent,0
PersonX does not call PersonX's kids,don't be away from PersonY,xIntent,0
PersonX calls PersonX's kids,don't be away from PersonY,xIntent,0
PersonX doesn't invite PersonY's family,unconcerned,xEffect,0
PersonX doesn't invite PersonY's family,not unconcerned,xEffect,0
PersonX invites PersonY's family,not unconcerned,xEffect,0
PersonX does not rob PersonY,suspicious,xReact,0
PersonX does not rob PersonY,not suspicious,xReact,0
PersonX robs PersonY,not suspicious,xReact,0
PersonX does not sue the company,relieved,xNeed,0
PersonX does not sue the company,Didn't relieve,xNeed,0
PersonX sues the company,Didn't relieve,xNeed,0
PersonX does not give PersonY a blanket,unfriendly,xReact,0
PersonX does not give PersonY a blanket,not unfriendly,xReact,0
PersonX gives PersonY a blanket,not unfriendly,xReact,0
PersonX does not become friends with PersonY,does nothing,xAttr,0
PersonX does not become friends with PersonY,Doesn't do nothing,xAttr,0
PersonX becomes friends with PersonY,Doesn't do nothing,xAttr,0
PersonX does not get PersonY a dog,belittled,xWant,0
PersonX does not get PersonY a dog,Didn't belittle,xWant,0
PersonX gets PersonY a dog,Didn't belittle,xWant,0
PersonX does not look PersonY in the eye,make puppy-eyes for a treat,xAttr,0
PersonX does not look PersonY in the eye,Don't make puppy-eyes for a treat,xAttr,0
PersonX looks PersonY in the eye,Don't make puppy-eyes for a treat,xAttr,0
PersonX does not meet PersonY's sister,eat the buttered toast,oReact,0
PersonX does not meet PersonY's sister,Don't eat the buttered toast,oReact,0
PersonX meets PersonY's sister,Don't eat the buttered toast,oReact,0
PersonX does not celebrate halloween,understanding,xIntent,0
PersonX does not celebrate halloween,not Understand,xIntent,0
PersonX celebrates halloween,not Understand,xIntent,0
PersonX does not stand up to PersonY,sad,oWant,0
PersonX does not stand up to PersonY,not sad,oWant,0
PersonX stands up to PersonY,not sad,oWant,0
PersonX does not give PersonY a discount,relieved,xAttr,0
PersonX does not give PersonY a discount,Didn't relieve,xAttr,0
PersonX gives PersonY a discount,Didn't relieve,xAttr,0
PersonX does not break PersonY's leg,tight-fisted,xAttr,0
PersonX does not break PersonY's leg,Tight- fist,xAttr,0
PersonX breaks PersonY's leg,Tight- fist,xAttr,0
PersonX does not raise PersonX's hat,content,xWant,0
PersonX does not raise PersonX's hat,not content,xWant,0
PersonX raises PersonX's hat,not content,xWant,0
PersonX is not driving PersonY's car on the highway,excitable,xWant,0
PersonX is not driving PersonY's car on the highway,not excitable,xWant,0
PersonX is driving PersonY's car on the highway,not excitable,xWant,0
PersonX does not take action against PersonY,disappointed,xReact,0
PersonX does not take action against PersonY,Didn't disappoint,xReact,0
PersonX takes action against PersonY,Didn't disappoint,xReact,0
PersonX is not driving PersonY's car on the highway,impolite,xIntent,0
PersonX is not driving PersonY's car on the highway,not impolite,xIntent,0
PersonX is driving PersonY's car on the highway,not impolite,xIntent,0
PersonX does not act on PersonY's behalf,mean,oReact,0
PersonX does not act on PersonY's behalf,Don't mean,oReact,0
PersonX acts on PersonY's behalf,Don't mean,oReact,0
PersonX does not go fishing with PersonX's grandfather,learns the truth,oReact,0
PersonX does not go fishing with PersonX's grandfather,Doesn't learn the truth,oReact,0
PersonX goes fishing with PersonX's grandfather,Doesn't learn the truth,oReact,0
PersonX does not make a funny noise,excited,xAttr,0
PersonX does not make a funny noise,not Excite,xAttr,0
PersonX makes a funny noise,not Excite,xAttr,0
PersonX doesn't know how to fix anything,lonely,xWant,0
PersonX doesn't know how to fix anything,not lonely,xWant,0
PersonX does know how to fix anything,not lonely,xWant,0
PersonX does not tell PersonX's grandma,makes progress,xReact,0
PersonX does not tell PersonX's grandma,Doesn't make progress,xReact,0
PersonX tells PersonX's grandma,Doesn't make progress,xReact,0
PersonX does not find it for PersonY,lenient,xReact,0
PersonX does not find it for PersonY,not lenient,xReact,0
PersonX does find it for PersonY,not lenient,xReact,0
PersonX does not run faster,help personY,xReact,0
PersonX does not run faster,Don't help personY,xReact,0
PersonX runs faster,Don't help personY,xReact,0
PersonX does not run a hand through PersonY's hair,like not caring,oWant,0
PersonX does not run a hand through PersonY's hair,Like not care,oWant,0
PersonX runs a hand through PersonY's hair,Like not care,oWant,0
PersonX does not sit with PersonY's friends,cook,xAttr,0
PersonX does not sit with PersonY's friends,Don't cook,xAttr,0
PersonX sits with PersonY's friends,Don't cook,xAttr,0
PersonX does not visit PersonX's grandma,capable,xIntent,0
PersonX does not visit PersonX's grandma,not capable,xIntent,0
PersonX visits PersonX's grandma,not capable,xIntent,0
PersonX does not build PersonY a house,Lonely,xWant,0
PersonX does not build PersonY a house,not Lonely,xWant,0
PersonX builds PersonY a house,not Lonely,xWant,0
PersonX does not tell PersonY's father,feels thankful,oReact,0
PersonX does not tell PersonY's father,Doesn't feel thankful,oReact,0
PersonX tells PersonY's father,Doesn't feel thankful,oReact,0
PersonX is not celebrating PersonY's birthday,thank personX,xAttr,0
PersonX is not celebrating PersonY's birthday,Don't thank personX,xAttr,0
PersonX is celebrating PersonY's birthday,Don't thank personX,xAttr,0
PersonX does not wash PersonY,thankful,xAttr,0
PersonX does not wash PersonY,not thankful,xAttr,0
PersonX washes PersonY,not thankful,xAttr,0
PersonX did not bid PersonY farewell,liked,xReact,0
PersonX did not bid PersonY farewell,Didn't like,xReact,0
PersonX bade PersonY farewell,Didn't like,xReact,0
PersonX does not make PersonY image,to explain to personY,xAttr,0
PersonX does not make PersonY image,don't explain to personY,xAttr,0
PersonX makes PersonY image,don't explain to personY,xAttr,0
PersonX does not play it straight,gets a not guilty verdict for their client,xReact,0
PersonX does not play it straight,Getses a guilty verdict for their client,xReact,0
PersonX does play it straight,Getses a guilty verdict for their client,xReact,0
PersonX does not take my dog,miss PersonX's closeness,oReact,0
PersonX does not take my dog,Don't miss PersonX's closeness,oReact,0
PersonX takes my dog,Don't miss PersonX's closeness,oReact,0
PersonX is not at the grocery store with PersonY's mom,to be mean,xIntent,0
PersonX is not at the grocery store with PersonY's mom,don't be mean,xIntent,0
PersonX is at the grocery store with PersonY's mom,don't be mean,xIntent,0
PersonX does not speed past PersonY,relaxed,xWant,0
PersonX does not speed past PersonY,Didn't relax,xWant,0
PersonX speeds past PersonY,Didn't relax,xWant,0
PersonX does not treat PersonY differently,selfish,xAttr,0
PersonX does not treat PersonY differently,not selfish,xAttr,0
PersonX treats PersonY differently,not selfish,xAttr,0
PersonX does not learn to knit,drop their arms,xWant,0
PersonX does not learn to knit,Don't drop their arms,xWant,0
PersonX learns to knit,Don't drop their arms,xWant,0
PersonX does not conclude PersonY agreement,To be acquainted with personY,xIntent,0
PersonX does not conclude PersonY agreement,To be acquaint with personY,xIntent,0
PersonX concludes PersonY agreement,To be acquaint with personY,xIntent,0
PersonX does not pay for PersonY,confident,xEffect,0
PersonX does not pay for PersonY,not confident,xEffect,0
PersonX pays for PersonY,not confident,xEffect,0
PersonX does not give PersonY evidence,to enjoy the evening,oEffect,0
